会場コード,会場,日付,レース,締切時刻,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,M番,M2率,B番,B2率,今節成績,早見
06,浜名湖,2026/06/10,1,11:32,1,4752,西尾亮輔,38,愛知,52,B1,4.16,20.55,4.38,23.0,20,45.71,47,32.69,465 2,6
06,浜名湖,2026/06/10,1,11:32,2,3842,星野太郎,49,三重,53,B1,4.79,26.98,6.23,38.3,43,20.00,16,30.60,1 6453,8
06,浜名湖,2026/06/10,1,11:32,3,4244,鈴木成美,39,静岡,45,B1,3.88,23.08,4.62,27.6,36,33.33,54,29.53,6 563,5
06,浜名湖,2026/06/10,1,11:32,4,4864,小川日紀,36,福岡,53,B1,3.71,15.25,5.29,35.4,59,23.08,67,38.61,5 563,5
06,浜名湖,2026/06/10,1,11:32,5,5110,杉山喜一,26,静岡,52,B1,5.23,28.92,4.72,25.8,61,32.35,39,26.56,3 1326,9
06,浜名湖,2026/06/10,1,11:32,6,3587,武田信一,53,徳島,63,B1,4.17,18.18,5.10,30.0,9,19.05,46,33.55,5 454,
06,浜名湖,2026/06/10,2,11:57,1,5346,中村紋夕,22,愛知,46,B2,2.65,1.45,1.19,0.0,25,24.24,49,26.21,445 5,
06,浜名湖,2026/06/10,2,11:57,2,4775,千葉真弥,32,静岡,47,A2,6.64,47.50,5.06,27.7,28,10.00,26,25.98,35355,6
06,浜名湖,2026/06/10,2,11:57,3,5022,伊藤尚汰,31,福岡,50,B1,4.45,29.03,4.74,25.9,21,21.21,55,27.14,2 1565,8
06,浜名湖,2026/06/10,2,11:57,4,4177,萬　正嗣,43,群馬,57,B1,4.72,27.16,4.69,38.4,46,41.18,62,33.12,516 16,8
06,浜名湖,2026/06/10,2,11:57,5,4175,川尻泰輔,43,埼玉,56,B1,6.11,46.43,5.29,47.0,35,12.00,30,42.21,1 6665,7
06,浜名湖,2026/06/10,2,11:57,6,4645,上村純一,46,群馬,52,A1,6.29,44.55,5.35,30.4,3,61.29,15,35.48,142432,11
06,浜名湖,2026/06/10,3,12:22,1,4747,山戸信二,40,長崎,52,B1,3.70,14.29,0.00,0.0,18,37.78,33,30.07,566 5,7
06,浜名湖,2026/06/10,3,12:22,2,4015,前野竜一,46,山口,59,A2,6.10,41.03,5.14,27.7,12,18.75,52,21.43,46346,8
06,浜名湖,2026/06/10,3,12:22,3,4693,松下誉士,42,福岡,53,B1,4.14,22.34,4.54,25.0,2,46.88,43,30.83,661 36,7
06,浜名湖,2026/06/10,3,12:22,4,4156,浜野孝志,45,三重,57,A2,5.15,27.17,5.71,41.1,16,32.50,74,32.05,556 24,9
06,浜名湖,2026/06/10,3,12:22,5,5237,永松良教,26,福岡,55,B1,3.31,9.38,4.91,27.2,39,22.86,40,26.09,4 2216,10
06,浜名湖,2026/06/10,3,12:22,6,3717,立間充宏,51,岡山,56,B1,5.22,27.63,5.79,40.4,1,31.71,50,33.55,134 13,10
06,浜名湖,2026/06/10,4,12:48,1,4451,松崎祐太,38,福岡,53,A1,6.26,46.36,6.93,57.1,53,30.77,35,32.68,632 14,10
06,浜名湖,2026/06/10,4,12:48,2,3377,塚田修二,58,東京,54,B1,4.29,21.43,3.72,16.0,56,45.71,14,34.64,5 3464,9
