会場コード,会場,日付,レース,締切時刻,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,M番,M2率,B番,B2率,今節成績,早見
05,多摩川,2025/05/09,1,12:07,1,5169,堀本翔太,24,愛知,49,B2,0.00,0.00,2.74,5.8,46,10.00,52,30.77,6 351,7
05,多摩川,2025/05/09,1,12:07,2,4988,牟田奨太,28,静岡,56,B1,3.92,26.51,4.21,27.0,59,23.53,64,0.00,5 651,8
05,多摩川,2025/05/09,1,12:07,3,4618,乃村康友,42,三重,55,B1,5.03,26.67,5.24,28.5,21,5.56,81,55.00,464 55,
05,多摩川,2025/05/09,1,12:07,4,5236,小宮涼雅,26,岡山,55,B1,2.88,7.41,2.43,0.0,52,10.00,47,20.00,4 455,6
05,多摩川,2025/05/09,1,12:07,5,3826,村田修次,51,東京,53,A2,6.03,44.44,6.42,47.8,25,45.00,39,0.00,53224,9
05,多摩川,2025/05/09,1,12:07,6,5341,山道諄也,23,群馬,56,B2,1.50,0.00,1.89,0.0,27,5.56,84,9.09,6 566,5
05,多摩川,2025/05/09,2,12:34,1,3935,岩津徹郎,47,岡山,56,B1,5.21,29.49,5.00,30.0,42,38.10,63,16.67,1 6253,9
05,多摩川,2025/05/09,2,12:34,2,3620,信濃由行,51,福井,55,B1,3.44,16.67,3.50,14.7,47,38.10,58,27.78,4 452,7
05,多摩川,2025/05/09,2,12:34,3,5109,川崎智稔,25,岡山,51,B1,5.08,30.21,6.18,27.2,61,17.65,71,50.00,6 3555,
05,多摩川,2025/05/09,2,12:34,4,3406,中里英夫,56,群馬,54,B1,5.65,32.50,4.58,18.6,57,45.00,69,52.38,145 35,
05,多摩川,2025/05/09,2,12:34,5,4319,三宅　潤,40,大阪,55,A2,5.91,39.84,5.59,34.7,49,35.00,53,11.11,234 12,10
05,多摩川,2025/05/09,2,12:34,6,5077,滝沢　崚,28,埼玉,50,B1,3.64,16.00,3.36,7.1,36,57.14,41,5.56,4 556,6
05,多摩川,2025/05/09,3,13:04,1,5100,栗原一馬,28,群馬,57,B1,2.85,10.26,2.67,16.6,44,22.22,66,72.73,2 613,11
05,多摩川,2025/05/09,3,13:04,2,4039,村上功祐,46,大阪,58,B1,5.20,33.33,5.86,40.8,50,16.67,70,17.65,256 14,9
05,多摩川,2025/05/09,3,13:04,3,4142,平野和明,44,愛知,52,A2,5.52,28.13,6.27,46.1,29,35.29,59,47.06,314 24,10
05,多摩川,2025/05/09,3,13:04,4,4711,前出達吉,35,福井,51,B1,5.77,43.04,6.21,51.7,54,35.71,49,36.36,324 53,8
05,多摩川,2025/05/09,3,13:04,5,3692,竹腰正樹,54,福井,54,B1,5.19,34.38,3.33,5.5,73,50.00,29,37.04,5 1121,11
05,多摩川,2025/05/09,3,13:04,6,3748,小黒竜吾,49,埼玉,58,B1,4.20,14.08,3.70,15.1,31,36.84,78,57.14,5 536,7
05,多摩川,2025/05/09,4,13:33,1,4533,峰重侑治,36,岡山,53,B1,5.73,37.18,4.75,25.0,63,60.00,76,12.50,551 15,8
05,多摩川,2025/05/09,4,13:33,2,4508,野間大樹,36,大阪,51,B1,4.55,25.64,5.23,30.0,67,33.33,80,62.50,6 1466,
05,多摩川,2025/05/09,4,13:33,3,5147,田中勇輔,31,埼玉,51,B1,5.00,30.51,4.31,18.7,13,11.76,54,16.67,563 63,
