会場コード,会場,日付,レース,締切時刻,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,M番,M2率,B番,B2率,今節成績,早見
03,江戸川,2025/11/26,1,10:59,1,4169,多田有佑,43,東京,54,B1,3.91,15.00,4.49,25.0,68,25.22,10,23.85,4 3635,
03,江戸川,2025/11/26,1,10:59,2,3436,柏野幸二,56,岡山,50,B1,5.94,43.16,4.92,32.0,32,24.35,19,31.58,135 43,5
03,江戸川,2025/11/26,1,10:59,3,4273,佐藤　旭,43,静岡,53,B1,4.85,32.43,0.00,0.0,41,37.93,41,36.30,5 655,7
03,江戸川,2025/11/26,1,10:59,4,5069,山崎小葉,25,群馬,43,B1,4.81,32.50,4.77,25.8,17,43.10,45,38.46,645 16,
03,江戸川,2025/11/26,1,10:59,5,4615,板倉敦史,45,東京,55,B1,4.53,18.18,4.86,27.7,29,25.86,14,29.82,565 36,6
03,江戸川,2025/11/26,1,10:59,6,5066,鈴木孝明,27,埼玉,54,B1,5.60,32.58,5.25,30.5,39,34.19,46,38.74,5 433,10
03,江戸川,2025/11/26,2,11:25,1,5320,岩崎麗子,24,群馬,50,B2,2.45,4.23,0.00,0.0,34,40.52,35,36.13,6 454,7
03,江戸川,2025/11/26,2,11:25,2,5111,三村岳人,26,岡山,51,A2,3.52,21.67,4.67,11.1,37,37.29,13,32.48,2 441,6
03,江戸川,2025/11/26,2,11:25,3,4567,上村慎太,37,山口,51,B1,3.80,14.75,3.75,25.0,40,45.31,12,34.45,5 122,10
03,江戸川,2025/11/26,2,11:25,4,3652,森下　勇,52,群馬,57,B1,3.12,12.20,4.33,22.2,35,26.27,69,38.69,2 445,8
03,江戸川,2025/11/26,2,11:25,5,4215,吉島祥之,41,愛知,54,A2,5.61,36.62,6.60,40.0,58,34.43,66,25.21,1 352,11
03,江戸川,2025/11/26,2,11:25,6,4636,赤池修平,35,徳島,54,B1,3.64,18.60,2.83,16.6,19,24.07,67,28.30,366 66,
03,江戸川,2025/11/26,3,11:51,1,4674,池田剛規,38,福岡,52,A2,5.72,39.50,4.79,21.4,22,33.33,50,35.92,S31 33,11
03,江戸川,2025/11/26,3,11:51,2,4704,河野　大,37,徳島,52,A1,6.12,41.09,6.00,43.5,31,46.51,52,30.43,412 41,12
03,江戸川,2025/11/26,3,11:51,3,4311,岡村　仁,41,大阪,57,A1,6.67,48.21,6.72,50.0,46,28.81,71,33.61,3 134,8
03,江戸川,2025/11/26,3,11:51,4,5360,高木茉白,19,埼玉,47,B2,2.46,5.26,1.56,0.0,33,21.62,20,24.58,654 26,9
03,江戸川,2025/11/26,3,11:51,5,4619,伏田裕隆,42,東京,51,B1,5.46,41.25,5.27,33.0,66,29.17,47,36.36,3 4211,
03,江戸川,2025/11/26,3,11:51,6,5033,藤原孝斗,27,愛知,59,B1,3.51,13.41,3.71,10.2,38,30.25,49,30.63,5 562,7
03,江戸川,2025/11/26,4,12:17,1,5145,島川海輝,22,山口,54,A2,5.88,42.50,0.00,0.0,47,32.20,62,36.52,6 363,9
03,江戸川,2025/11/26,4,12:17,2,3740,大澤普司,51,群馬,56,A1,6.59,52.08,6.68,49.0,71,36.44,70,35.29,164 12,
03,江戸川,2025/11/26,4,12:17,3,5065,伊久間陽,27,群馬,52,B1,4.77,33.33,5.00,35.9,20,29.66,51,48.54,112 45,
03,江戸川,2025/11/26,4,12:17,4,3306,武田正紀,57,埼玉,55,B1,4.07,15.66,4.52,18.7,56,50.00,33,36.84,3 145,12
03,江戸川,2025/11/26,4,12:17,5,5365,石村日奈,24,東京,47,B2,2.07,0.00,0.00,0.0,43,29.63,54,37.06,5 566,10
03,江戸川,2025/11/26,4,12:17,6,4129,宇野博之,45,愛知,55,B1,3.92,16.67,4.06,22.9,27,35.29,65,27.08,442 52,8
03,江戸川,2025/11/26,5,12:43,1,3436,柏野幸二,56,岡山,50,B1,5.94,43.16,4.92,32.0,32,24.35,19,31.58,135 43,1
03,江戸川,2025/11/26,5,12:43,2,3850,小川知行,53,群馬,55,B1,4.74,22.02,4.90,27.5,55,38.40,40,18.75,1 135,12
03,江戸川,2025/11/26,5,12:43,3,4632,長尾京志,36,福岡,52,B1,4.61,19.72,5.17,31.9,30,29.31,18,32.79,256 45,9
03,江戸川,2025/11/26,5,12:43,4,4397,西村拓也,38,大阪,52,A1,6.41,43.80,7.04,53.8,24,21.24,53,32.23,242 11,10
03,江戸川,2025/11/26,5,12:43,5,4973,栗原直也,33,埼玉,52,B1,5.55,33.64,4.94,33.8,45,25.42,29,42.24,5 16S,11
03,江戸川,2025/11/26,5,12:43,6,4122,安東幸治,44,福岡,56,A2,5.96,42.02,6.67,55.1,12,31.03,32,32.28,624 35,
03,江戸川,2025/11/26,6,13:09,1,5036,福田翔吾,27,大阪,54,B1,4.21,26.67,5.03,29.4,14,25.42,36,38.24,144 35,
03,江戸川,2025/11/26,6,13:09,2,4615,板倉敦史,45,東京,55,B1,4.53,18.18,4.86,27.7,29,25.86,14,29.82,565 36,1
03,江戸川,2025/11/26,6,13:09,3,5111,三村岳人,26,岡山,51,A2,3.52,21.67,4.67,11.1,37,37.29,13,32.48,2 441,2
03,江戸川,2025/11/26,6,13:09,4,4075,中野次郎,44,東京,56,A1,6.41,45.99,6.12,35.2,25,30.77,61,21.31,311 22,12
03,江戸川,2025/11/26,6,13:09,5,4327,加藤　翔,42,静岡,53,B1,4.24,20.72,4.24,16.6,16,33.90,57,31.00,322 66,
03,江戸川,2025/11/26,6,13:09,6,4694,高田　綾,40,福岡,44,B1,4.77,27.78,5.21,33.3,54,27.87,55,34.23,2 236,11
03,江戸川,2025/11/26,7,13:35,1,4273,佐藤　旭,43,静岡,53,B1,4.85,32.43,0.00,0.0,41,37.93,41,36.30,5 655,1
03,江戸川,2025/11/26,7,13:35,2,5320,岩崎麗子,24,群馬,50,B2,2.45,4.23,0.00,0.0,34,40.52,35,36.13,6 454,2
03,江戸川,2025/11/26,7,13:35,3,4366,前沢丈史,40,東京,56,A1,6.16,44.17,6.30,45.6,52,29.91,39,36.21,2 312,11
03,江戸川,2025/11/26,7,13:35,4,4891,寺島美里,36,東京,47,B1,4.59,24.49,7.04,60.0,67,32.79,59,41.74,1 3656,
03,江戸川,2025/11/26,7,13:35,5,5033,藤原孝斗,27,愛知,59,B1,3.51,13.41,3.71,10.2,38,30.25,49,30.63,5 562,3
03,江戸川,2025/11/26,7,13:35,6,4513,河野真也,36,福岡,52,A2,5.86,40.43,5.19,29.7,57,38.84,11,29.75,2 354,12
03,江戸川,2025/11/26,8,14:02,1,3652,森下　勇,52,群馬,57,B1,3.12,12.20,4.33,22.2,35,26.27,69,38.69,2 445,2
03,江戸川,2025/11/26,8,14:02,2,4311,岡村　仁,41,大阪,57,A1,6.67,48.21,6.72,50.0,46,28.81,71,33.61,3 134,3
03,江戸川,2025/11/26,8,14:02,3,4129,宇野博之,45,愛知,55,B1,3.92,16.67,4.06,22.9,27,35.29,65,27.08,442 52,4
03,江戸川,2025/11/26,8,14:02,4,4475,末永祐輝,38,山口,54,A1,6.03,40.52,6.20,38.7,21,37.72,58,42.62,222 13,
03,江戸川,2025/11/26,8,14:02,5,4936,戸敷晃美,29,福岡,46,A2,5.62,38.61,3.64,27.2,51,38.98,24,33.61,3 113,12
03,江戸川,2025/11/26,8,14:02,6,5389,恵良琴美,18,福岡,43,B2,1.44,2.27,0.00,0.0,15,34.19,38,31.06,665 64,
03,江戸川,2025/11/26,9,14:30,1,3303,渡辺　豊,58,東京,55,A2,4.43,22.02,6.27,44.7,11,28.81,15,27.27,362 44,
03,江戸川,2025/11/26,9,14:30,2,4604,岩瀬裕亮,37,愛知,52,A1,7.07,48.92,7.32,50.0,18,41.38,43,29.90,153 14,
