会場コード,会場,日付,レース,締切時刻,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,M番,M2率,B番,B2率,今節成績,早見
12,住之江,2025/06/28,1,15:19,1,5164,森田梨湖,25,福岡,49,B2,2.95,6.67,1.44,0.0,61,42.22,38,40.91,655 55,
12,住之江,2025/06/28,1,15:19,2,5140,吉田彩乃,24,静岡,48,B1,4.04,18.07,1.50,0.0,62,43.18,50,39.53,163 36,
12,住之江,2025/06/28,1,15:19,3,5281,井上遥妃,22,徳島,47,B1,5.85,40.00,3.24,0.0,17,36.96,87,42.22,5 355,6
12,住之江,2025/06/28,1,15:19,4,5335,森　陽多,20,長崎,47,B1,2.65,8.26,3.25,25.0,11,52.27,85,24.44,5 666,7
12,住之江,2025/06/28,1,15:19,5,5295,田上　凜,23,大阪,46,B1,2.71,7.23,1.66,0.0,70,26.53,76,13.89,3 43F,8
12,住之江,2025/06/28,1,15:19,6,5213,湯淺紀香,26,群馬,46,B1,5.36,36.70,3.82,11.7,26,50.00,73,39.47,4 141,5
12,住之江,2025/06/28,2,15:42,1,5230,石原凪紗,21,愛知,45,B1,3.57,16.22,1.05,0.0,66,36.36,72,30.00,3 534,12
12,住之江,2025/06/28,2,15:42,2,3289,高橋淳美,62,大阪,46,B2,4.33,23.53,5.10,35.2,76,10.64,67,33.33,324 32,
12,住之江,2025/06/28,2,15:42,3,4589,塩崎桐加,33,三重,51,A2,5.74,43.08,5.95,47.6,65,34.04,86,27.27,5 225,8
12,住之江,2025/06/28,2,15:42,4,4853,前原　哉,30,岡山,44,B1,4.58,26.42,5.21,41.6,38,39.13,52,31.71,5 432,9
12,住之江,2025/06/28,2,15:42,5,5357,田中瀬里,20,埼玉,55,B2,1.56,1.23,1.50,0.0,82,25.58,64,34.09,666 66,
12,住之江,2025/06/28,2,15:42,6,5189,藤原早菜,24,岡山,45,B1,4.77,26.00,5.20,28.0,20,35.56,54,29.79,2 2S3,10
12,住之江,2025/06/28,3,16:05,1,4984,森下愛梨,28,静岡,50,B1,5.31,28.69,4.75,12.5,75,16.67,77,28.57,3 255,9
12,住之江,2025/06/28,3,16:05,2,4373,若狭奈美,37,岡山,46,A2,6.55,48.25,5.45,32.2,69,41.03,24,29.55,326 3,10
12,住之江,2025/06/28,3,16:05,3,5079,大石真央,27,静岡,45,B1,4.50,22.52,5.50,38.8,54,28.89,60,32.61,264 4,7
12,住之江,2025/06/28,3,16:05,4,4781,西舘果里,38,東京,51,B1,4.79,24.68,2.27,0.0,63,34.69,31,34.78,325 25,
12,住之江,2025/06/28,3,16:05,5,5387,戸田海咲,19,山口,51,B2,1.20,0.00,0.00,0.0,50,41.46,16,28.89,666 66,
12,住之江,2025/06/28,3,16:05,6,5069,山崎小葉,24,群馬,44,A2,4.92,31.19,4.33,22.2,30,31.82,15,33.33,6 12F6,
12,住之江,2025/06/28,4,16:28,1,4443,津田裕絵,38,山口,49,A2,5.04,24.56,5.29,29.4,21,40.91,62,22.50,3 112,10
12,住之江,2025/06/28,4,16:28,2,4891,寺島美里,35,東京,46,A2,5.23,33.59,5.19,32.5,36,35.56,83,57.78,5 112,11
