会場コード,会場,日付,レース,締切時刻,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,M番,M2率,B番,B2率,今節成績,早見
18,徳山,2025/10/12,1,08:35,1,4015,前野竜一,45,山口,57,A2,5.53,32.22,6.35,43.7,66,38.04,33,30.81,,11
18,徳山,2025/10/12,1,08:35,2,3535,渡　修平,53,兵庫,52,B1,4.76,26.26,5.03,30.0,60,28.83,74,27.37,,6
18,徳山,2025/10/12,1,08:35,3,3820,樫葉次郎,53,徳島,62,B2,3.09,5.33,4.19,18.7,59,39.56,35,34.93,,
18,徳山,2025/10/12,1,08:35,4,3627,井上恵一,56,福岡,53,B1,5.69,40.50,5.30,29.6,72,21.59,71,30.99,,8
18,徳山,2025/10/12,1,08:35,5,4111,奥田　誠,45,広島,56,B1,4.63,27.45,5.33,31.2,62,18.46,40,31.79,,7
18,徳山,2025/10/12,1,08:35,6,5404,内田　壮,21,山口,54,B2,1.49,0.00,1.00,0.0,56,34.74,17,27.89,,10
18,徳山,2025/10/12,2,09:01,1,4288,永田啓二,41,福岡,53,A1,6.71,55.74,7.32,60.5,75,18.18,14,30.65,,11
18,徳山,2025/10/12,2,09:01,2,4216,星　栄爾,40,静岡,55,A2,5.39,35.82,4.92,26.9,70,32.97,23,30.95,,8
18,徳山,2025/10/12,2,09:01,3,4790,柳内敬太,36,兵庫,51,A2,5.70,37.96,5.76,36.3,17,30.59,47,30.52,,10
18,徳山,2025/10/12,2,09:01,4,4760,山崎　郡,35,大阪,52,A1,6.93,50.91,7.59,41.1,69,47.37,77,36.88,,9
18,徳山,2025/10/12,2,09:01,5,4323,山田佑樹,38,岡山,57,B1,4.79,29.13,4.76,28.5,24,22.22,19,35.89,,6
18,徳山,2025/10/12,2,09:01,6,4004,山本浩輔,47,長崎,53,B1,4.54,22.97,4.31,22.4,26,39.78,57,33.17,,7
18,徳山,2025/10/12,3,09:27,1,4220,深川和仁,43,香川,56,A2,5.47,40.00,6.00,40.0,14,38.20,67,32.54,,11
18,徳山,2025/10/12,3,09:27,2,3564,桑原　啓,55,福岡,53,B1,4.44,21.52,3.78,11.1,25,29.49,25,36.97,,9
18,徳山,2025/10/12,3,09:27,3,4075,中野次郎,44,東京,56,A1,6.46,45.76,6.22,22.2,58,30.28,64,27.55,,12
18,徳山,2025/10/12,3,09:27,4,4898,菊地敬介,33,埼玉,58,B1,4.39,22.73,5.00,25.0,35,38.30,45,42.31,,8
18,徳山,2025/10/12,3,09:27,5,4952,吉武真也,31,福岡,54,B1,4.11,18.52,4.11,11.1,74,56.25,24,30.50,,
18,徳山,2025/10/12,3,09:27,6,3737,上平真二,51,広島,52,A1,6.96,57.32,8.04,62.5,21,15.38,61,30.96,,10
18,徳山,2025/10/12,4,09:53,1,4643,近江翔吾,32,香川,53,A1,6.89,53.72,6.65,48.6,67,21.35,21,35.41,,12
18,徳山,2025/10/12,4,09:53,2,3684,清水攻二,51,山口,52,A2,5.69,36.61,6.01,39.8,16,26.14,55,26.53,,8
18,徳山,2025/10/12,4,09:53,3,3742,宮地秀祈,51,福岡,52,B1,4.49,19.44,4.03,16.6,12,38.46,59,29.29,,10
18,徳山,2025/10/12,4,09:53,4,4054,福嶋智之,47,岡山,53,B1,4.29,24.05,4.85,33.3,34,38.71,22,26.67,,11
18,徳山,2025/10/12,4,09:53,5,5070,中島　航,31,東京,52,B1,4.64,22.34,0.00,0.0,33,29.79,72,34.47,,
18,徳山,2025/10/12,4,09:53,6,4103,山崎善庸,46,埼玉,54,B1,4.13,14.14,4.16,16.0,29,44.66,30,27.23,,
18,徳山,2025/10/12,5,10:20,1,4116,川田正人,44,徳島,51,A2,5.03,31.62,5.55,40.8,57,40.40,31,32.70,,10
18,徳山,2025/10/12,5,10:20,2,4253,西川真人,42,滋賀,57,B1,4.08,18.10,1.67,0.0,32,31.31,18,36.19,,11
18,徳山,2025/10/12,5,10:20,3,3942,寺田　祥,47,山口,53,A1,6.89,48.98,7.35,49.3,73,44.44,60,24.87,,12
18,徳山,2025/10/12,5,10:20,4,5073,上原健次,30,福岡,55,B1,5.63,36.08,3.89,33.3,61,36.26,73,37.26,,
18,徳山,2025/10/12,5,10:20,5,3562,山下和彦,56,広島,53,A2,6.17,44.36,4.84,29.7,19,41.05,50,31.00,,9
18,徳山,2025/10/12,5,10:20,6,5392,安武一也,25,福岡,52,B2,1.27,0.00,0.00,0.0,64,29.27,56,33.98,,
18,徳山,2025/10/12,6,10:51,1,4323,山田佑樹,38,岡山,57,B1,4.79,29.13,4.76,28.5,24,22.22,19,35.89,,2
18,徳山,2025/10/12,6,10:51,2,4121,富永修一,43,福岡,52,A2,6.21,39.64,4.58,26.9,63,49.45,65,27.00,,12
18,徳山,2025/10/12,6,10:51,3,4561,藤山翔大,34,大阪,54,A1,5.83,42.74,5.46,39.2,28,42.39,54,32.21,,
18,徳山,2025/10/12,6,10:51,4,5147,田中勇輔,31,埼玉,50,B1,3.28,9.30,6.20,40.0,30,35.56,44,41.63,,
18,徳山,2025/10/12,6,10:51,5,4424,松尾昂明,40,福岡,51,A2,5.78,39.71,5.35,40.0,18,27.08,53,32.21,,
18,徳山,2025/10/12,6,10:51,6,3535,渡　修平,53,兵庫,52,B1,4.76,26.26,5.03,30.0,60,28.83,74,27.37,,1
18,徳山,2025/10/12,7,11:22,1,4111,奥田　誠,45,広島,56,B1,4.63,27.45,5.33,31.2,62,18.46,40,31.79,,1
18,徳山,2025/10/12,7,11:22,2,4004,山本浩輔,47,長崎,53,B1,4.54,22.97,4.31,22.4,26,39.78,57,33.17,,2
18,徳山,2025/10/12,7,11:22,3,3574,大神康司,53,福岡,52,A2,5.87,46.74,5.52,40.7,11,22.73,58,32.71,,
18,徳山,2025/10/12,7,11:22,4,4002,古結　宏,47,兵庫,53,A1,6.83,50.48,0.00,0.0,65,32.35,16,33.00,,
18,徳山,2025/10/12,7,11:22,5,5400,高村　諒,23,滋賀,54,B2,1.10,0.00,0.00,0.0,22,29.27,70,37.02,,
18,徳山,2025/10/12,7,11:22,6,4051,清水敦揮,44,岡山,55,A1,6.73,48.65,6.40,51.1,20,17.98,76,31.03,,12
