会場コード,会場,日付,レース,締切時刻,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,M番,M2率,B番,B2率,今節成績,早見
15,丸亀,2026/01/04,1,15:17,1,4331,三好勇人,42,香川,54,B1,5.81,37.89,5.93,38.0,12,49.30,11,40.00,444 53,8
15,丸亀,2026/01/04,1,15:17,2,3910,松下知幸,52,香川,53,B1,4.13,21.00,4.34,20.4,17,32.86,62,38.26,355 56,6
15,丸亀,2026/01/04,1,15:17,3,4010,越智照浩,46,香川,57,B2,3.47,9.33,4.14,16.3,66,25.00,59,36.11,346 55,
15,丸亀,2026/01/04,1,15:17,4,4821,妻鳥晋也,34,香川,56,B1,5.16,32.73,5.14,31.3,21,31.51,66,27.62,365 25,7
15,丸亀,2026/01/04,1,15:17,5,4823,中村桃佳,32,香川,43,B1,6.25,41.05,6.22,49.3,52,38.67,32,30.56,2 1561,11
15,丸亀,2026/01/04,1,15:17,6,3568,木村光宏,54,香川,56,B1,5.15,36.78,5.19,29.4,59,34.09,47,37.72,1 322,10
15,丸亀,2026/01/04,2,15:42,1,3401,上田隆章,58,香川,53,B1,4.54,25.29,4.65,28.4,29,35.71,25,27.88,422 43,7
15,丸亀,2026/01/04,2,15:42,2,3660,長谷川親,56,香川,59,B1,3.16,7.41,4.52,20.8,9,41.89,51,29.25,536 36,8
15,丸亀,2026/01/04,2,15:42,3,4154,森安弘雅,45,香川,52,A2,4.99,28.33,5.08,31.6,27,38.46,37,25.96,656 64,
15,丸亀,2026/01/04,2,15:42,4,4313,西村美智,41,香川,49,B2,6.44,44.44,6.00,39.1,40,39.74,53,45.79,131 15,9
15,丸亀,2026/01/04,2,15:42,5,3701,大西隆洋,52,香川,57,B1,3.80,13.48,3.94,21.8,36,38.27,14,32.11,146 26,
15,丸亀,2026/01/04,2,15:42,6,3837,秋山広一,50,香川,53,A2,5.87,40.00,6.19,42.5,8,34.25,20,30.84,22523,
15,丸亀,2026/01/04,3,16:05,1,4020,川上清人,45,香川,65,B1,3.55,13.19,4.12,19.7,25,38.75,48,22.86,5 126,10
15,丸亀,2026/01/04,3,16:05,2,5257,西丸侑太,21,香川,53,A2,6.75,52.63,4.86,25.7,55,30.67,41,27.62,513 44,9
15,丸亀,2026/01/04,3,16:05,3,5043,中村日向,27,香川,52,A1,6.32,44.12,6.65,50.7,11,28.21,10,30.17,3 2562,10
15,丸亀,2026/01/04,3,16:05,4,5265,大廣咲季,26,香川,46,B1,3.29,15.56,2.63,7.5,61,37.14,21,30.77,6 465,
15,丸亀,2026/01/04,3,16:05,5,5352,西岡蒼志,21,香川,56,B1,4.39,16.83,2.77,7.6,46,46.67,26,33.70,S 454,
15,丸亀,2026/01/04,3,16:05,6,5037,田頭虎親,27,香川,52,B1,4.82,31.03,5.96,44.0,51,26.83,63,33.64,313 45,12
15,丸亀,2026/01/04,4,16:35,1,5298,水谷理人,23,香川,51,B1,6.73,48.06,4.10,22.3,22,28.40,34,41.07,6 3136,
15,丸亀,2026/01/04,4,16:35,2,5241,門田　栞,25,香川,47,B1,4.23,26.03,3.77,20.0,43,25.35,56,45.37,1 232,11
15,丸亀,2026/01/04,4,16:35,3,4643,近江翔吾,32,香川,52,A1,6.36,47.37,6.76,51.3,53,33.75,40,41.59,4511S,9
15,丸亀,2026/01/04,4,16:35,4,5339,石井伸長,25,香川,51,B1,4.66,26.37,4.40,22.4,34,56.94,9,39.29,5 334,
15,丸亀,2026/01/04,4,16:35,5,3578,塩田雄一,53,香川,50,B1,4.02,20.45,4.21,19.8,28,30.99,13,26.17,224 55,12
15,丸亀,2026/01/04,4,16:35,6,4776,竹田和哉,32,香川,52,A1,6.86,48.55,6.52,46.1,32,38.67,2,42.72,4 2431,9
15,丸亀,2026/01/04,5,17:06,1,4931,木谷賢太,30,香川,54,A2,6.60,48.09,6.47,48.6,65,24.00,18,31.00,3 5323,9
15,丸亀,2026/01/04,5,17:06,2,5173,谷口佳蓮,24,香川,47,B1,4.69,30.68,4.46,28.6,14,35.62,7,25.00,6 365,
15,丸亀,2026/01/04,5,17:06,3,4348,宮崎　奨,40,香川,55,A2,5.83,38.58,5.91,38.2,58,38.03,57,13.86,1 4513,11
15,丸亀,2026/01/04,5,17:06,4,4583,古田祐貴,36,香川,52,A2,5.88,35.97,6.22,44.6,7,48.00,64,31.37,512413,9
15,丸亀,2026/01/04,5,17:06,5,5299,西丸敦基,23,香川,53,B1,4.40,24.18,3.62,15.0,4,30.56,54,32.71,132 41,10
15,丸亀,2026/01/04,5,17:06,6,5437,中澤里桜,20,香川,50,B2,1.31,0.00,0.86,0.0,39,45.21,15,30.19,666 6,
15,丸亀,2026/01/04,6,17:33,1,3710,吉永泰弘,51,香川,53,B1,4.59,24.56,4.56,20.5,3,48.00,35,37.84,2 4613,12
