日付,会場,レース番号,枠番,選手名,級別,モーター2連率,進入コース,印,オリジナル1着率,イン逃げ2着率,3着指数,3連対率,平均ST,展示タイム,展示偏差値,FLY数,FLY影響,出遅れ数,データ不足,決まり手傾向,今節成績,会場別信頼度,イン逃げ評価,相性評価,機力評価,S安定評価,展開評価,相性生スコア,安定性生スコア,展開生スコア,逃げ合成スコア,レースランク,レーススコア,見送り推奨,戦略,会場1C勝率,ヒモ荒れ,両立て判定,飛びタイプ,飛びスコア,3択verdict,脅威合計,1号艇脆弱性,最大脅威艇
2026-03-28,常滑,1,1,森永　淳,A1,40.00,1,逃◎,77.0168,,0,89.6,0.1444,,,0,低,57,0,逃1%,nan,0,◎,,B,◎,,,0.7045,,0.6449,S,84,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '点数絞り', 'max_combo_prob': 0.1784, 'est_top_odds': 7.5, 'circle_concentration': 75.5, 'eligible_count': 6, 'bet_adj': 0, 'reason': 'rel_win1=77.0%（本命度） / 最有力組み合わせ確率: 0.178（推定実オッズ?8倍） / 2着集中度: 上位2艇 75.5%（補正+0.04） / 総合判定確率: 0.218 / → ヒモはやや固め。上位2艇以外を切ること', 'tenji_trigger': '展示確認: 1号艇伸び良→そのまま採用。悪→飛び組に差し替え。circle_pct上位2艇に絞り込むこと。'}",,,23.9,逃げ狙い,8.21,25.5,4
2026-03-28,常滑,1,2,後藤孝義,B2,34.15,2,,3.8807,15.5,100,38.3,0.1757,,,0,低,104,0,-,nan,0,,,C,△,,0.1108,0.5745,,0.6449,S,84,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '点数絞り', 'max_combo_prob': 0.1784, 'est_top_odds': 7.5, 'circle_concentration': 75.5, 'eligible_count': 6, 'bet_adj': 0, 'reason': 'rel_win1=77.0%（本命度） / 最有力組み合わせ確率: 0.178（推定実オッズ?8倍） / 2着集中度: 上位2艇 75.5%（補正+0.04） / 総合判定確率: 0.218 / → ヒモはやや固め。上位2艇以外を切ること', 'tenji_trigger': '展示確認: 1号艇伸び良→そのまま採用。悪→飛び組に差し替え。circle_pct上位2艇に絞り込むこと。'}",,,23.9,逃げ狙い,8.21,25.5,4
2026-03-28,常滑,1,3,佐口達也,B1,38.55,3,◎,5.4622,60,81,48.4,0.1435,,,0,低,132,0,差ま0%,nan,0,,,C,,,0.324,0.54,,0.6449,S,84,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '点数絞り', 'max_combo_prob': 0.1784, 'est_top_odds': 7.5, 'circle_concentration': 75.5, 'eligible_count': 6, 'bet_adj': 0, 'reason': 'rel_win1=77.0%（本命度） / 最有力組み合わせ確率: 0.178（推定実オッズ?8倍） / 2着集中度: 上位2艇 75.5%（補正+0.04） / 総合判定確率: 0.218 / → ヒモはやや固め。上位2艇以外を切ること', 'tenji_trigger': '展示確認: 1号艇伸び良→そのまま採用。悪→飛び組に差し替え。circle_pct上位2艇に絞り込むこと。'}",,,23.9,逃げ狙い,8.21,25.5,4
2026-03-28,常滑,1,4,赤池修平,B1,27.71,4,▲,9.437,8.5,36,28.3,0.1411,,,0,低,132,0,ま0%,nan,0,,,E,△,,0.3528,0.6225,,0.6449,S,84,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '点数絞り', 'max_combo_prob': 0.1784, 'est_top_odds': 7.5, 'circle_concentration': 75.5, 'eligible_count': 6, 'bet_adj': 0, 'reason': 'rel_win1=77.0%（本命度） / 最有力組み合わせ確率: 0.178（推定実オッズ?8倍） / 2着集中度: 上位2艇 75.5%（補正+0.04） / 総合判定確率: 0.218 / → ヒモはやや固め。上位2艇以外を切ること', 'tenji_trigger': '展示確認: 1号艇伸び良→そのまま採用。悪→飛び組に差し替え。circle_pct上位2艇に絞り込むこと。'}",,,23.9,逃げ狙い,8.21,25.5,4
2026-03-28,常滑,1,5,栗山繁洋,B1,31.52,5,△,3.0931,13.9,73,28.2,0.1695,,,0,低,174,0,差0%,nan,0,,,D,○,,0.2306,0.624,,0.6449,S,84,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '点数絞り', 'max_combo_prob': 0.1784, 'est_top_odds': 7.5, 'circle_concentration': 75.5, 'eligible_count': 6, 'bet_adj': 0, 'reason': 'rel_win1=77.0%（本命度） / 最有力組み合わせ確率: 0.178（推定実オッズ?8倍） / 2着集中度: 上位2艇 75.5%（補正+0.04） / 総合判定確率: 0.218 / → ヒモはやや固め。上位2艇以外を切ること', 'tenji_trigger': '展示確認: 1号艇伸び良→そのまま採用。悪→飛び組に差し替え。circle_pct上位2艇に絞り込むこと。'}",,,23.9,逃げ狙い,8.21,25.5,4
2026-03-28,常滑,1,6,笠野友紀,B1,43.90,6,○,1.1102,2.1,50,16.7,0.195,,,0,低,151,0,-,nan,0,,,B,,,0.1865,0.5485,,0.6449,S,84,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '点数絞り', 'max_combo_prob': 0.1784, 'est_top_odds': 7.5, 'circle_concentration': 75.5, 'eligible_count': 6, 'bet_adj': 0, 'reason': 'rel_win1=77.0%（本命度） / 最有力組み合わせ確率: 0.178（推定実オッズ?8倍） / 2着集中度: 上位2艇 75.5%（補正+0.04） / 総合判定確率: 0.218 / → ヒモはやや固め。上位2艇以外を切ること', 'tenji_trigger': '展示確認: 1号艇伸び良→そのまま採用。悪→飛び組に差し替え。circle_pct上位2艇に絞り込むこと。'}",,,23.9,逃げ狙い,8.21,25.5,4
2026-03-28,常滑,2,1,岩崎正哉,B1,39.56,1,逃◎,58.1525,,0,94.8,0.166,,,0,低,199,0,逃1%,nan,0,○,,C,△,,,0.621,,0.4354,S,94,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0925, 'est_top_odds': 14.4, 'circle_concentration': 68.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=58.2%（本命度） / 最有力組み合わせ確率: 0.093（推定実オッズ?14倍） / 2着集中度: 上位2艇 68.5%（補正+0.00） / 総合判定確率: 0.093 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。'}",,,26.8,逃げ狙い,13.54,29.3,4
2026-03-28,常滑,2,2,金子猛志,A2,20.69,2,△,10.8788,21.7,77,52.1,0.1639,,,0,低,108,0,差0%,nan,0,,△,E,◎,,0.375,0.647,,0.4354,S,94,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0925, 'est_top_odds': 14.4, 'circle_concentration': 68.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=58.2%（本命度） / 最有力組み合わせ確率: 0.093（推定実オッズ?14倍） / 2着集中度: 上位2艇 68.5%（補正+0.00） / 総合判定確率: 0.093 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。'}",,,26.8,逃げ狙い,13.54,29.3,4
2026-03-28,常滑,2,3,松江秀徳,B1,27.38,3,○,11.076,32.8,100,63.8,0.1584,,,0,低,115,0,差ま0%,nan,0,,○,D,○,,0.3794,0.626,,0.4354,S,94,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0925, 'est_top_odds': 14.4, 'circle_concentration': 68.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=58.2%（本命度） / 最有力組み合わせ確率: 0.093（推定実オッズ?14倍） / 2着集中度: 上位2艇 68.5%（補正+0.00） / 総合判定確率: 0.093 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。'}",,,26.8,逃げ狙い,13.54,29.3,4
2026-03-28,常滑,2,4,濱野斗馬,A2,41.76,4,◎,12.1828,35.6,86,66.7,0.1343,,,0,低,63,0,ま0% 差ま0%,nan,0,,◎,B,△,◎,0.4758,0.6255,0.4921,0.4354,S,94,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0925, 'est_top_odds': 14.4, 'circle_concentration': 68.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=58.2%（本命度） / 最有力組み合わせ確率: 0.093（推定実オッズ?14倍） / 2着集中度: 上位2艇 68.5%（補正+0.00） / 総合判定確率: 0.093 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。'}",,,26.8,逃げ狙い,13.54,29.3,4
2026-03-28,常滑,2,5,津田裕絵,A2,35.00,5,,6.6782,9.4,36,40.8,0.2173,,,0,低,170,0,差ま0% 抜0%,nan,0,,,C,,,0.1835,0.5875,,0.4354,S,94,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0925, 'est_top_odds': 14.4, 'circle_concentration': 68.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=58.2%（本命度） / 最有力組み合わせ確率: 0.093（推定実オッズ?14倍） / 2着集中度: 上位2艇 68.5%（補正+0.00） / 総合判定確率: 0.093 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。'}",,,26.8,逃げ狙い,13.54,29.3,4
2026-03-28,常滑,2,6,鈴木結平,B2,57.14,6,▲,1.0317,0.4,11,2.4,0.228,,,0,低,78,0,-,nan,0,,,A,,,0.1829,0.434,,0.4354,S,94,0,◎1着固定 2-3着流し（5〜8点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0925, 'est_top_odds': 14.4, 'circle_concentration': 68.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=58.2%（本命度） / 最有力組み合わせ確率: 0.093（推定実オッズ?14倍） / 2着集中度: 上位2艇 68.5%（補正+0.00） / 総合判定確率: 0.093 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。'}",,,26.8,逃げ狙い,13.54,29.3,4
2026-03-28,常滑,3,1,伊藤　栞,B1,33.71,1,逃×,47.4619,,0,12.5,0.2313,,,0,低,77,0,-,nan,0,,,D,,,,0.514,,-0.0589,D,11,1,大荒れ。見送り推奨,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0782, 'est_top_odds': 17.0, 'circle_concentration': 72.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=47.5%（本命度） / 最有力組み合わせ確率: 0.078（推定実オッズ?17倍） / 2着集中度: 上位2艇 72.5%（補正+0.04） / 総合判定確率: 0.118 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.231秒)確認→ヒモが荒れやすい'}",,,39,両建て推奨,19.56,44.8,2
2026-03-28,常滑,3,2,外崎　悟,A2,37.04,2,◎,18.3917,43.5,100,55.6,0.1589,,,0,低,89,0,差0% 抜0%,nan,0,,◎,C,○,,0.6025,0.643,,-0.0589,D,11,1,大荒れ。見送り推奨,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0782, 'est_top_odds': 17.0, 'circle_concentration': 72.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=47.5%（本命度） / 最有力組み合わせ確率: 0.078（推定実オッズ?17倍） / 2着集中度: 上位2艇 72.5%（補正+0.04） / 総合判定確率: 0.118 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.231秒)確認→ヒモが荒れやすい'}",,,39,両建て推奨,19.56,44.8,2
2026-03-28,常滑,3,3,川崎誠志,B1,30.77,3,,11.046,28.9,74,44.6,0.1834,,,0,低,225,0,差ま1%,nan,0,,△,E,△,,0.4633,0.5855,,-0.0589,D,11,1,大荒れ。見送り推奨,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0782, 'est_top_odds': 17.0, 'circle_concentration': 72.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=47.5%（本命度） / 最有力組み合わせ確率: 0.078（推定実オッズ?17倍） / 2着集中度: 上位2艇 72.5%（補正+0.04） / 総合判定確率: 0.118 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.231秒)確認→ヒモが荒れやすい'}",,,39,両建て推奨,19.56,44.8,2
2026-03-28,常滑,3,4,山道諄也,B2,43.16,4,▲,12.9555,18.8,37,16.7,0.2092,,,0,低,104,0,差ま0%,nan,0,,,B,,,0.3798,0.437,,-0.0589,D,11,1,大荒れ。見送り推奨,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0782, 'est_top_odds': 17.0, 'circle_concentration': 72.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=47.5%（本命度） / 最有力組み合わせ確率: 0.078（推定実オッズ?17倍） / 2着集中度: 上位2艇 72.5%（補正+0.04） / 総合判定確率: 0.118 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.231秒)確認→ヒモが荒れやすい'}",,,39,両建て推奨,19.56,44.8,2
2026-03-28,常滑,3,5,古澤光紀,A1,34.44,5,○,6.6861,7.4,45,31.4,0.1522,,,0,低,71,0,抜0%,nan,0,,○,C,◎,,0.4873,0.6485,,-0.0589,D,11,1,大荒れ。見送り推奨,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0782, 'est_top_odds': 17.0, 'circle_concentration': 72.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=47.5%（本命度） / 最有力組み合わせ確率: 0.078（推定実オッズ?17倍） / 2着集中度: 上位2艇 72.5%（補正+0.04） / 総合判定確率: 0.118 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.231秒)確認→ヒモが荒れやすい'}",,,39,両建て推奨,19.56,44.8,2
2026-03-28,常滑,3,6,湯淺紀香,A2,39.76,6,△,3.4588,1.3,95,28.9,0.1958,,,0,低,120,0,差0%,nan,0,,,B,△,,0.4029,0.5955,,-0.0589,D,11,1,大荒れ。見送り推奨,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0782, 'est_top_odds': 17.0, 'circle_concentration': 72.5, 'eligible_count': 6, 'bet_adj': 2, 'reason': 'rel_win1=47.5%（本命度） / 最有力組み合わせ確率: 0.078（推定実オッズ?17倍） / 2着集中度: 上位2艇 72.5%（補正+0.04） / 総合判定確率: 0.118 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.231秒)確認→ヒモが荒れやすい'}",,,39,両建て推奨,19.56,44.8,2
2026-03-28,常滑,4,1,渡辺　豊,B1,41.86,1,逃△,55.2992,,0,79.1,0.1847,,,0,低,222,0,逃0%,nan,0,△,,A,△,,,0.578,,0.2328,A,67,0,◎-○軸 3着3〜4艇流し（10〜15点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0791, 'est_top_odds': 16.9, 'circle_concentration': 82.9, 'eligible_count': 8, 'bet_adj': 2, 'reason': 'rel_win1=55.3%（本命度） / 最有力組み合わせ確率: 0.079（推定実オッズ?17倍） / 2着集中度: 上位2艇 82.9%（補正+0.04） / 総合判定確率: 0.119 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.185秒)確認→ヒモが荒れやすい'}",,,36.1,逃げ狙い,18.14,37.7,3
2026-03-28,常滑,4,2,松尾　祭,A2,10.81,2,○,13.818,41.9,93,73.9,0.1617,,,0,低,155,0,差0% ま0%,nan,0,,◎,E,○,,0.5994,0.617,,0.2328,A,67,0,◎-○軸 3着3〜4艇流し（10〜15点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0791, 'est_top_odds': 16.9, 'circle_concentration': 82.9, 'eligible_count': 8, 'bet_adj': 2, 'reason': 'rel_win1=55.3%（本命度） / 最有力組み合わせ確率: 0.079（推定実オッズ?17倍） / 2着集中度: 上位2艇 82.9%（補正+0.04） / 総合判定確率: 0.119 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.185秒)確認→ヒモが荒れやすい'}",,,36.1,逃げ狙い,18.14,37.7,3
2026-03-28,常滑,4,3,河野　大,A2,36.90,3,◎,17.7378,41,76,70.4,0.1448,,,0,低,106,0,差0% ま0% 差ま0%,nan,0,,○,B,◎,,0.5258,0.6335,,0.2328,A,67,0,◎-○軸 3着3〜4艇流し（10〜15点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0791, 'est_top_odds': 16.9, 'circle_concentration': 82.9, 'eligible_count': 8, 'bet_adj': 2, 'reason': 'rel_win1=55.3%（本命度） / 最有力組み合わせ確率: 0.079（推定実オッズ?17倍） / 2着集中度: 上位2艇 82.9%（補正+0.04） / 総合判定確率: 0.119 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.185秒)確認→ヒモが荒れやすい'}",,,36.1,逃げ狙い,18.14,37.7,3
2026-03-28,常滑,4,4,山口修路,B1,23.94,4,,5.601,9.3,67,30.9,0.2303,,,0,低,180,0,-,nan,0,,,D,,,0.1574,0.526,,0.2328,A,67,0,◎-○軸 3着3〜4艇流し（10〜15点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0791, 'est_top_odds': 16.9, 'circle_concentration': 82.9, 'eligible_count': 8, 'bet_adj': 2, 'reason': 'rel_win1=55.3%（本命度） / 最有力組み合わせ確率: 0.079（推定実オッズ?17倍） / 2着集中度: 上位2艇 82.9%（補正+0.04） / 総合判定確率: 0.119 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.185秒)確認→ヒモが荒れやすい'}",,,36.1,逃げ狙い,18.14,37.7,3
2026-03-28,常滑,4,5,小林愛実,B1,36.36,5,△,2.6967,1.7,100,33.9,0.1768,,,0,低,130,0,-,nan,0,,,C,,,0.3591,0.5565,,0.2328,A,67,0,◎-○軸 3着3〜4艇流し（10〜15点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0791, 'est_top_odds': 16.9, 'circle_concentration': 82.9, 'eligible_count': 8, 'bet_adj': 2, 'reason': 'rel_win1=55.3%（本命度） / 最有力組み合わせ確率: 0.079（推定実オッズ?17倍） / 2着集中度: 上位2艇 82.9%（補正+0.04） / 総合判定確率: 0.119 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.185秒)確認→ヒモが荒れやすい'}",,,36.1,逃げ狙い,18.14,37.7,3
2026-03-28,常滑,4,6,市橋卓士,A1,29.49,6,▲,4.8473,6.1,50,41.4,0.1491,,,0,低,96,0,差ま0%,nan,0,,△,D,△,,0.4169,0.6165,,0.2328,A,67,0,◎-○軸 3着3〜4艇流し（10〜15点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0791, 'est_top_odds': 16.9, 'circle_concentration': 82.9, 'eligible_count': 8, 'bet_adj': 2, 'reason': 'rel_win1=55.3%（本命度） / 最有力組み合わせ確率: 0.079（推定実オッズ?17倍） / 2着集中度: 上位2艇 82.9%（補正+0.04） / 総合判定確率: 0.119 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.185秒)確認→ヒモが荒れやすい'}",,,36.1,逃げ狙い,18.14,37.7,3
2026-03-28,常滑,5,1,永田　楽,B1,36.25,1,逃×,55.0955,,0,60,0.257,,,0,低,148,0,逃0%,nan,0,,,B,,,,0.53,,0.097,B,59,0,◎○△フォーメーション（15〜20点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0922, 'est_top_odds': 14.5, 'circle_concentration': 66.1, 'eligible_count': 9, 'bet_adj': 2, 'reason': 'rel_win1=55.1%（本命度） / 最有力組み合わせ確率: 0.092（推定実オッズ?14倍） / 2着集中度: 上位2艇 66.1%（補正+0.00） / 総合判定確率: 0.092 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.257秒)確認→ヒモが荒れやすい'}",,,34.9,両建て推奨,16.5,35.5,2
2026-03-28,常滑,5,2,川原祐明,A1,20.51,2,△,18.4508,38.7,94,69.7,0.1523,,,0,低,137,0,差0% ま0%,nan,0,,◎,E,△,,0.6896,0.6175,,0.097,B,59,0,◎○△フォーメーション（15〜20点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0922, 'est_top_odds': 14.5, 'circle_concentration': 66.1, 'eligible_count': 9, 'bet_adj': 2, 'reason': 'rel_win1=55.1%（本命度） / 最有力組み合わせ確率: 0.092（推定実オッズ?14倍） / 2着集中度: 上位2艇 66.1%（補正+0.00） / 総合判定確率: 0.092 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.257秒)確認→ヒモが荒れやすい'}",,,34.9,両建て推奨,16.5,35.5,2
2026-03-28,常滑,5,3,大町利克,B1,26.74,3,▲,10.6578,27.5,49,43.3,0.1755,,,0,低,182,0,-,nan,0,,,D,△,,0.5599,0.5545,,0.097,B,59,0,◎○△フォーメーション（15〜20点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0922, 'est_top_odds': 14.5, 'circle_concentration': 66.1, 'eligible_count': 9, 'bet_adj': 2, 'reason': 'rel_win1=55.1%（本命度） / 最有力組み合わせ確率: 0.092（推定実オッズ?14倍） / 2着集中度: 上位2艇 66.1%（補正+0.00） / 総合判定確率: 0.092 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.257秒)確認→ヒモが荒れやすい'}",,,34.9,両建て推奨,16.5,35.5,2
2026-03-28,常滑,5,4,鋤柄貴俊,B1,32.50,4,◎,9.6548,24.9,100,54.4,0.1471,,,0,低,113,0,ま0% 差ま0%,nan,0,,△,C,○,◎,0.5688,0.628,0.4289,0.097,B,59,0,◎○△フォーメーション（15〜20点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0922, 'est_top_odds': 14.5, 'circle_concentration': 66.1, 'eligible_count': 9, 'bet_adj': 2, 'reason': 'rel_win1=55.1%（本命度） / 最有力組み合わせ確率: 0.092（推定実オッズ?14倍） / 2着集中度: 上位2艇 66.1%（補正+0.00） / 総合判定確率: 0.092 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.257秒)確認→ヒモが荒れやすい'}",,,34.9,両建て推奨,16.5,35.5,2
2026-03-28,常滑,5,5,武重雄介,A2,38.10,5,○,4.9581,8.5,75,33.3,0.1819,,,0,低,116,0,-,nan,0,,○,B,◎,,0.5931,0.636,,0.097,B,59,0,◎○△フォーメーション（15〜20点）,0.5935,"{'is_target': True, 'verdict': '参加推奨', 'max_combo_prob': 0.0922, 'est_top_odds': 14.5, 'circle_concentration': 66.1, 'eligible_count': 9, 'bet_adj': 2, 'reason': 'rel_win1=55.1%（本命度） / 最有力組み合わせ確率: 0.092（推定実オッズ?14倍） / 2着集中度: 上位2艇 66.1%（補正+0.00） / 総合判定確率: 0.092 / → ヒモ分散。1号艇1着固定で広めのヒモ流し推奨（買い目+2点）', 'tenji_trigger': '展示確認: ヒモ分散レース。1号艇伸び確認後、広めのヒモ流しを採用。穴ヒモ（5・6号艇）を積極的に含める。\n展示で1号艇スタート遅め(0.257秒)確認→ヒモが荒れやすい'}",,,34.9,両建て推奨,16.5,35.5,2
