日付,会場,レース番号,戦略,レースランク,レーススコア,見送り推奨,3択verdict,シナリオ種別,展開パターン,脅威合計,1号艇脆弱性,最大脅威艇,買い目ソース,生成点数,買い目リスト,実結果,的中,的中買い目,払戻金,投資額,回収額,収支,結果データあり
2026-04-11,福岡,1,◎1着固定 2-3着流し（5〜8点）,S,80,0,逃げ狙い,逃げ軸流し,A,18.69,29.9,3,実買い目_全,10,1-3-4|1-3-5|1-2-4|1-4-3|1-2-3|1-4-5|1-2-5|3-1-4|3-1-5|3-1-2,3-1-2,True,3-1-2,2060,1000,2060,1060,True
2026-04-06,福岡,12,◎1着固定 2-3着流し（5〜8点）,S,84,0,逃げ狙い,逃げ軸流し,A,23.39,26.3,2,実買い目_全,9,1-3-4|1-3-2|1-2-3|1-2-4|1-4-3|1-4-2|3-1-2|3-1-4|3-1-5,1-3-6,False,,3850,900,0,-900,True
2025-06-03,大村,10,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,15.55,23.0,5,実買い目_全,10,1-4-5|1-3-5|1-3-4|1-2-5|1-2-4|1-4-2|1-3-2|5-1-4|5-1-2|5-1-3,1-4-3,False,,1020,1000,0,-1000,True
2025-06-03,大村,9,◎1着固定 2-3着流し（5〜8点）,S,89,0,逃げ狙い,逃げ軸流し,A,12.76,28.7,3,実買い目_全,9,1-3-4|1-3-2|1-2-3|1-4-3|1-2-4|1-4-2|4-1-3|4-1-2|4-1-5,1-2-3,True,1-2-3,900,900,900,0,True
2025-06-03,大村,8,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,20.83,28.2,4,実買い目_全,9,1-2-5|1-2-3|1-3-2|1-3-5|1-5-2|1-5-3|3-1-2|3-1-5|3-1-4,1-2-3,True,1-2-3,790,900,790,-110,True
2025-06-24,江戸川,11,◎○△フォーメーション（15〜20点）,B,59,0,両建て推奨,逃げ軸流し,A,16.38,28.7,3,実買い目_全,9,1-2-3|1-3-2|1-2-4|1-3-4|1-4-3|1-4-2|3-1-2|3-1-5|3-1-4,1-4-2,True,1-4-2,2990,900,2990,2090,True
2025-06-22,江戸川,12,◎-○軸 3着3〜4艇流し（10〜15点）,A,61,0,両建て推奨,逃げ軸流し,A,16.71,27.3,2,実買い目_全,9,1-3-5|1-2-5|1-3-2|1-2-3|1-5-3|1-5-2|2-1-5|2-1-4|2-1-3,不明,,,0,900,0,-900,False
2025-06-22,江戸川,11,◎○△フォーメーション（15〜20点）,B,54,0,両建て推奨,主役軸流し,B,16.92,28.9,4,実買い目_全,12,4-5-1|4-1-6|4-6-1|4-1-5|4-1-2|4-5-6|4-5-2|4-1-3|1-2-4|1-3-4|1-2-5|1-2-3,不明,,,0,1200,0,-1200,False
2026-03-23,鳴門,9,◎○△フォーメーション（15〜20点）,B,48,0,両建て推奨,荒れ広め,D,12.74,39.0,2,実買い目_全,12,5-6-1|5-1-6|6-1-3|6-1-4|2-1-3|2-1-4|6-4-1|1-2-6|1-3-2|1-2-4|1-3-6|1-3-4,2-5-3,False,,24800,1200,0,-1200,True
2025-06-01,びわこ,12,◎○△フォーメーション（15〜20点）,B,59,0,両建て推奨,主役軸流し,B,30.92,25.7,4,実買い目_全,12,3-4-5|3-5-4|3-4-6|3-4-1|3-5-6|3-1-4|3-5-1|1-3-4|1-3-5|1-4-5|1-2-4|1-4-3,3-1-5,False,,4480,1200,0,-1200,True
2025-06-01,びわこ,11,◎-○軸 3着3〜4艇流し（10〜15点）,A,70,0,逃げ狙い,逃げ軸流し,A,17.65,27.9,4,実買い目_全,10,1-2-4|1-3-4|1-2-5|1-3-5|1-3-2|1-4-5|1-4-2|2-1-4|2-1-3|2-1-5,1-4-3,False,,1020,1000,0,-1000,True
2026-04-11,鳴門,2,◎-○軸 3着3〜4艇流し（10〜15点）,A,72,0,逃げ狙い,逃げ軸流し,A,16.8,28.8,4,実買い目_全,9,1-2-4|1-2-3|1-3-4|1-4-2|1-4-3|1-3-2|2-1-4|2-1-5|2-1-3,1-4-2,True,1-4-2,1090,900,1090,190,True
2025-06-23,江戸川,3,◎○△フォーメーション（15〜20点）,B,54,0,両建て推奨,主役軸流し,B,15.1,32.8,4,実買い目_全,12,4-1-5|4-1-6|4-1-2|4-2-1|4-3-1|4-2-5|4-3-5|1-3-4|1-2-4|1-3-6|1-2-6|1-4-6,4-3-6,False,,13040,1200,0,-1200,True
2025-06-03,大村,7,◎1着固定 2-3着流し（5〜8点）,S,86,0,逃げ狙い,逃げ軸流し,A,23.8,29.1,2,実買い目_全,9,1-2-4|1-2-3|1-3-2|1-3-4|1-4-2|1-4-3|2-1-4|2-1-3|2-1-5,2-3-1,False,,3570,900,0,-900,True
2025-06-03,大村,6,◎○△フォーメーション（15〜20点）,B,48,0,両建て推奨,主役軸流し,B,21.02,37.3,2,実買い目_全,12,2-1-3|2-1-4|2-3-1|2-1-5|2-4-1|2-3-4|2-4-3|1-2-3|1-2-6|1-2-5|1-3-6|1-3-5,4-1-6,False,,47740,1200,0,-1200,True
2025-06-03,大村,5,◎-○軸 3着3〜4艇流し（10〜15点）,A,61,0,両建て推奨,主役軸流し,B,19.05,37.6,4,実買い目_全,12,3-4-5|3-5-4|3-4-6|3-5-6|3-4-2|3-6-4|3-6-5|1-3-4|1-3-2|1-2-4|1-4-2|1-2-3,3-4-2,True,3-4-2,1520,1200,1520,320,True
2026-04-11,福岡,4,◎1着固定 2-3着流し（5〜8点）,S,82,0,逃げ狙い,逃げ軸流し,A,26.09,26.7,3,実買い目_全,10,1-3-4|1-3-5|1-2-4|1-2-5|1-4-5|1-2-3|1-4-3|4-1-3|4-1-2|4-1-5,1-2-5,True,1-2-5,1650,1000,1650,650,True
2026-04-05,福岡,9,◎-○軸 3着3〜4艇流し（10〜15点）,A,69,0,逃げ狙い,逃げ軸流し,A,12.75,34.9,2,実買い目_全,10,1-2-3|1-2-4|1-3-4|1-2-6|1-3-6|1-4-3|1-4-6|3-1-4|3-1-2|3-1-5,1-4-2,False,,1090,1000,0,-1000,True
2026-04-05,福岡,8,◎-○軸 3着3〜4艇流し（10〜15点）,A,79,0,逃げ狙い,逃げ軸流し,A,19.13,25.9,5,実買い目_全,10,1-2-5|1-2-3|1-3-5|1-4-5|1-3-2|1-4-3|1-4-2|5-1-3|5-1-2|5-1-4,1-2-5,True,1-2-5,750,1000,750,-250,True
2025-06-07,大村,6,◎1着固定 2-3着流し（5〜8点）,S,84,0,逃げ狙い,逃げ軸流し,A,23.49,36.3,3,実買い目_全,10,1-3-4|1-4-6|1-3-6|1-4-2|1-3-2|1-2-4|1-2-6|4-1-3|4-1-6|4-1-2,6-1-3,False,,6990,1000,0,-1000,True
2025-06-07,大村,5,◎1着固定 2-3着流し（5〜8点）,S,80,0,逃げ狙い,逃げ軸流し,A,21.19,26.5,2,実買い目_全,10,1-2-4|1-3-4|1-4-2|1-3-2|1-4-5|1-2-5|1-3-5|2-1-4|2-1-5|6-1-4,4-5-6,False,,7620,1000,0,-1000,True
2025-06-22,江戸川,10,◎-○軸 3着3〜4艇流し（10〜15点）,A,68,0,逃げ狙い,逃げ軸流し,A,15.07,26.2,4,実買い目_全,9,1-3-4|1-3-2|1-2-4|1-4-3|1-4-2|1-2-3|3-1-4|3-1-2|3-1-5,不明,,,0,900,0,-900,False
2025-06-22,江戸川,9,◎○△フォーメーション（15〜20点）,B,57,0,両建て推奨,逃げ軸流し,A,20.88,30.7,2,実買い目_全,10,1-2-6|1-2-4|1-2-5|1-4-6|1-6-4|1-6-5|1-4-5|6-1-4|6-1-2|6-1-5,不明,,,0,1000,0,-1000,False
2025-06-22,江戸川,8,大荒れ。見送り推奨,D,18,0,両建て推奨,荒れ広め,D,18.03,35.6,2,実買い目_全,12,6-1-4|5-1-6|2-1-4|6-4-1|6-1-3|5-6-1|2-1-3|1-2-4|1-2-3|1-3-4|1-3-2|1-4-2,不明,,,0,1200,0,-1200,False
2025-06-22,江戸川,7,大荒れ。見送り推奨,D,24,0,両建て推奨,主役軸流し,B,14.78,27.4,2,実買い目_全,12,2-1-3|2-1-4|2-3-1|2-4-1|2-1-5|2-4-3|2-3-4|1-2-4|1-2-5|1-3-2|1-3-4|1-3-5,不明,,,0,1200,0,-1200,False
2025-06-04,びわこ,2,◎-○軸 3着3〜4艇流し（10〜15点）,A,72,0,逃げ狙い,逃げ軸流し,A,20.33,27.6,3,実買い目_全,9,1-3-4|1-3-2|1-2-4|1-2-3|1-4-3|1-4-2|3-1-4|3-1-2|3-1-6,1-3-6,False,,3470,900,0,-900,True
2025-06-04,びわこ,1,◎-○軸 3着3〜4艇流し（10〜15点）,A,76,0,逃げ狙い,逃げ軸流し,A,17.45,27.3,4,実買い目_全,9,1-2-4|1-3-4|1-4-2|1-2-3|1-4-3|1-3-2|2-1-4|6-1-4|5-1-6,1-6-2,False,,1130,900,0,-900,True
2026-03-23,鳴門,11,◎○△フォーメーション（15〜20点）,B,57,0,両建て推奨,主役軸流し,B,15.78,30.3,3,実買い目_全,12,4-5-1|4-6-1|4-5-6|4-1-6|4-1-5|4-6-5|4-5-2|1-3-4|1-2-4|1-3-6|1-2-6|1-5-4,1-3-6,True,1-3-6,2630,1200,2630,1430,True
2026-03-23,鳴門,10,◎○△フォーメーション（15〜20点）,B,54,0,両建て推奨,主役軸流し,B,20.22,33.6,3,実買い目_全,12,3-1-4|3-1-5|3-1-6|3-4-1|3-5-1|3-4-5|3-5-4|1-3-4|1-2-4|1-2-3|1-3-6|1-2-6,4-3-2,False,,17740,1200,0,-1200,True
2025-06-07,大村,4,◎1着固定 2-3着流し（5〜8点）,S,84,0,逃げ狙い,主役軸流し,B,19.12,32.7,3,実買い目_全,12,3-1-4|3-1-2|3-1-5|3-4-1|3-2-1|3-2-4|3-4-2|1-3-6|1-3-4|1-2-3|1-2-6|1-2-4,1-5-4,False,,21330,1200,0,-1200,True
2026-04-05,福岡,5,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,主役軸流し,B,14.98,28.2,3,実買い目_全,12,4-2-1|4-1-2|4-1-5|4-2-5|4-5-1|4-1-3|4-2-3|6-1-2|1-2-5|6-1-3|1-2-4|1-3-5,2-1-5,False,,10610,1200,0,-1200,True
2025-06-07,大村,8,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,10.13,28.8,2,実買い目_全,10,1-2-3|1-3-2|1-2-5|1-3-5|1-4-2|1-4-3|1-4-5|2-1-3|2-1-5|2-1-4,1-2-5,True,1-2-5,1650,1000,1650,650,True
2025-06-07,大村,7,◎1着固定 2-3着流し（5〜8点）,S,95,0,逃げ狙い,逃げ軸流し,A,15.52,30.5,4,実買い目_全,9,1-3-5|1-2-5|1-2-3|1-3-2|1-5-3|1-5-2|3-1-2|3-1-4|3-1-5,1-4-2,False,,6590,900,0,-900,True
2026-04-05,福岡,10,◎-○軸 3着3〜4艇流し（10〜15点）,A,65,0,逃げ狙い,荒れ広め,D,16.83,36.4,3,実買い目_全,12,4-1-5|6-1-3|2-3-5|6-1-5|6-3-1|6-1-4|2-3-4|1-2-5|1-2-3|1-3-5|1-3-2|2-1-5,2-5-3,False,,6250,1200,0,-1200,True
2026-04-11,福岡,3,◎-○軸 3着3〜4艇流し（10〜15点）,A,73,0,逃げ狙い,逃げ軸流し,A,25.52,26.1,2,実買い目_全,10,1-2-4|1-3-4|1-2-6|1-3-2|1-3-6|1-4-2|1-4-6|2-1-4|2-1-3|2-1-5,1-2-3,False,,1070,1000,0,-1000,True
2025-06-03,大村,4,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,18.04,26.6,2,実買い目_全,10,1-2-5|1-2-3|1-3-2|1-4-2|1-3-5|1-4-5|1-4-3|2-1-5|2-1-4|2-1-3,1-5-4,False,,10770,1000,0,-1000,True
2025-06-03,大村,3,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,14.72,28.0,2,実買い目_全,10,1-2-4|1-2-5|1-3-4|1-3-2|1-4-2|1-3-5|1-4-5|5-1-4|5-1-2|5-1-3,1-6-2,False,,10150,1000,0,-1000,True
2025-06-22,江戸川,6,大荒れ。見送り推奨,D,25,0,両建て推奨,荒れ広め,D,16.81,40.0,4,実買い目_全,12,2-1-5|2-1-3|3-1-5|4-5-6|4-5-1|4-6-5|3-5-1|1-3-5|1-4-5|1-3-4|1-5-4|1-5-3,不明,,,0,1200,0,-1200,False
2025-06-22,江戸川,5,大荒れ。見送り推奨,D,29,0,両建て推奨,逃げ軸流し,A,15.53,30.5,3,実買い目_全,10,1-2-6|1-3-6|1-3-2|1-2-3|1-4-6|1-4-2|1-4-3|5-1-6|4-1-6|5-6-1,不明,,,0,1000,0,-1000,False
2025-06-25,江戸川,3,大荒れ。見送り推奨,D,27,0,両建て推奨,主役軸流し,B,14.04,35.6,3,実買い目_全,12,2-1-3|2-3-1|2-1-4|2-1-5|2-4-1|2-4-3|2-3-4|1-3-2|1-2-3|1-3-5|1-2-5|6-1-3,1-2-3,True,1-2-3,1530,1200,1530,330,True
2025-06-25,江戸川,2,大荒れ。見送り推奨,D,14,0,両建て推奨,荒れ広め,D,16.52,36.8,2,実買い目_全,12,6-1-3|2-1-3|5-1-6|5-1-3|6-3-1|5-3-1|5-6-1|1-2-3|1-3-2|1-2-5|1-3-5|1-4-2,1-2-5,True,1-2-5,8170,1200,8170,6970,True
2025-06-04,びわこ,6,◎-○軸 3着3〜4艇流し（10〜15点）,A,74,0,逃げ狙い,逃げ軸流し,A,8.96,29.4,4,実買い目_全,9,1-2-4|1-4-2|1-2-3|1-4-3|1-3-4|1-3-2|4-1-2|4-1-3|4-1-5,1-4-2,True,1-4-2,1320,900,1320,420,True
2025-06-04,びわこ,5,◎-○軸 3着3〜4艇流し（10〜15点）,A,74,0,逃げ狙い,主役軸流し,B,16.37,30.3,2,実買い目_全,12,2-3-4|2-4-3|2-4-6|2-3-6|2-4-5|2-3-5|2-5-4|1-2-4|1-2-6|1-3-2|1-3-4|1-3-6,2-1-4,False,,1970,1200,0,-1200,True
2025-06-04,びわこ,4,荒れ傾向。高配当狙いか見送り,C,44,0,両建て推奨,逃げ軸流し,A,20.09,27.1,4,実買い目_全,10,1-2-5|1-4-5|1-2-4|1-5-4|1-2-3|1-4-3|1-5-3|4-1-5|4-1-3|4-1-2,2-4-1,False,,11640,1000,0,-1000,True
2025-06-04,びわこ,3,◎○△フォーメーション（15〜20点）,B,47,0,両建て推奨,荒れ広め,D,13.19,38.3,3,実買い目_全,12,6-1-3|2-1-3|6-1-4|6-3-1|3-4-5|3-5-4|2-1-4|1-3-2|1-2-5|1-3-5|1-2-3|1-4-2,3-4-2,False,,3610,1200,0,-1200,True
2025-06-07,大村,10,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,12.43,29.3,3,実買い目_全,12,1-2-4|1-2-5|1-2-3|1-3-2|1-5-2|1-3-4|1-5-4|1-3-5|1-5-3|4-1-3|4-1-5|4-1-2,1-3-2,True,1-3-2,1030,1200,1030,-170,True
2025-06-07,大村,9,◎1着固定 2-3着流し（5〜8点）,S,86,0,逃げ狙い,逃げ軸流し,A,15.38,27.4,3,実買い目_全,11,1-3-6|1-3-5|1-3-4|1-2-6|1-2-5|1-2-4|1-4-6|1-4-5|3-1-4|3-1-2|3-1-5,1-3-2,False,,1410,1100,0,-1100,True
2026-04-05,福岡,7,◎-○軸 3着3〜4艇流し（10〜15点）,A,66,0,逃げ狙い,主役軸流し,B,17.44,36.2,3,実買い目_全,12,2-1-4|2-1-3|2-4-1|2-1-5|2-3-1|2-3-4|2-4-3|1-2-4|1-3-4|1-2-3|1-4-2|1-3-2,1-4-2,True,1-4-2,460,1200,460,-740,True
2026-04-05,福岡,6,◎1着固定 2-3着流し（5〜8点）,S,83,0,逃げ狙い,逃げ軸流し,A,34.21,27.1,3,実買い目_全,10,1-2-4|1-2-5|1-3-4|1-4-5|1-3-5|1-4-2|1-3-2|4-1-5|4-1-2|4-1-3,1-4-5,True,1-4-5,510,1000,510,-490,True
2025-06-03,大村,2,◎1着固定 2-3着流し（5〜8点）,S,99,0,逃げ狙い,逃げ軸流し,A,9.57,29.9,4,実買い目_全,9,1-2-4|1-2-3|1-3-4|1-4-2|1-3-2|1-4-3|2-1-4|2-1-3|2-1-5,1-3-4,True,1-3-4,1080,900,1080,180,True
2025-06-03,大村,1,◎1着固定 2-3着流し（5〜8点）,S,91,0,逃げ狙い,逃げ軸流し,A,17.08,31.3,3,実買い目_全,10,1-3-6|1-3-5|1-2-6|1-2-3|1-2-5|1-5-6|1-5-3|3-1-4|3-1-5|3-1-2,3-1-2,True,3-1-2,1430,1000,1430,430,True
2025-06-02,大村,12,◎1着固定 2-3着流し（5〜8点）,S,80,0,逃げ狙い,逃げ軸流し,A,10.26,26.4,3,実買い目_全,10,1-2-5|1-2-4|1-2-3|1-5-4|1-3-5|1-3-4|1-5-3|3-1-4|3-1-2|3-1-5,1-2-5,True,1-2-5,990,1000,990,-10,True
2025-06-02,大村,11,◎1着固定 2-3着流し（5〜8点）,S,81,0,逃げ狙い,逃げ軸流し,A,28.55,31.9,4,実買い目_全,10,1-2-4|1-4-5|1-3-4|1-2-5|1-3-5|1-4-3|1-2-3|4-1-5|4-1-3|4-1-2,2-4-6,False,,42960,1000,0,-1000,True
2025-06-21,江戸川,12,◎-○軸 3着3〜4艇流し（10〜15点）,A,70,0,逃げ狙い,逃げ軸流し,A,22.09,23.0,3,実買い目_全,10,1-3-4|1-3-5|1-2-4|1-4-5|1-2-5|1-4-3|1-2-3|3-1-2|3-1-4|3-1-5,不明,,,0,1000,0,-1000,False
2025-06-25,江戸川,1,大荒れ。見送り推奨,D,31,0,両建て推奨,荒れ広め,D,9.59,36.8,3,実買い目_全,12,6-1-4|3-4-5|2-1-4|6-4-1|6-1-3|2-1-3|3-5-4|1-3-4|1-2-4|1-3-2|1-3-5|1-4-2,1-3-5,True,1-3-5,4850,1200,4850,3650,True
2025-06-22,江戸川,4,◎○△フォーメーション（15〜20点）,B,49,0,両建て推奨,主役軸流し,B,16.41,30.3,3,実買い目_全,12,4-1-5|4-5-1|4-1-2|4-3-1|4-1-3|4-5-2|4-3-5|1-3-2|1-2-3|1-2-4|1-3-4|1-4-2,不明,,,0,1200,0,-1200,False
2025-06-22,江戸川,3,◎○△フォーメーション（15〜20点）,B,54,0,両建て推奨,主役軸流し,B,15.1,32.8,4,実買い目_全,12,4-1-5|4-1-6|4-1-2|4-2-1|4-3-1|4-2-5|4-3-5|1-3-4|1-2-4|1-3-6|1-2-6|1-4-6,不明,,,0,1200,0,-1200,False
2025-06-25,江戸川,6,◎-○軸 3着3〜4艇流し（10〜15点）,A,65,0,逃げ狙い,逃げ軸流し,A,10.58,27.6,5,実買い目_全,12,1-3-6|1-3-5|1-3-4|1-2-6|1-3-2|1-2-5|1-2-4|1-2-3|1-5-6|3-1-4|3-1-5|3-1-2,1-5-3,False,,2570,1200,0,-1200,True
2026-03-23,鳴門,7,大荒れ。見送り推奨,D,25,0,両建て推奨,荒れ広め,D,12.58,35.0,4,実買い目_全,12,2-1-4|3-1-4|2-1-3|3-2-4|2-1-5|6-1-2|2-3-1|1-3-4|1-2-4|1-3-6|1-2-3|1-2-6,2-3-1,True,2-3-1,10700,1200,10700,9500,True
2025-06-04,びわこ,8,◎-○軸 3着3〜4艇流し（10〜15点）,A,62,0,両建て推奨,主役軸流し,B,19.32,30.3,2,実買い目_全,12,4-5-1|4-6-5|4-5-6|4-1-5|4-5-2|4-6-1|4-1-6|1-3-4|1-2-4|1-3-5|1-2-5|1-4-5,1-5-3,False,,1600,1200,0,-1200,True
2025-06-04,びわこ,7,荒れ傾向。高配当狙いか見送り,C,37,0,両建て推奨,荒れ広め,D,23.36,36.9,3,実買い目_全,12,6-1-2|6-2-1|6-1-4|4-1-5|3-1-5|4-5-1|3-1-4|1-3-5|1-3-4|1-2-3|1-2-5|1-2-4,1-5-3,False,,1580,1200,0,-1200,True
2025-06-08,大村,2,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,13.19,27.5,3,実買い目_全,10,1-3-2|1-3-4|1-3-5|1-2-4|1-2-5|1-4-2|1-4-5|3-1-2|3-1-5|3-1-4,1-3-4,True,1-3-4,660,1000,660,-340,True
2025-06-08,大村,1,◎○△フォーメーション（15〜20点）,B,49,0,両建て推奨,主役軸流し,B,17.91,44.7,3,実買い目_全,12,2-1-3|2-1-4|2-3-1|2-4-1|2-3-4|2-1-5|2-4-3|1-2-4|1-2-3|6-1-3|1-3-4|1-3-2,2-1-3,True,2-1-3,640,1200,640,-560,True
2025-06-07,大村,12,◎1着固定 2-3着流し（5〜8点）,S,88,0,逃げ狙い,逃げ軸流し,A,27.22,28.9,2,実買い目_全,10,1-2-4|1-3-4|1-2-5|1-3-5|1-2-3|1-4-5|1-4-3|4-1-3|4-1-5|4-1-2,1-2-3,True,1-2-3,560,1000,560,-440,True
2025-06-07,大村,11,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,14.31,22.7,3,実買い目_全,10,1-3-4|1-2-4|1-3-5|1-2-5|1-3-2|1-4-5|1-4-2|3-1-5|3-1-4|3-1-2,1-2-3,False,,550,1000,0,-1000,True
2025-06-02,大村,10,◎1着固定 2-3着流し（5〜8点）,S,83,0,逃げ狙い,逃げ軸流し,A,14.35,26.1,2,実買い目_全,10,1-2-4|1-3-4|1-4-2|1-2-6|1-3-2|1-4-6|1-3-6|2-1-4|2-1-5|2-1-3,4-2-5,False,,6840,1000,0,-1000,True
2025-06-02,大村,9,◎1着固定 2-3着流し（5〜8点）,S,81,0,逃げ狙い,逃げ軸流し,A,16.91,29.9,2,実買い目_全,9,1-2-4|1-2-3|1-3-2|1-3-4|1-4-2|1-4-3|2-1-4|2-1-5|2-1-3,3-2-1,False,,9650,900,0,-900,True
2026-04-11,福岡,7,◎1着固定 2-3着流し（5〜8点）,S,100,0,逃げ狙い,逃げ軸流し,A,24.26,23.7,3,実買い目_全,10,1-3-4|1-3-5|1-2-4|1-2-3|1-2-5|1-4-3|1-4-5|5-1-4|5-1-3|5-1-2,1-2-4,True,1-2-4,540,1000,540,-460,True
2026-04-11,福岡,6,◎1着固定 2-3着流し（5〜8点）,S,99,0,逃げ狙い,逃げ軸流し,A,23.43,22.3,3,実買い目_全,9,1-3-5|1-3-2|1-2-5|1-5-2|1-2-3|1-5-3|3-1-2|3-1-4|3-1-5,1-2-5,True,1-2-5,610,900,610,-290,True
2025-06-04,びわこ,11,◎-○軸 3着3〜4艇流し（10〜15点）,A,62,0,両建て推奨,主役軸流し,B,20.17,29.3,3,実買い目_全,12,2-1-4|2-1-3|2-1-5|2-3-1|2-4-1|2-3-4|2-4-3|1-2-4|1-2-5|1-3-4|1-4-2|1-3-2,1-2-4,True,1-2-4,1330,1200,1330,130,True
2025-06-04,びわこ,10,◎-○軸 3着3〜4艇流し（10〜15点）,A,71,0,逃げ狙い,逃げ軸流し,A,15.13,29.8,3,実買い目_全,10,1-2-3|1-3-5|1-3-4|1-2-5|1-2-4|1-4-3|1-4-5|4-1-3|4-1-2|4-1-5,1-2-3,True,1-2-3,510,1000,510,-490,True
2025-06-04,びわこ,9,◎-○軸 3着3〜4艇流し（10〜15点）,A,67,0,逃げ狙い,逃げ軸流し,A,17.78,33.4,3,実買い目_全,10,1-2-6|1-2-3|1-3-6|1-3-2|1-5-6|1-5-2|1-5-3|6-1-3|4-5-1|2-1-3,1-3-5,False,,2870,1000,0,-1000,True
2026-03-23,鳴門,8,大荒れ。見送り推奨,D,32,0,両建て推奨,荒れ広め,D,16.38,31.5,4,実買い目_全,12,6-1-2|2-1-4|6-2-1|6-1-4|3-4-5|2-1-5|3-4-6|1-3-2|1-2-6|1-3-6|1-2-4|1-3-4,4-5-6,False,,15390,1200,0,-1200,True
2025-06-25,江戸川,5,◎○△フォーメーション（15〜20点）,B,45,0,両建て推奨,逃げ軸流し,A,15.18,28.8,2,実買い目_全,10,1-2-4|1-2-6|1-3-2|1-3-4|1-4-2|1-3-6|1-4-6|2-1-4|2-1-3|2-1-5,1-6-2,False,,3830,1000,0,-1000,True
2025-06-25,江戸川,4,大荒れ。見送り推奨,D,13,0,両建て推奨,主役軸流し,B,17.18,39.5,4,実買い目_全,12,2-1-4|2-1-3|2-4-1|2-1-5|2-3-1|2-3-4|2-4-3|1-2-4|5-1-6|6-1-4|1-4-2|1-2-5,1-4-2,True,1-4-2,7000,1200,7000,5800,True
2025-06-22,江戸川,2,◎○△フォーメーション（15〜20点）,B,51,0,両建て推奨,逃げ軸流し,A,15.75,27.2,2,実買い目_全,12,1-2-6|1-2-4|1-2-3|1-2-5|1-3-6|1-3-4|1-3-2|1-4-6|1-3-5|6-1-2|3-1-2|6-2-1,不明,,,0,1200,0,-1200,False
2025-06-22,江戸川,1,◎-○軸 3着3〜4艇流し（10〜15点）,A,63,0,両建て推奨,主役軸流し,B,15.13,29.3,4,実買い目_全,12,5-1-2|5-1-6|5-6-1|5-1-3|5-3-1|5-6-2|5-3-2|5-1-4|1-3-2|1-3-4|1-2-4|1-2-3,不明,,,0,1200,0,-1200,False
2026-04-05,福岡,3,荒れ傾向。高配当狙いか見送り,C,36,0,両建て推奨,主役軸流し,B,18.07,38.9,3,実買い目_全,12,4-5-1|4-5-6|4-1-5|4-1-6|4-5-3|4-6-1|4-6-5|1-3-4|1-4-3|1-2-4|1-2-3|1-3-6,3-1-2,False,,750,1200,0,-1200,True
2025-06-08,大村,4,◎-○軸 3着3〜4艇流し（10〜15点）,A,77,0,逃げ狙い,逃げ軸流し,A,23.01,30.2,4,実買い目_全,10,1-2-4|1-2-5|1-4-5|1-3-4|1-3-5|1-4-2|1-3-2|2-1-4|6-1-4|2-1-5,1-3-2,True,1-3-2,2300,1000,2300,1300,True
2025-06-08,大村,3,◎-○軸 3着3〜4艇流し（10〜15点）,A,74,0,逃げ狙い,逃げ軸流し,A,17.43,38.6,3,実買い目_全,10,1-3-4|1-3-5|1-2-4|1-2-5|1-2-3|1-4-5|1-4-3|3-1-5|3-1-4|6-1-2,5-3-4,False,,7530,1000,0,-1000,True
2026-04-11,福岡,5,◎-○軸 3着3〜4艇流し（10〜15点）,A,78,0,逃げ狙い,逃げ軸流し,A,27.37,23.9,2,実買い目_全,11,1-3-4|1-3-5|1-3-6|1-4-5|1-4-6|1-2-4|1-2-5|1-2-6|3-1-4|3-1-5|3-1-2,1-2-3,False,,760,1100,0,-1100,True
2025-06-02,大村,8,◎-○軸 3着3〜4艇流し（10〜15点）,A,66,0,逃げ狙い,主役軸流し,B,9.53,37.7,2,実買い目_全,12,3-1-4|3-4-1|3-1-2|3-1-6|3-2-1|3-2-4|3-4-2|1-3-4|1-2-4|1-3-2|1-2-3|1-4-3,4-6-1,False,,3430,1200,0,-1200,True
2025-06-02,大村,7,◎1着固定 2-3着流し（5〜8点）,S,89,0,逃げ狙い,逃げ軸流し,A,14.45,29.2,4,実買い目_全,10,1-3-4|1-3-6|1-2-4|1-2-6|1-2-3|1-4-6|1-4-3|4-1-3|4-1-5|4-1-2,1-4-5,False,,3010,1000,0,-1000,True
2026-04-11,福岡,10,◎1着固定 2-3着流し（5〜8点）,S,87,0,逃げ狙い,逃げ軸流し,A,24.09,21.4,3,実買い目_全,10,1-2-4|1-2-3|1-3-4|1-2-5|1-3-5|1-4-3|1-4-5|3-1-4|3-1-5|3-1-2,1-5-3,False,,1940,1000,0,-1000,True
