venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-04-28,5,6,関根 彰人,,2026-05-15 01:12:08,16,30.0,44.0,34,武田 正紀
edogawa,2026-04-28,6,1,宇田川 信一,,2026-05-15 01:12:13,15,28.1,44.6,40,秋田 健太郎
edogawa,2026-04-28,6,2,永田 秀二,,2026-05-15 01:12:13,32,24.5,37.8,48,鶴田 勇雄
edogawa,2026-04-28,6,3,小澤 学,,2026-05-15 01:12:13,21,31.6,45.9,25,金子 怜央
edogawa,2026-04-28,6,4,萩原 知哉,,2026-05-15 01:12:13,67,30.7,48.5,31,上之 晃弘
edogawa,2026-04-28,6,5,三品 隆浩,,2026-05-15 01:12:13,38,32.6,48.9,21,妹尾 忠幸
edogawa,2026-04-28,6,6,港 理樹,,2026-05-15 01:12:13,62,38.6,53.2,7,川合 理司
edogawa,2026-04-28,7,1,品田 直樹,,2026-05-15 01:12:17,47,28.8,51.9,36,坪井 爽佑
edogawa,2026-04-28,7,2,小原 聡将,,2026-05-15 01:12:17,45,28.5,42.5,37,中田 友也
edogawa,2026-04-28,7,3,尾道 佳諭,,2026-05-15 01:12:17,50,27.0,46.5,45,西尾 亮輔
edogawa,2026-04-28,7,4,田邉 亮蔵,,2026-05-15 01:12:17,61,31.5,49.0,26,飯島 昌弘
edogawa,2026-04-28,7,5,前沢 丈史,,2026-05-15 01:12:17,49,37.5,51.9,9,片岡 秀樹
edogawa,2026-04-28,7,6,浅井 翼,,2026-05-15 01:12:17,40,36.9,48.5,10,高橋 英之
edogawa,2026-04-28,8,1,山本 英志,,2026-05-15 01:12:22,31,39.6,58.3,6,米田 隆弘
edogawa,2026-04-28,8,2,戸塚 邦好,,2026-05-15 01:12:22,54,32.2,47.5,22,松田 淳平
edogawa,2026-04-28,8,3,池田 雷太,,2026-05-15 01:12:22,69,43.8,59.8,3,澤 大介
edogawa,2026-04-28,8,4,高橋 直哉,,2026-05-15 01:12:22,24,28.3,41.3,39,金山 立樹
edogawa,2026-04-28,8,5,内山 文典,,2026-05-15 01:12:22,36,35.3,54.2,13,増田 進
edogawa,2026-04-28,8,6,寺島 吉彦,,2026-05-15 01:12:22,55,38.1,58.9,8,吉川 勇作
edogawa,2026-04-28,9,1,荒井 翔伍,,2026-05-15 01:12:47,34,31.6,45.3,24,小坂 尚哉
edogawa,2026-04-28,9,2,尾形 栄治,,2026-05-15 01:12:47,66,36.5,52.3,11,堀越 雄貴
edogawa,2026-04-28,9,3,桑原 将光,,2026-05-15 01:12:47,18,34.6,51.0,15,栗原 直也
edogawa,2026-04-28,9,4,渡辺 豊,,2026-05-15 01:12:47,22,32.8,45.5,20,三嶌 誠司
edogawa,2026-04-28,9,5,桑島 和宏,,2026-05-15 01:12:47,48,42.9,55.0,4,島村 隆幸
edogawa,2026-04-28,9,6,早川 颯太,,2026-05-15 01:12:47,39,27.6,45.7,41,宇田川 信一
edogawa,2026-04-28,10,1,渡邉 雄朗,,2026-05-15 01:13:12,25,26.5,40.6,46,山口 亮
edogawa,2026-04-28,10,2,小澤 学,,2026-05-15 01:13:12,21,31.6,45.9,25,金子 怜央
edogawa,2026-04-28,10,3,伏田 裕隆,,2026-05-15 01:13:12,14,31.8,45.2,23,柳橋 宏紀
edogawa,2026-04-28,10,4,関根 彰人,,2026-05-15 01:13:12,16,30.0,44.0,34,武田 正紀
edogawa,2026-04-28,10,5,加藤 政彦,,2026-05-15 01:13:12,60,36.1,55.2,12,黄金井 力良
edogawa,2026-04-28,10,6,奥平 拓也,,2026-05-15 01:13:12,17,30.0,44.7,35,鈴木 章司
edogawa,2026-04-28,11,1,大池 佑来,,2026-05-15 01:13:39,57,33.8,53.9,18,山下 流心
edogawa,2026-04-28,11,2,高山 弘斗,,2026-05-15 01:13:39,13,28.4,39.9,38,船岡 洋一郎
edogawa,2026-04-28,11,3,永田 秀二,,2026-05-15 01:13:39,32,24.5,37.8,48,鶴田 勇雄
edogawa,2026-04-28,11,4,大塚 康雅,,2026-05-15 01:13:39,30,23.0,36.4,49,佐藤 大佑
edogawa,2026-04-28,11,5,森作 雄大,,2026-05-15 01:13:39,27,33.5,47.0,19,岩橋 裕馬
edogawa,2026-04-28,11,6,上村 宏太,,2026-05-15 01:13:39,37,31.3,49.0,28,山道 諄也
edogawa,2026-04-28,12,1,飯山 泰,,2026-05-15 01:14:03,59,34.0,49.4,17,上原 健次郎
edogawa,2026-04-28,12,2,本吉 正樹,,2026-05-15 01:14:03,46,30.5,46.6,32,小川 竜太朗
edogawa,2026-04-28,12,3,高橋 勲,,2026-05-15 01:14:03,28,27.4,46.6,42,幸田 智裕
edogawa,2026-04-28,12,4,石渡 翔一郎,,2026-05-15 01:14:03,63,34.3,52.7,16,郷原 章平
edogawa,2026-04-28,12,5,小原 聡将,,2026-05-15 01:14:03,45,28.5,42.5,37,中田 友也
edogawa,2026-04-28,12,6,近藤 雄一郎,,2026-05-15 01:14:03,35,27.3,45.0,44,福田 翔吾
