chokusen,course,date,fetched_at,frame,grade,has_start_change,is_normal_course,lap1,mawari,motor_no,motor_rank,motor_rate2,motor_rate3,parts_exchange,prev_user,race,racer,start_timing,tenji,tenji_rank,tilt,venue,water_degree,wave_height,weather,weather_degree,weight,weight_adjust,wind_direction,wind_direction_text,wind_speed
7.9,1.0,2026-05-04,2026-05-15 02:51:27,1,B1,0.0,,38.48,6.01,49.0,35.0,31.1,48.5,,市川 健太,1,木村 浩士,0.02,7.24,5,0.0,heiwajima,19.0,5.0,晴,26.0,55.1,0.0,5.0,東,6.0
7.8,2.0,2026-05-04,2026-05-15 02:51:27,2,B1,0.0,,39.1,6.0,67.0,26.0,33.2,50.2,,宇野 弥生,1,小澤 和也,-0.04,7.26,6,0.0,heiwajima,19.0,5.0,晴,26.0,55.1,0.0,5.0,東,6.0
7.8,3.0,2026-05-04,2026-05-15 02:51:27,3,B2,0.0,,38.54,6.03,40.0,33.0,31.4,48.6,,金子 萌,1,島崎 丈一朗,-0.08,7.09,2,0.0,heiwajima,19.0,5.0,晴,26.0,52.1,0.0,5.0,東,6.0
7.7,4.0,2026-05-04,2026-05-15 02:51:27,4,A2,0.0,,38.79,6.01,28.0,38.0,30.8,46.0,,高橋 真吾,1,入澤 友治,0.04,7.16,4,0.0,heiwajima,19.0,5.0,晴,26.0,52.7,0.0,5.0,東,6.0
7.77,5.0,2026-05-04,2026-05-15 02:51:27,5,A1,0.0,,38.6,6.06,22.0,30.0,32.3,46.8,,和田 拓也,1,梶野 学志,0.02,7.11,3,0.0,heiwajima,19.0,5.0,晴,26.0,52.3,0.0,5.0,東,6.0
7.8,6.0,2026-05-04,2026-05-15 02:51:27,6,B1,0.0,,38.45,5.97,17.0,11.0,38.2,56.6,,雑賀 勇貴,1,櫻井 優,0.24,7.08,1,0.0,heiwajima,19.0,5.0,晴,26.0,52.7,0.0,5.0,東,6.0
7.83,1.0,2026-05-04,2026-05-15 02:51:36,1,A1,1.0,,37.94,5.97,62.0,34.0,31.3,45.5,,小黒 竜吾,2,三浦 敬太,0.11,7.15,1,0.0,heiwajima,19.0,5.0,晴,27.0,52.0,0.0,5.0,東,6.0
7.87,2.0,2026-05-04,2026-05-15 02:51:36,2,B1,1.0,,37.9,5.77,72.0,16.0,36.8,57.3,,広瀬 聖仁,2,藤井 太雅,0.14,7.16,2,-0.5,heiwajima,19.0,5.0,晴,27.0,51.5,0.5,5.0,東,6.0
7.84,3.0,2026-05-04,2026-05-15 02:51:36,3,B1,1.0,,37.67,5.63,66.0,24.0,33.5,45.9,,筒井 美琴,2,國分 将太郎,-0.01,7.18,3,0.0,heiwajima,19.0,5.0,晴,27.0,52.9,0.0,5.0,東,6.0
7.97,4.0,2026-05-04,2026-05-15 02:51:36,4,B1,1.0,,38.2,6.23,41.0,7.0,40.7,56.9,,高憧 四季,2,川尻 泰輔,-0.06,7.24,4,0.0,heiwajima,19.0,5.0,晴,27.0,55.7,0.0,5.0,東,6.0
8.13,6.0,2026-05-04,2026-05-15 02:51:36,5,B1,1.0,,38.54,6.29,63.0,32.0,31.6,49.3,,渡邉 英児,2,村田 敦,0.15,7.34,6,0.0,heiwajima,19.0,5.0,晴,27.0,60.4,0.0,5.0,東,6.0
8.0,5.0,2026-05-04,2026-05-15 02:51:36,6,B1,1.0,,38.82,6.42,19.0,15.0,36.9,51.5,,大須賀 友,2,深水 慎一郎,0.02,7.27,5,0.0,heiwajima,19.0,5.0,晴,27.0,54.1,0.0,5.0,東,6.0
7.83,1.0,2026-05-04,2026-05-15 02:51:42,1,B1,0.0,,,6.2,14.0,14.0,37.3,53.0,,森作 広大,3,小川 知行,0.09,7.18,4,0.0,heiwajima,19.0,7.0,晴,26.0,53.5,0.0,5.0,東,8.0
7.83,2.0,2026-05-04,2026-05-15 02:51:42,2,A1,0.0,,,5.9,44.0,6.0,42.9,59.9,,重野 哲之,3,金田 諭,0.01,7.1,3,-0.5,heiwajima,19.0,7.0,晴,26.0,52.0,0.0,5.0,東,8.0
7.97,3.0,2026-05-04,2026-05-15 02:51:42,3,B1,0.0,,,6.2,57.0,23.0,33.5,47.2,,真田 聖也,3,齋藤 智裕,-0.05,7.35,6,0.0,heiwajima,19.0,7.0,晴,26.0,56.9,0.0,5.0,東,8.0
7.77,4.0,2026-05-04,2026-05-15 02:51:42,4,A2,0.0,,,5.93,60.0,2.0,47.6,67.0,,山崎 郡,3,芦澤 望,-0.07,7.07,1,0.0,heiwajima,19.0,7.0,晴,26.0,56.4,0.0,5.0,東,8.0
