chokusen,course,date,fetched_at,frame,grade,has_start_change,is_normal_course,lap1,mawari,motor_no,motor_rank,motor_rate2,motor_rate3,parts_exchange,prev_user,race,racer,start_timing,tenji,tenji_rank,tilt,venue,water_degree,wave_height,weather,weather_degree,weight,weight_adjust,wind_direction,wind_direction_text,wind_speed
6.67,1,2026-06-12,2026-06-12 08:20:49,1,A1,0.0,,36.93,5.4,39.0,41.0,23.4,51.6,,谷口 丞,1,小池 公生,0.14,6.76,4,0.0,mikuni,23.0,2.0,晴,21.0,51.5,0.5,14.0,西北西,2.0
6.78,2,2026-06-12,2026-06-12 08:20:49,2,B1,0.0,,37.53,5.57,46.0,8.0,43.9,66.7,,中島 秀治,1,渡邊 哲也,0.07,6.79,6,-0.5,mikuni,23.0,2.0,晴,21.0,57.2,0.0,14.0,西北西,2.0
6.82,3,2026-06-12,2026-06-12 08:20:49,3,B1,0.0,,36.93,5.37,36.0,39.0,25.4,50.8,,長谷川 晴哉,1,一色 凌雅,0.11,6.71,1,-0.5,mikuni,23.0,2.0,晴,21.0,58.4,0.0,14.0,西北西,2.0
6.75,4,2026-06-12,2026-06-12 08:20:49,4,B1,0.0,,37.92,5.83,31.0,19.0,38.3,53.3,,遠藤 圭吾,1,岡 暢祐,0.1,6.76,4,-0.5,mikuni,23.0,2.0,晴,21.0,51.0,1.0,14.0,西北西,2.0
6.75,5,2026-06-12,2026-06-12 08:20:49,5,B1,0.0,,38.0,5.88,12.0,31.0,31.0,44.8,,川原 涼,1,関 裕也,0.02,6.73,2,-0.5,mikuni,23.0,2.0,晴,21.0,54.4,0.0,14.0,西北西,2.0
6.75,6,2026-06-12,2026-06-12 08:20:49,6,B1,0.0,,37.55,5.78,68.0,46.0,13.6,28.8,,高井 駿弥,1,白井 友晴,0.21,6.75,3,-0.5,mikuni,23.0,2.0,晴,21.0,52.8,0.0,14.0,西北西,2.0
6.63,1,2026-06-12,2026-06-12 08:46:43,1,A2,0.0,,37.57,5.83,62.0,17.0,38.6,54.4,,松田 祐季,2,松村 康太,0.09,6.74,4,0.0,mikuni,23.0,2.0,晴,22.0,52.5,0.0,14.0,西北西,2.0
6.62,2,2026-06-12,2026-06-12 08:46:43,2,A1,0.0,,36.97,5.77,42.0,11.0,40.6,56.2,,西丸 侑太朗,2,作間 章,0.07,6.67,3,-0.5,mikuni,23.0,2.0,晴,22.0,53.8,0.0,14.0,西北西,2.0
6.73,3,2026-06-12,2026-06-12 08:46:43,3,B2,0.0,,36.63,5.55,23.0,10.0,41.7,56.7,ギヤ,谷村 一哉,2,片橋 幸貴,0.1,6.66,2,-0.5,mikuni,23.0,2.0,晴,22.0,53.9,0.0,14.0,西北西,2.0
6.75,4,2026-06-12,2026-06-12 08:46:43,4,B1,0.0,,37.28,5.85,17.0,13.0,40.0,52.3,,藤森 拓海,2,岩津 徹郎,0.09,6.75,5,0.0,mikuni,23.0,2.0,晴,22.0,54.7,0.0,14.0,西北西,2.0
6.78,5,2026-06-12,2026-06-12 08:46:43,5,B1,0.0,,37.72,6.02,28.0,20.0,37.1,64.5,,坂本 雄紀,2,松浦 勝,0.19,6.78,6,-0.5,mikuni,23.0,2.0,晴,22.0,57.9,0.0,14.0,西北西,2.0
6.77,6,2026-06-12,2026-06-12 08:46:43,6,B1,0.0,,37.4,5.77,55.0,9.0,42.1,56.1,リング×４,大澤 誠也,2,幸野 史明,0.03,6.64,1,1.0,mikuni,23.0,2.0,晴,22.0,52.3,0.0,14.0,西北西,2.0
6.75,1,2026-06-12,2026-06-12 09:12:57,1,A2,0.0,,36.9,5.57,30.0,6.0,45.0,66.7,,宮田 龍馬,3,村上 功祐,0.05,6.83,6,-0.5,mikuni,23.0,1.0,晴,22.0,56.0,0.0,2.0,北北東,1.0
6.75,2,2026-06-12,2026-06-12 09:12:57,2,B1,0.0,,37.27,5.7,67.0,43.0,19.7,31.1,,黒田 剛,3,磯村 匠,-0.01,6.79,1,-0.5,mikuni,23.0,1.0,晴,22.0,51.5,0.5,2.0,北北東,1.0
6.73,3,2026-06-12,2026-06-12 09:12:57,3,A1,0.0,,37.5,5.62,53.0,22.0,36.1,55.7,,中本 大樹,3,長尾 章平,0.08,6.8,2,-0.5,mikuni,23.0,1.0,晴,22.0,53.2,0.0,2.0,北北東,1.0
6.82,4,2026-06-12,2026-06-12 09:12:57,4,B1,0.0,,37.35,5.5,29.0,33.0,28.6,44.6,,出畑 孝典,3,新田 智彰,0.16,6.82,4,-0.5,mikuni,23.0,1.0,晴,22.0,56.3,0.0,2.0,北北東,1.0
6.78,5,2026-06-12,2026-06-12 09:12:57,5,B1,0.0,,37.4,5.63,69.0,38.0,27.0,39.7,,井本 昌也,3,牧山 敦也,0.23,6.81,3,-0.5,mikuni,23.0,1.0,晴,22.0,52.0,0.0,2.0,北北東,1.0
6.68,6,2026-06-12,2026-06-12 09:12:57,6,B2,0.0,,37.57,5.67,48.0,24.0,34.8,43.9,,水谷 理人,3,早川 理稀,0.5,6.82,4,0.0,mikuni,23.0,1.0,晴,22.0,53.0,0.0,2.0,北北東,1.0
6.77,1,2026-06-12,2026-06-12 09:39:35,1,A2,1.0,,37.22,5.58,59.0,34.0,28.6,54.0,,飛田 江己,4,松尾 祭,-0.02,6.81,5,0.0,mikuni,23.0,2.0,晴,22.0,52.2,0.0,2.0,北北東,2.0
6.77,2,2026-06-12,2026-06-12 09:39:35,2,B1,1.0,,37.32,5.75,24.0,15.0,39.3,60.7,,黄金井 力良,4,市川 健太,0.02,6.77,3,-0.5,mikuni,23.0,2.0,晴,22.0,54.4,0.0,2.0,北北東,2.0
6.8,4,2026-06-12,2026-06-12 09:39:35,3,B1,1.0,,37.38,5.7,21.0,35.0,28.2,43.7,,鰐部 太空海,4,山田 和佐,0.17,6.77,3,0.0,mikuni,23.0,2.0,晴,22.0,54.0,0.0,2.0,北北東,2.0
6.8,6,2026-06-12,2026-06-12 09:39:35,4,A2,1.0,,37.88,6.02,18.0,32.0,30.9,41.2,,金子 龍斗,4,枝尾 賢,0.05,6.76,2,0.0,mikuni,23.0,2.0,晴,22.0,52.5,0.0,2.0,北北東,2.0
6.8,3,2026-06-12,2026-06-12 09:39:35,5,A1,1.0,,37.13,5.68,56.0,40.0,24.6,35.4,,廣瀬 凜,4,太田 和美,0.14,6.72,1,0.0,mikuni,23.0,2.0,晴,22.0,53.0,0.0,2.0,北北東,2.0
6.75,5,2026-06-12,2026-06-12 09:39:35,6,B1,1.0,,37.68,5.97,13.0,30.0,31.2,46.9,,江藤 敦宏,4,中村 栄治,0.03,6.85,6,0.0,mikuni,23.0,2.0,晴,22.0,52.0,0.0,2.0,北北東,2.0
6.7,1,2026-06-12,2026-06-12 10:06:27,1,A2,1.0,,36.62,5.48,37.0,42.0,20.0,35.0,,牧村 俊輝,5,中里 英夫,0.16,6.77,3,0.0,mikuni,23.0,1.0,晴,23.0,52.8,0.0,2.0,北北東,1.0
6.87,2,2026-06-12,2026-06-12 10:06:27,2,B1,1.0,,37.77,5.83,49.0,23.0,35.1,47.4,,原田 才一郎,5,川島 拓郎,0.25,6.71,1,0.0,mikuni,23.0,1.0,晴,23.0,52.3,0.0,2.0,北北東,1.0
6.88,6,2026-06-12,2026-06-12 10:06:27,3,B1,1.0,,38.15,5.82,31.0,19.0,38.3,53.3,,遠藤 圭吾,5,岡 暢祐,0.05,6.78,5,-0.5,mikuni,23.0,1.0,晴,23.0,51.0,1.0,2.0,北北東,1.0
6.82,3,2026-06-12,2026-06-12 10:06:27,4,A2,1.0,,37.93,6.05,66.0,7.0,44.3,60.7,,坂元 浩仁,5,大田 直弥,0.02,6.84,6,-0.5,mikuni,23.0,1.0,晴,23.0,53.1,0.0,2.0,北北東,1.0
6.8,4,2026-06-12,2026-06-12 10:06:27,5,A2,1.0,,37.47,5.77,61.0,18.0,38.5,43.1,,中野 希一,5,真庭 明志,0.04,6.74,2,0.0,mikuni,23.0,1.0,晴,23.0,52.1,0.0,2.0,北北東,1.0
6.78,5,2026-06-12,2026-06-12 10:06:27,6,B2,1.0,,36.87,5.53,57.0,14.0,39.3,62.3,,小林 孝彰,5,毒島 誠,0.02,6.77,3,-0.5,mikuni,23.0,1.0,晴,23.0,52.8,0.0,2.0,北北東,1.0
6.75,1,2026-06-12,2026-06-12 10:32:00,1,B1,0.0,,37.12,5.57,47.0,45.0,17.9,29.8,,沼田 大都,6,寺嶋 雄,0.05,6.81,4,0.0,mikuni,23.0,4.0,晴,23.0,52.0,0.0,2.0,北北東,4.0
6.75,2,2026-06-12,2026-06-12 10:32:00,2,A2,0.0,,37.18,5.6,51.0,5.0,45.0,68.3,,小林 文彦,6,乙藤 智史,0.15,6.75,1,0.0,mikuni,23.0,4.0,晴,23.0,54.5,0.0,2.0,北北東,4.0
6.8,3,2026-06-12,2026-06-12 10:32:00,3,A2,0.0,,37.9,5.92,41.0,44.0,19.4,44.8,,井上 慧人,6,松本 一毅,0.21,6.87,6,-0.5,mikuni,23.0,4.0,晴,23.0,52.0,0.0,2.0,北北東,4.0
6.75,4,2026-06-12,2026-06-12 10:32:00,4,A1,0.0,,37.47,5.68,25.0,28.0,32.3,41.5,,杉山 太陽,6,吉田 俊彦,0.19,6.81,4,0.0,mikuni,23.0,4.0,晴,23.0,52.0,0.0,2.0,北北東,4.0
6.77,5,2026-06-12,2026-06-12 10:32:00,5,B1,0.0,,37.42,5.83,54.0,4.0,45.5,58.2,,江本 真治,6,川北 浩貴,0.14,6.79,3,-0.5,mikuni,23.0,4.0,晴,23.0,52.0,0.0,2.0,北北東,4.0
6.82,6,2026-06-12,2026-06-12 10:32:00,6,B1,0.0,,38.18,5.98,44.0,2.0,48.2,67.9,,野村 誠,6,岸蔭 亮,0.12,6.77,2,0.0,mikuni,23.0,4.0,晴,23.0,53.0,0.0,2.0,北北東,4.0
6.72,1,2026-06-12,2026-06-12 10:58:58,1,B2,0.0,,37.58,6.07,27.0,21.0,36.9,52.3,,西川 拓利,7,眞崎 武蔵,-0.03,6.8,3,0.0,mikuni,23.0,1.0,晴,23.0,52.2,0.0,2.0,北北東,1.0
6.88,2,2026-06-12,2026-06-12 10:58:58,2,A2,0.0,,38.63,6.2,45.0,3.0,45.6,64.9,,泉 啓文,7,松本 博昭,0.23,6.74,1,0.0,mikuni,23.0,1.0,晴,23.0,54.5,0.0,2.0,北北東,1.0
6.82,3,2026-06-12,2026-06-12 10:58:58,3,A1,0.0,,37.85,5.88,39.0,41.0,23.4,51.6,,谷口 丞,7,小池 公生,0.19,6.82,4,-0.5,mikuni,23.0,1.0,晴,23.0,51.5,0.5,2.0,北北東,1.0
6.77,4,2026-06-12,2026-06-12 10:58:58,4,A2,0.0,,37.28,5.68,30.0,6.0,45.0,66.7,,宮田 龍馬,7,村上 功祐,0.12,6.83,5,-0.5,mikuni,23.0,1.0,晴,23.0,56.0,0.0,2.0,北北東,1.0
