chokusen,course,date,fetched_at,frame,grade,has_start_change,is_normal_course,lap1,mawari,motor_no,motor_rank,motor_rate2,motor_rate3,parts_exchange,prev_user,race,racer,start_timing,tenji,tenji_rank,tilt,venue,water_degree,wave_height,weather,weather_degree,weight,weight_adjust,wind_direction,wind_direction_text,wind_speed
7.67,1.0,2026-05-01,2026-05-15 03:14:36,1,A1,0.0,,36.63,5.3,49.0,17.0,36.3,50.4,,寺田 千恵,1,安河内 将,0.01,6.67,2,-0.5,karatsu,18.0,2.0,晴,17.0,52.0,0.0,2.0,北北東,2.0
7.6,2.0,2026-05-01,2026-05-15 03:14:36,2,B1,0.0,,37.13,5.73,28.0,7.0,42.5,56.7,,前田 紗希,1,田中 宏典,-0.02,6.67,2,-0.5,karatsu,18.0,2.0,晴,17.0,53.5,0.0,2.0,北北東,2.0
7.77,3.0,2026-05-01,2026-05-15 03:14:36,3,B1,0.0,,36.93,5.63,25.0,14.0,38.3,55.0,,藤原 早菜,1,高橋 龍治,-0.01,6.68,4,0.0,karatsu,18.0,2.0,晴,17.0,54.5,0.0,2.0,北北東,2.0
7.77,4.0,2026-05-01,2026-05-15 03:14:36,4,B2,0.0,,37.37,5.93,21.0,16.0,36.4,47.9,,,1,小柳 勝希,-0.02,6.61,1,0.0,karatsu,18.0,2.0,晴,17.0,51.0,1.0,2.0,北北東,2.0
7.87,5.0,2026-05-01,2026-05-15 03:14:36,5,B1,0.0,,36.99,5.7,41.0,43.0,28.5,51.1,,,1,岩永 節也,-0.03,6.69,5,-0.5,karatsu,18.0,2.0,晴,17.0,52.0,0.0,2.0,北北東,2.0
7.77,6.0,2026-05-01,2026-05-15 03:14:36,6,B1,0.0,,37.11,5.67,34.0,41.0,29.1,44.7,,田中 勇輔,1,松江 秀徳,-0.11,6.7,6,0.0,karatsu,18.0,2.0,晴,17.0,54.3,0.0,2.0,北北東,2.0
7.73,1.0,2026-05-01,2026-05-15 03:14:42,1,A1,0.0,,36.85,5.33,42.0,10.0,39.8,52.3,,,2,高田 明,0.02,6.68,4,-0.5,karatsu,18.0,2.0,晴,18.0,51.0,1.0,2.0,北北東,2.0
7.73,2.0,2026-05-01,2026-05-15 03:14:42,2,A1,0.0,,36.73,5.36,20.0,24.0,35.3,52.9,,藤田 美代,2,定松 勇樹,0.22,6.62,2,-0.5,karatsu,18.0,2.0,晴,18.0,52.8,0.0,2.0,北北東,2.0
7.71,3.0,2026-05-01,2026-05-15 03:14:42,3,B1,0.0,,37.23,5.5,38.0,46.0,25.0,41.7,,,2,岡部 大輔,0.08,6.72,6,0.0,karatsu,18.0,2.0,晴,18.0,52.0,0.0,2.0,北北東,2.0
7.56,4.0,2026-05-01,2026-05-15 03:14:42,4,B1,0.0,,37.66,5.78,24.0,26.0,33.8,54.7,,,2,桑原 啓,0.16,6.66,3,-0.5,karatsu,18.0,2.0,晴,18.0,52.6,0.0,2.0,北北東,2.0
