venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-05-13,9,4,桑島 和宏,,2026-05-15 01:22:09,35,50.0,100.0,16,
edogawa,2026-05-13,9,5,永田 秀二,,2026-05-15 01:22:09,41,50.0,50.0,17,
edogawa,2026-05-13,9,6,山口 達也,,2026-05-15 01:22:09,43,50.0,50.0,13,
edogawa,2026-05-13,10,1,小池 修平,,2026-05-15 01:22:14,31,66.7,66.7,9,
edogawa,2026-05-13,10,2,金田 智博,,2026-05-15 01:22:14,26,0.0,33.3,53,
edogawa,2026-05-13,10,3,津久井 拓也,,2026-05-15 01:22:14,63,0.0,0.0,45,
edogawa,2026-05-13,10,4,飯山 泰,,2026-05-15 01:22:14,46,0.0,50.0,38,
edogawa,2026-05-13,10,5,和田 操拓,,2026-05-15 01:22:14,38,50.0,50.0,10,
edogawa,2026-05-13,10,6,長田 頼宗,,2026-05-15 01:22:14,52,0.0,33.3,42,
edogawa,2026-05-13,11,1,池永 太,,2026-05-15 01:22:18,39,0.0,0.0,32,
edogawa,2026-05-13,11,2,小原 聡将,,2026-05-15 01:22:18,21,0.0,33.3,35,
edogawa,2026-05-13,11,3,片岡 雅裕,,2026-05-15 01:22:18,34,50.0,50.0,11,
edogawa,2026-05-13,11,4,渡邉 雄朗,,2026-05-15 01:22:18,40,50.0,50.0,14,
edogawa,2026-05-13,11,5,上村 純一,,2026-05-15 01:22:18,47,0.0,0.0,46,
edogawa,2026-05-13,11,6,坂元 浩仁,,2026-05-15 01:22:18,13,66.7,66.7,6,
edogawa,2026-05-13,12,1,山田 康二,,2026-05-15 01:22:22,36,50.0,50.0,12,
edogawa,2026-05-13,12,2,権藤 俊光,,2026-05-15 01:22:22,51,0.0,0.0,31,
edogawa,2026-05-13,12,3,佐藤 大佑,,2026-05-15 01:22:22,25,33.3,33.3,27,
edogawa,2026-05-13,12,4,須藤 博倫,,2026-05-15 01:22:22,29,33.3,66.7,19,
edogawa,2026-05-13,12,5,平尾 崇典,,2026-05-15 01:22:22,33,66.7,66.7,7,
edogawa,2026-05-13,12,6,井上 一輝,,2026-05-15 01:22:22,37,50.0,50.0,15,
