venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-05-13,1,1,飯山 泰,,2026-05-15 01:21:30,46,0.0,50.0,38,
edogawa,2026-05-13,1,2,濱野 斗馬,,2026-05-15 01:21:30,32,0.0,0.0,51,
edogawa,2026-05-13,1,3,向後 龍一,,2026-05-15 01:21:30,27,33.3,33.3,26,
edogawa,2026-05-13,1,4,枝尾 賢,,2026-05-15 01:21:30,15,33.3,33.3,28,
edogawa,2026-05-13,1,5,渡邉 雄朗,,2026-05-15 01:21:30,40,50.0,50.0,14,
edogawa,2026-05-13,1,6,高田 明,,2026-05-15 01:21:30,56,66.7,66.7,4,
edogawa,2026-05-13,2,1,佐藤 悠,,2026-05-15 01:21:36,49,66.7,100.0,3,
edogawa,2026-05-13,2,2,酒見 峻介,,2026-05-15 01:21:36,28,0.0,66.7,43,
edogawa,2026-05-13,2,3,小池 修平,,2026-05-15 01:21:36,31,66.7,66.7,9,
edogawa,2026-05-13,2,4,杉山 正樹,,2026-05-15 01:21:36,60,0.0,33.3,40,
edogawa,2026-05-13,2,5,小林 泰,,2026-05-15 01:21:36,45,0.0,50.0,49,
edogawa,2026-05-13,2,6,桑島 和宏,,2026-05-15 01:21:36,35,50.0,100.0,16,
edogawa,2026-05-13,3,1,黒柳 浩孝,,2026-05-15 01:21:40,11,33.3,66.7,20,
edogawa,2026-05-13,3,2,永田 秀二,,2026-05-15 01:21:40,41,50.0,50.0,17,
edogawa,2026-05-13,3,3,金田 智博,,2026-05-15 01:21:40,26,0.0,33.3,53,
edogawa,2026-05-13,3,4,岡村 仁,,2026-05-15 01:21:40,30,0.0,0.0,37,
edogawa,2026-05-13,3,5,福来 剛,,2026-05-15 01:21:40,53,0.0,33.3,29,
edogawa,2026-05-13,3,6,平尾 崇典,,2026-05-15 01:21:40,33,66.7,66.7,7,
edogawa,2026-05-13,4,1,上原 崚,,2026-05-15 01:21:46,18,0.0,0.0,30,
edogawa,2026-05-13,4,2,山口 達也,,2026-05-15 01:21:46,43,50.0,50.0,13,
edogawa,2026-05-13,4,3,須藤 博倫,,2026-05-15 01:21:46,29,33.3,66.7,19,
edogawa,2026-05-13,4,4,中野 次郎,,2026-05-15 01:21:46,24,0.0,33.3,47,
edogawa,2026-05-13,4,5,西岡 顕心,,2026-05-15 01:21:46,16,33.3,33.3,24,
edogawa,2026-05-13,4,6,荒井 翔伍,,2026-05-15 01:21:46,50,33.3,33.3,21,
edogawa,2026-05-13,5,1,南 佑典,,2026-05-15 01:21:50,48,0.0,0.0,39,
edogawa,2026-05-13,5,2,和田 操拓,,2026-05-15 01:21:50,38,50.0,50.0,10,
edogawa,2026-05-13,5,3,山田 康二,,2026-05-15 01:21:50,36,50.0,50.0,12,
edogawa,2026-05-13,5,4,上村 純一,,2026-05-15 01:21:50,47,0.0,0.0,46,
edogawa,2026-05-13,5,5,栗城 匠,,2026-05-15 01:21:50,55,0.0,0.0,34,
edogawa,2026-05-13,5,6,森作 雄大,,2026-05-15 01:21:50,22,33.3,66.7,18,
edogawa,2026-05-13,6,1,馬場 剛,,2026-05-15 01:21:55,54,33.3,33.3,25,
edogawa,2026-05-13,6,2,池永 太,,2026-05-15 01:21:55,39,0.0,0.0,32,
edogawa,2026-05-13,6,3,末永 由楽,,2026-05-15 01:21:55,19,0.0,0.0,50,
edogawa,2026-05-13,6,4,松尾 祭,,2026-05-15 01:21:55,57,33.3,33.3,23,
edogawa,2026-05-13,6,5,井上 一輝,,2026-05-15 01:21:55,37,50.0,50.0,15,
edogawa,2026-05-13,6,6,飛田 江己,,2026-05-15 01:21:55,12,100.0,100.0,2,
edogawa,2026-05-13,7,1,是澤 孝宏,,2026-05-15 01:21:59,23,0.0,0.0,33,
edogawa,2026-05-13,7,2,小林 泰,,2026-05-15 01:21:59,45,0.0,50.0,49,
edogawa,2026-05-13,7,3,湯川 浩司,,2026-05-15 01:21:59,58,33.3,33.3,22,
edogawa,2026-05-13,7,4,鳥居塚 孝博,,2026-05-15 01:21:59,17,0.0,33.3,48,
edogawa,2026-05-13,7,5,大池 佑来,,2026-05-15 01:21:59,61,66.7,66.7,5,
edogawa,2026-05-13,7,6,片岡 雅裕,,2026-05-15 01:21:59,34,50.0,50.0,11,
edogawa,2026-05-13,8,1,北野 輝季,,2026-05-15 01:22:04,20,0.0,33.3,36,
edogawa,2026-05-13,8,2,佐藤 隆太郎,,2026-05-15 01:22:04,14,0.0,0.0,41,
edogawa,2026-05-13,8,3,岡村 仁,,2026-05-15 01:22:04,30,0.0,0.0,37,
edogawa,2026-05-13,8,4,向後 龍一,,2026-05-15 01:22:04,27,33.3,33.3,26,
edogawa,2026-05-13,8,5,酒見 峻介,,2026-05-15 01:22:04,28,0.0,66.7,43,
edogawa,2026-05-13,8,6,山田 亮太,,2026-05-15 01:22:04,62,66.7,66.7,8,
edogawa,2026-05-13,9,1,濱野 斗馬,,2026-05-15 01:22:09,32,0.0,0.0,51,
edogawa,2026-05-13,9,2,前沢 丈史,,2026-05-15 01:22:09,59,0.0,33.3,44,
edogawa,2026-05-13,9,3,安達 裕樹,,2026-05-15 01:22:09,10,0.0,0.0,52,
