venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-04-16,1,1,武田 正紀,,2026-05-15 01:06:06,16,30.5,44.9,33,大森 翼
edogawa,2026-04-16,1,2,米田 隆弘,,2026-05-15 01:06:06,31,38.8,56.9,7,榮田 将彦
edogawa,2026-04-16,1,3,幸田 智裕,,2026-05-15 01:06:06,28,28.2,46.3,38,中村 裕将
edogawa,2026-04-16,1,4,中田 友也,,2026-05-15 01:06:06,45,27.4,41.8,40,佐藤 謙史朗
edogawa,2026-04-16,1,5,西尾 亮輔,,2026-05-15 01:06:06,50,27.5,47.2,39,小野 京平
edogawa,2026-04-16,1,6,熊倉 幹太,,2026-05-15 01:06:06,10,23.7,37.4,46,北中 元樹
edogawa,2026-04-16,2,1,藤原 仙二,,2026-05-15 01:06:11,56,45.2,57.5,2,鋤柄 貴俊
edogawa,2026-04-16,2,2,山口 亮,,2026-05-15 01:06:11,25,25.6,39.6,44,井上 慧人
edogawa,2026-04-16,2,3,小野 達哉,,2026-05-15 01:06:11,52,29.7,44.1,35,柴田 大輔
edogawa,2026-04-16,2,4,山道 諄也,,2026-05-15 01:06:11,37,31.9,49.4,22,花本 剛
edogawa,2026-04-16,2,5,吉川 勇作,,2026-05-15 01:06:11,55,38.6,59.6,8,福島 勇樹
edogawa,2026-04-16,2,6,小川 竜太朗,,2026-05-15 01:06:11,46,31.2,47.0,29,市橋 卓士
edogawa,2026-04-16,3,1,坪井 爽佑,,2026-05-15 01:06:18,47,29.0,52.0,36,坂井 滉哉
edogawa,2026-04-16,3,2,小坂 尚哉,,2026-05-15 01:06:18,34,31.6,44.4,26,篠原 飛翔
edogawa,2026-04-16,3,3,山下 流心,,2026-05-15 01:06:18,57,33.8,54.3,16,是澤 孝宏
edogawa,2026-04-16,3,4,佐藤 大佑,,2026-05-15 01:06:18,30,23.1,35.6,47,松尾 祭
edogawa,2026-04-16,3,5,秋田 健太郎,,2026-05-15 01:06:18,15,28.6,45.6,37,三角 哲男
edogawa,2026-04-16,3,6,増田 進,,2026-05-15 01:06:18,36,35.9,55.4,11,東 潤樹
edogawa,2026-04-16,4,1,上原 健次郎,,2026-05-15 01:06:23,59,33.2,48.7,19,伊藤 雄二
edogawa,2026-04-16,4,2,島村 隆幸,,2026-05-15 01:06:23,48,42.6,54.7,4,中田 元泰
edogawa,2026-04-16,4,3,藤山 翔大,,2026-05-15 01:06:23,58,30.8,47.1,30,宮崎 心之介
edogawa,2026-04-16,4,4,松井 貫太,,2026-05-15 01:06:23,70,26.3,41.7,43,有山 望
edogawa,2026-04-16,4,5,片岡 秀樹,,2026-05-15 01:06:23,49,37.0,50.7,10,田中 堅
edogawa,2026-04-16,4,6,金子 怜央,,2026-05-15 01:06:23,21,32.5,46.4,21,芦澤 望
edogawa,2026-04-16,5,1,西尾 亮輔,,2026-05-15 01:06:29,50,27.5,47.2,39,小野 京平
edogawa,2026-04-16,5,2,澤 大介,,2026-05-15 01:06:29,69,44.8,60.4,3,上田 隆章
edogawa,2026-04-16,5,3,妹尾 忠幸,,2026-05-15 01:06:29,38,31.6,48.2,23,石岡 将太
edogawa,2026-04-16,5,4,田川 大貴,,2026-05-15 01:06:29,51,31.4,46.5,27,照屋 厚仁
edogawa,2026-04-16,5,5,川合 理司,,2026-05-15 01:06:29,62,38.9,54.0,6,植田 太一
edogawa,2026-04-16,5,6,西原 明生,,2026-05-15 01:06:29,68,24.1,37.2,45,金田 智博
edogawa,2026-04-16,6,1,柳橋 宏紀,,2026-05-15 01:06:34,14,30.6,44.0,32,佐藤 大介
edogawa,2026-04-16,6,2,小野 達哉,,2026-05-15 01:06:34,52,29.7,44.1,35,柴田 大輔
edogawa,2026-04-16,6,3,高橋 英之,,2026-05-15 01:06:34,40,38.2,49.8,9,早川 颯太
edogawa,2026-04-16,6,4,米田 隆弘,,2026-05-15 01:06:34,31,38.8,56.9,7,榮田 将彦
edogawa,2026-04-16,6,5,岩橋 裕馬,,2026-05-15 01:06:34,27,33.2,46.7,20,岡 祐臣
edogawa,2026-04-16,6,6,黄金井 力良,,2026-05-15 01:06:34,60,35.6,54.9,13,吉川 貴仁
edogawa,2026-04-16,7,1,石渡 翔一郎,,2026-05-15 01:06:39,41,34.2,47.5,15,森定 晃史
edogawa,2026-04-16,7,2,栗原 直也,,2026-05-15 01:06:39,18,34.8,51.3,14,齋藤 勇
edogawa,2026-04-16,7,3,小坂 尚哉,,2026-05-15 01:06:39,34,31.6,44.4,26,篠原 飛翔
edogawa,2026-04-16,7,4,八戸 琉楓,,2026-05-15 01:06:39,29,22.8,36.3,48,村本 大成
edogawa,2026-04-16,7,5,金山 立樹,,2026-05-15 01:06:39,24,27.0,40.0,42,山本 景士郎
edogawa,2026-04-16,7,6,吉川 勇作,,2026-05-15 01:06:39,55,38.6,59.6,8,福島 勇樹
edogawa,2026-04-16,8,1,片岡 秀樹,,2026-05-15 01:06:43,49,37.0,50.7,10,田中 堅
edogawa,2026-04-16,8,2,上之 晃弘,,2026-05-15 01:06:43,67,30.8,48.3,31,仲本 舜
edogawa,2026-04-16,8,3,坪井 爽佑,,2026-05-15 01:06:43,47,29.0,52.0,36,坂井 滉哉
edogawa,2026-04-16,8,4,藤原 仙二,,2026-05-15 01:06:43,56,45.2,57.5,2,鋤柄 貴俊
edogawa,2026-04-16,8,5,松田 淳平,,2026-05-15 01:06:43,54,31.6,46.2,25,中野 次郎
edogawa,2026-04-16,8,6,幸田 智裕,,2026-05-15 01:06:43,28,28.2,46.3,38,中村 裕将
edogawa,2026-04-16,9,1,三嶌 誠司,,2026-05-15 01:06:48,22,33.3,45.2,18,鈴木 猛
edogawa,2026-04-16,9,2,増田 進,,2026-05-15 01:06:48,36,35.9,55.4,11,東 潤樹
edogawa,2026-04-16,9,3,中田 友也,,2026-05-15 01:06:48,45,27.4,41.8,40,佐藤 謙史朗
edogawa,2026-04-16,9,4,藤山 翔大,,2026-05-15 01:06:48,58,30.8,47.1,30,宮崎 心之介
edogawa,2026-04-16,9,5,山道 諄也,,2026-05-15 01:06:48,37,31.9,49.4,22,花本 剛
edogawa,2026-04-16,9,6,堀越 雄貴,,2026-05-15 01:06:48,66,35.9,51.7,12,尾形 栄治
edogawa,2026-04-16,10,1,飯島 昌弘,,2026-05-15 01:06:54,61,31.6,49.1,24,金子 猛志
edogawa,2026-04-16,10,2,上原 健次郎,,2026-05-15 01:06:54,59,33.2,48.7,19,伊藤 雄二
edogawa,2026-04-16,10,3,佐藤 大佑,,2026-05-15 01:06:54,30,23.1,35.6,47,松尾 祭
edogawa,2026-04-16,10,4,小川 竜太朗,,2026-05-15 01:06:54,46,31.2,47.0,29,市橋 卓士
edogawa,2026-04-16,10,5,竹之内 極,,2026-05-15 01:06:54,12,31.2,48.4,28,北山 康介
edogawa,2026-04-16,10,6,田川 大貴,,2026-05-15 01:06:54,51,31.4,46.5,27,照屋 厚仁
edogawa,2026-04-16,11,1,船岡 洋一郎,,2026-05-15 01:07:01,13,27.4,39.3,41,木下 虎之輔
edogawa,2026-04-16,11,2,鈴木 章司,,2026-05-15 01:07:01,17,30.4,45.2,34,酒井 俊弘
edogawa,2026-04-16,11,3,郷原 章平,,2026-05-15 01:07:01,63,33.6,51.7,17,松本 庸平
edogawa,2026-04-16,11,4,高橋 英之,,2026-05-15 01:07:01,40,38.2,49.8,9,早川 颯太
edogawa,2026-04-16,11,5,八戸 琉楓,,2026-05-15 01:07:01,29,22.8,36.3,48,村本 大成
edogawa,2026-04-16,11,6,山下 流心,,2026-05-15 01:07:01,57,33.8,54.3,16,是澤 孝宏
edogawa,2026-04-16,12,1,島村 隆幸,,2026-05-15 01:07:05,48,42.6,54.7,4,中田 元泰
edogawa,2026-04-16,12,2,中 亮太,,2026-05-15 01:07:05,71,39.6,52.1,5,萩原 知哉
edogawa,2026-04-16,12,3,石渡 翔一郎,,2026-05-15 01:07:05,41,34.2,47.5,15,森定 晃史
edogawa,2026-04-16,12,4,妹尾 忠幸,,2026-05-15 01:07:05,38,31.6,48.2,23,石岡 将太
edogawa,2026-04-16,12,5,黄金井 力良,,2026-05-15 01:07:05,60,35.6,54.9,13,吉川 貴仁
edogawa,2026-04-16,12,6,松田 淳平,,2026-05-15 01:07:05,54,31.6,46.2,25,中野 次郎
