venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-05-26,1,1,宮内 直哉,,2026-05-26 19:50:09,33,40.0,40.0,18,平尾 崇典
edogawa,2026-05-26,1,2,近藤 颯斗,,2026-05-26 19:50:09,31,66.7,77.8,5,小池 修平
edogawa,2026-05-26,1,3,横田 海人,,2026-05-26 19:50:09,58,40.0,60.0,21,湯川 浩司
edogawa,2026-05-26,1,4,品川 賢次,,2026-05-26 19:50:09,25,30.0,30.0,23,佐藤 大佑
edogawa,2026-05-26,1,5,西山 育,,2026-05-26 19:50:09,35,33.3,55.6,22,桑島 和宏
edogawa,2026-05-26,1,6,山田 和佐,,2026-05-26 19:50:09,34,50.0,50.0,11,片岡 雅裕
edogawa,2026-05-26,2,1,田中 勇輔,,2026-05-26 19:50:15,38,22.2,44.4,28,和田 操拓
edogawa,2026-05-26,2,2,村岡 賢,,2026-05-26 19:50:15,24,10.0,30.0,40,中野 次郎
edogawa,2026-05-26,2,3,柴田 朋哉,,2026-05-26 19:50:15,26,50.0,60.0,10,金田 智博
edogawa,2026-05-26,2,4,吉川 晴人,,2026-05-26 19:50:15,67,0.0,0.0,45,
edogawa,2026-05-26,2,5,石田 勇斗,,2026-05-26 19:50:15,19,20.0,20.0,33,末永 由楽
edogawa,2026-05-26,2,6,木場 悠介,,2026-05-26 19:50:15,54,40.0,40.0,20,馬場 剛
edogawa,2026-05-26,3,1,後藤 陽介,,2026-05-26 19:50:23,22,20.0,30.0,32,森作 雄大
edogawa,2026-05-26,3,2,岡 暢祐,,2026-05-26 19:50:23,36,44.4,66.7,17,山田 康二
edogawa,2026-05-26,3,3,西舘 健,,2026-05-26 19:50:23,45,22.2,33.3,27,小林 泰
edogawa,2026-05-26,3,4,畑 竜生,,2026-05-26 19:50:23,53,30.0,40.0,24,福来 剛
edogawa,2026-05-26,3,5,菊地 敬介,,2026-05-26 19:50:23,47,44.4,44.4,15,上村 純一
edogawa,2026-05-26,3,6,本村 大,,2026-05-26 19:50:23,39,11.1,33.3,37,池永 太
