venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-05-26,4,1,加木 郁,,2026-05-26 19:50:29,64,0.0,0.0,49,
edogawa,2026-05-26,4,2,平田 健之佑,,2026-05-26 19:50:29,20,20.0,40.0,34,北野 輝季
edogawa,2026-05-26,4,3,桂林 寛,,2026-05-26 19:50:29,37,75.0,87.5,4,井上 一輝
edogawa,2026-05-26,4,4,外崎 悟,,2026-05-26 19:50:29,28,0.0,70.0,44,酒見 峻介
edogawa,2026-05-26,4,5,一色 凌雅,,2026-05-26 19:50:29,71,0.0,50.0,46,
edogawa,2026-05-26,4,6,川上 聡介,,2026-05-26 19:50:29,43,50.0,62.5,8,山口 達也
edogawa,2026-05-26,5,1,小林 一樹,,2026-05-26 19:50:35,29,40.0,60.0,19,須藤 博倫
edogawa,2026-05-26,5,2,宮内 直哉,,2026-05-26 19:50:35,33,40.0,40.0,18,平尾 崇典
edogawa,2026-05-26,5,3,永井 源,,2026-05-26 19:50:35,32,10.0,20.0,41,濱野 斗馬
edogawa,2026-05-26,5,4,岩津 徹郎,,2026-05-26 19:50:35,49,50.0,80.0,7,佐藤 悠
edogawa,2026-05-26,5,5,米本 圭佑,,2026-05-26 19:50:35,14,18.2,36.4,36,佐藤 隆太郎
edogawa,2026-05-26,5,6,本岡 勝利,,2026-05-26 19:50:35,61,27.3,27.3,25,大池 佑来
edogawa,2026-05-26,6,1,香川 陽太,,2026-05-26 19:50:47,50,20.0,40.0,31,荒井 翔伍
edogawa,2026-05-26,6,2,北山 康介,,2026-05-26 19:50:47,23,11.1,22.2,38,是澤 孝宏
edogawa,2026-05-26,6,3,川島 拓郎,,2026-05-26 19:50:47,48,22.2,33.3,29,南 佑典
edogawa,2026-05-26,6,4,石田 勇斗,,2026-05-26 19:50:47,19,20.0,20.0,33,末永 由楽
edogawa,2026-05-26,6,5,近藤 颯斗,,2026-05-26 19:50:47,31,66.7,77.8,5,小池 修平
edogawa,2026-05-26,6,6,永嶋 裕一,,2026-05-26 19:50:47,27,55.6,66.7,6,向後 龍一
edogawa,2026-05-26,7,1,柏野 幸二,,2026-05-26 19:50:53,41,44.4,55.6,16,永田 秀二
edogawa,2026-05-26,7,2,吉武 真也,,2026-05-26 19:50:53,51,0.0,14.3,48,権藤 俊光
edogawa,2026-05-26,7,3,村岡 賢,,2026-05-26 19:50:53,24,10.0,30.0,40,中野 次郎
edogawa,2026-05-26,7,4,本村 大,,2026-05-26 19:50:53,39,11.1,33.3,37,池永 太
edogawa,2026-05-26,7,5,益田 啓司,,2026-05-26 19:50:53,65,0.0,0.0,47,
edogawa,2026-05-26,7,6,西山 育,,2026-05-26 19:50:53,35,33.3,55.6,22,桑島 和宏
edogawa,2026-05-26,8,1,角山 雄哉,,2026-05-26 19:50:59,63,9.1,18.2,42,津久井 拓也
edogawa,2026-05-26,8,2,外崎 悟,,2026-05-26 19:50:59,28,0.0,70.0,44,酒見 峻介
edogawa,2026-05-26,8,3,後藤 陽介,,2026-05-26 19:50:59,22,20.0,30.0,32,森作 雄大
edogawa,2026-05-26,8,4,中澤 和志,,2026-05-26 19:50:59,68,100.0,100.0,3,
edogawa,2026-05-26,8,5,品川 賢次,,2026-05-26 19:50:59,25,30.0,30.0,23,佐藤 大佑
edogawa,2026-05-26,8,6,松井 洪弥,,2026-05-26 19:50:59,66,50.0,50.0,9,
edogawa,2026-05-26,9,1,市川 哲也,,2026-05-26 19:51:04,70,0.0,0.0,43,
edogawa,2026-05-26,9,2,中野 夢斗,,2026-05-26 19:51:04,18,45.5,63.6,12,上原 崚
edogawa,2026-05-26,9,3,田中 勇輔,,2026-05-26 19:51:04,38,22.2,44.4,28,和田 操拓
edogawa,2026-05-26,9,4,桂林 寛,,2026-05-26 19:51:04,37,75.0,87.5,4,井上 一輝
edogawa,2026-05-26,9,5,濱崎 誠,,2026-05-26 19:51:04,56,44.4,66.7,14,高田 明
edogawa,2026-05-26,9,6,若林 義人,,2026-05-26 19:51:04,55,10.0,10.0,39,栗城 匠
edogawa,2026-05-26,10,1,柴田 朋哉,,2026-05-26 19:51:08,26,50.0,60.0,10,金田 智博
edogawa,2026-05-26,10,2,川島 拓郎,,2026-05-26 19:51:08,48,22.2,33.3,29,南 佑典
edogawa,2026-05-26,10,3,川上 聡介,,2026-05-26 19:51:08,43,50.0,62.5,8,山口 達也
edogawa,2026-05-26,10,4,永井 源,,2026-05-26 19:51:08,32,10.0,20.0,41,濱野 斗馬
edogawa,2026-05-26,10,5,西舘 健,,2026-05-26 19:51:08,45,22.2,33.3,27,小林 泰
edogawa,2026-05-26,10,6,宇土 泰就,,2026-05-26 19:51:08,16,45.5,63.6,13,西岡 顕心
edogawa,2026-05-26,11,1,濱本 優一,,2026-05-26 19:51:13,57,20.0,30.0,30,松尾 祭
edogawa,2026-05-26,11,2,寺本 重宣,,2026-05-26 19:51:13,69,100.0,100.0,2,
edogawa,2026-05-26,11,3,山田 和佐,,2026-05-26 19:51:13,34,50.0,50.0,11,片岡 雅裕
edogawa,2026-05-26,11,4,岡 暢祐,,2026-05-26 19:51:13,36,44.4,66.7,17,山田 康二
edogawa,2026-05-26,11,5,永嶋 裕一,,2026-05-26 19:51:13,27,55.6,66.7,6,向後 龍一
edogawa,2026-05-26,11,6,平田 健之佑,,2026-05-26 19:51:13,20,20.0,40.0,34,北野 輝季
edogawa,2026-05-26,12,1,北山 康介,,2026-05-26 19:51:19,23,11.1,22.2,38,是澤 孝宏
edogawa,2026-05-26,12,2,柏野 幸二,,2026-05-26 19:51:19,41,44.4,55.6,16,永田 秀二
edogawa,2026-05-26,12,3,小林 一樹,,2026-05-26 19:51:19,29,40.0,60.0,19,須藤 博倫
edogawa,2026-05-26,12,4,吉田 宗弘,,2026-05-26 19:51:19,60,27.3,54.5,26,杉山 正樹
edogawa,2026-05-26,12,5,石倉 洋行,,2026-05-26 19:51:19,17,18.2,63.6,35,鳥居塚 孝博
edogawa,2026-05-26,12,6,菊地 敬介,,2026-05-26 19:51:19,47,44.4,44.4,15,上村 純一
