venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-04-17,1,1,金山 立樹,,2026-05-15 01:07:12,24,27.3,40.3,42,山本 景士郎
edogawa,2026-04-17,1,2,西原 明生,,2026-05-15 01:07:12,68,24.0,37.0,45,金田 智博
edogawa,2026-04-17,1,3,柳橋 宏紀,,2026-05-15 01:07:12,14,30.9,44.2,30,佐藤 大介
edogawa,2026-04-17,1,4,岩橋 裕馬,,2026-05-15 01:07:12,27,33.0,46.5,20,岡 祐臣
edogawa,2026-04-17,1,5,秋田 健太郎,,2026-05-15 01:07:12,15,28.4,45.4,37,三角 哲男
edogawa,2026-04-17,1,6,熊倉 幹太,,2026-05-15 01:07:12,10,23.6,37.3,46,北中 元樹
edogawa,2026-04-17,2,1,米田 隆弘,,2026-05-15 01:07:20,31,38.9,57.3,6,榮田 将彦
edogawa,2026-04-17,2,2,佐藤 大佑,,2026-05-15 01:07:20,30,23.3,36.2,47,松尾 祭
edogawa,2026-04-17,2,3,山下 流心,,2026-05-15 01:07:20,57,33.9,54.8,16,是澤 孝宏
edogawa,2026-04-17,2,4,山口 亮,,2026-05-15 01:07:20,25,25.4,39.9,44,井上 慧人
edogawa,2026-04-17,2,5,幸田 智裕,,2026-05-15 01:07:20,28,28.0,46.3,38,中村 裕将
edogawa,2026-04-17,2,6,三嶌 誠司,,2026-05-15 01:07:20,22,33.2,45.0,19,鈴木 猛
edogawa,2026-04-17,3,1,小野 達哉,,2026-05-15 01:07:25,52,30.4,44.6,34,柴田 大輔
edogawa,2026-04-17,3,2,藤原 仙二,,2026-05-15 01:07:25,56,45.2,57.5,2,鋤柄 貴俊
edogawa,2026-04-17,3,3,鈴木 章司,,2026-05-15 01:07:25,17,30.3,45.0,35,酒井 俊弘
edogawa,2026-04-17,3,4,金子 怜央,,2026-05-15 01:07:25,21,32.4,46.2,21,芦澤 望
edogawa,2026-04-17,3,5,松井 貫太,,2026-05-15 01:07:25,70,26.2,41.5,43,有山 望
edogawa,2026-04-17,3,6,増田 進,,2026-05-15 01:07:25,36,35.6,54.9,12,東 潤樹
edogawa,2026-04-17,4,1,堀越 雄貴,,2026-05-15 01:07:30,66,35.7,51.9,11,尾形 栄治
edogawa,2026-04-17,4,2,川合 理司,,2026-05-15 01:07:30,62,38.8,53.7,7,植田 太一
edogawa,2026-04-17,4,3,栗原 直也,,2026-05-15 01:07:30,18,34.6,51.0,14,齋藤 勇
edogawa,2026-04-17,4,4,八戸 琉楓,,2026-05-15 01:07:30,29,22.6,35.9,48,村本 大成
edogawa,2026-04-17,4,5,妹尾 忠幸,,2026-05-15 01:07:30,38,31.8,48.2,24,石岡 将太
edogawa,2026-04-17,4,6,島村 隆幸,,2026-05-15 01:07:30,48,43.1,55.1,4,中田 元泰
edogawa,2026-04-17,5,1,竹之内 極,,2026-05-15 01:07:36,12,31.0,48.1,28,北山 康介
edogawa,2026-04-17,5,2,西尾 亮輔,,2026-05-15 01:07:36,50,27.7,47.2,40,小野 京平
edogawa,2026-04-17,5,3,秋田 健太郎,,2026-05-15 01:07:36,15,28.4,45.4,37,三角 哲男
edogawa,2026-04-17,5,4,郷原 章平,,2026-05-15 01:07:36,63,33.9,51.9,17,松本 庸平
edogawa,2026-04-17,5,5,小坂 尚哉,,2026-05-15 01:07:36,34,31.7,44.9,26,篠原 飛翔
edogawa,2026-04-17,5,6,吉川 勇作,,2026-05-15 01:07:36,55,38.2,59.1,8,福島 勇樹
edogawa,2026-04-17,6,1,上原 健次郎,,2026-05-15 01:07:42,59,33.3,49.1,18,伊藤 雄二
edogawa,2026-04-17,6,2,石渡 翔一郎,,2026-05-15 01:07:42,41,34.3,47.9,15,森定 晃史
edogawa,2026-04-17,6,3,澤 大介,,2026-05-15 01:07:42,69,44.6,60.6,3,上田 隆章
edogawa,2026-04-17,6,4,武田 正紀,,2026-05-15 01:07:42,16,30.4,44.7,33,大森 翼
edogawa,2026-04-17,6,5,柳橋 宏紀,,2026-05-15 01:07:42,14,30.9,44.2,30,佐藤 大介
edogawa,2026-04-17,6,6,飯島 昌弘,,2026-05-15 01:07:42,61,31.9,49.4,23,金子 猛志
edogawa,2026-04-17,7,1,黄金井 力良,,2026-05-15 01:07:47,60,35.3,54.5,13,吉川 貴仁
edogawa,2026-04-17,7,2,鈴木 章司,,2026-05-15 01:07:47,17,30.3,45.0,35,酒井 俊弘
edogawa,2026-04-17,7,3,船岡 洋一郎,,2026-05-15 01:07:47,13,27.7,39.6,39,木下 虎之輔
edogawa,2026-04-17,7,4,中 亮太,,2026-05-15 01:07:47,71,39.9,52.3,5,萩原 知哉
edogawa,2026-04-17,7,5,坪井 爽佑,,2026-05-15 01:07:47,47,28.7,51.5,36,坂井 滉哉
edogawa,2026-04-17,7,6,熊倉 幹太,,2026-05-15 01:07:47,10,23.6,37.3,46,北中 元樹
edogawa,2026-04-17,8,1,松田 淳平,,2026-05-15 01:07:52,54,31.8,46.2,25,中野 次郎
edogawa,2026-04-17,8,2,藤山 翔大,,2026-05-15 01:07:52,58,31.0,47.1,29,宮崎 心之介
edogawa,2026-04-17,8,3,金山 立樹,,2026-05-15 01:07:52,24,27.3,40.3,42,山本 景士郎
edogawa,2026-04-17,8,4,松井 貫太,,2026-05-15 01:07:52,70,26.2,41.5,43,有山 望
edogawa,2026-04-17,8,5,山口 亮,,2026-05-15 01:07:52,25,25.4,39.9,44,井上 慧人
edogawa,2026-04-17,8,6,中田 友也,,2026-05-15 01:07:52,45,27.6,41.9,41,佐藤 謙史朗
edogawa,2026-04-17,9,1,上之 晃弘,,2026-05-15 01:08:00,67,30.6,48.5,32,仲本 舜
edogawa,2026-04-17,9,2,高橋 英之,,2026-05-15 01:08:00,40,37.9,49.4,9,早川 颯太
edogawa,2026-04-17,9,3,竹之内 極,,2026-05-15 01:08:00,12,31.0,48.1,28,北山 康介
edogawa,2026-04-17,9,4,栗原 直也,,2026-05-15 01:08:00,18,34.6,51.0,14,齋藤 勇
edogawa,2026-04-17,9,5,金子 怜央,,2026-05-15 01:08:00,21,32.4,46.2,21,芦澤 望
edogawa,2026-04-17,9,6,岩橋 裕馬,,2026-05-15 01:08:00,27,33.0,46.5,20,岡 祐臣
edogawa,2026-04-17,10,1,田川 大貴,,2026-05-15 01:08:05,51,31.1,46.1,27,照屋 厚仁
edogawa,2026-04-17,10,2,片岡 秀樹,,2026-05-15 01:08:05,49,37.1,51.1,10,田中 堅
edogawa,2026-04-17,10,3,小川 竜太朗,,2026-05-15 01:08:05,46,30.9,46.5,31,市橋 卓士
edogawa,2026-04-17,10,4,山道 諄也,,2026-05-15 01:08:05,37,32.1,49.4,22,花本 剛
edogawa,2026-04-17,10,5,三嶌 誠司,,2026-05-15 01:08:05,22,33.2,45.0,19,鈴木 猛
edogawa,2026-04-17,10,6,武田 正紀,,2026-05-15 01:08:05,16,30.4,44.7,33,大森 翼
edogawa,2026-04-17,11,1,飯島 昌弘,,2026-05-15 01:08:11,61,31.9,49.4,23,金子 猛志
edogawa,2026-04-17,11,2,妹尾 忠幸,,2026-05-15 01:08:11,38,31.8,48.2,24,石岡 将太
edogawa,2026-04-17,11,3,郷原 章平,,2026-05-15 01:08:11,63,33.9,51.9,17,松本 庸平
edogawa,2026-04-17,11,4,船岡 洋一郎,,2026-05-15 01:08:11,13,27.7,39.6,39,木下 虎之輔
edogawa,2026-04-17,11,5,佐藤 大佑,,2026-05-15 01:08:11,30,23.3,36.2,47,松尾 祭
edogawa,2026-04-17,11,6,小野 達哉,,2026-05-15 01:08:11,52,30.4,44.6,34,柴田 大輔
edogawa,2026-04-17,12,1,島村 隆幸,,2026-05-15 01:08:22,48,43.1,55.1,4,中田 元泰
edogawa,2026-04-17,12,2,小坂 尚哉,,2026-05-15 01:08:22,34,31.7,44.9,26,篠原 飛翔
edogawa,2026-04-17,12,3,中 亮太,,2026-05-15 01:08:22,71,39.9,52.3,5,萩原 知哉
edogawa,2026-04-17,12,4,山下 流心,,2026-05-15 01:08:22,57,33.9,54.8,16,是澤 孝宏
edogawa,2026-04-17,12,5,藤原 仙二,,2026-05-15 01:08:22,56,45.2,57.5,2,鋤柄 貴俊
