venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-04-30,1,1,渡辺 豊,,2026-05-15 01:15:19,22,32.8,45.4,20,三嶌 誠司
edogawa,2026-04-30,1,2,関根 彰人,,2026-05-15 01:15:19,16,29.7,43.9,34,武田 正紀
edogawa,2026-04-30,1,3,高橋 直哉,,2026-05-15 01:15:19,24,28.3,41.2,39,金山 立樹
edogawa,2026-04-30,1,4,小澤 学,,2026-05-15 01:15:19,21,31.6,45.8,26,金子 怜央
edogawa,2026-04-30,1,5,奥平 拓也,,2026-05-15 01:15:19,17,29.6,45.0,35,鈴木 章司
edogawa,2026-04-30,1,6,浅井 翼,,2026-05-15 01:15:19,40,36.5,47.9,11,高橋 英之
edogawa,2026-04-30,2,1,萩原 知哉,,2026-05-15 01:15:24,67,31.1,49.2,29,上之 晃弘
edogawa,2026-04-30,2,2,坂本 一真,,2026-05-15 01:15:24,41,35.1,48.2,13,石渡 翔一郎
edogawa,2026-04-30,2,3,内山 文典,,2026-05-15 01:15:24,36,34.8,53.5,15,増田 進
edogawa,2026-04-30,2,4,三品 隆浩,,2026-05-15 01:15:24,38,32.6,48.7,21,妹尾 忠幸
edogawa,2026-04-30,2,5,宇田川 信一,,2026-05-15 01:15:24,15,27.8,44.0,42,秋田 健太郎
edogawa,2026-04-30,2,6,高橋 勲,,2026-05-15 01:15:24,28,27.9,46.8,40,幸田 智裕
edogawa,2026-04-30,3,1,桑原 将光,,2026-05-15 01:15:47,18,35.0,51.2,14,栗原 直也
edogawa,2026-04-30,3,2,池田 雷太,,2026-05-15 01:15:47,69,43.2,59.5,3,澤 大介
edogawa,2026-04-30,3,3,永田 秀二,,2026-05-15 01:15:47,32,24.1,37.7,48,鶴田 勇雄
edogawa,2026-04-30,3,4,大塚 康雅,,2026-05-15 01:15:47,30,23.2,36.4,49,佐藤 大佑
edogawa,2026-04-30,3,5,磯村 匠,,2026-05-15 01:15:47,71,40.1,52.0,5,中 亮太
edogawa,2026-04-30,3,6,田邉 亮蔵,,2026-05-15 01:15:47,61,31.1,48.4,28,飯島 昌弘
edogawa,2026-04-30,4,1,戸塚 邦好,,2026-05-15 01:15:52,54,31.8,47.3,23,松田 淳平
edogawa,2026-04-30,4,2,大塚 雅治,,2026-05-15 01:15:52,52,29.9,44.4,33,小野 達哉
edogawa,2026-04-30,4,3,高山 弘斗,,2026-05-15 01:15:52,13,28.4,39.8,38,船岡 洋一郎
edogawa,2026-04-30,4,4,早川 颯太,,2026-05-15 01:15:52,39,27.2,45.1,43,宇田川 信一
edogawa,2026-04-30,4,5,上村 宏太,,2026-05-15 01:15:52,37,30.9,48.4,30,山道 諄也
edogawa,2026-04-30,4,6,佐藤 右京,,2026-05-15 01:15:52,51,30.8,45.6,31,田川 大貴
edogawa,2026-04-30,5,1,高橋 直哉,,2026-05-15 01:15:57,24,28.3,41.2,39,金山 立樹
edogawa,2026-04-30,5,2,石渡 翔一郎,,2026-05-15 01:15:57,63,33.9,52.5,17,郷原 章平
edogawa,2026-04-30,5,3,本吉 正樹,,2026-05-15 01:15:57,46,30.1,46.0,32,小川 竜太朗
edogawa,2026-04-30,5,4,関根 彰人,,2026-05-15 01:15:57,16,29.7,43.9,34,武田 正紀
edogawa,2026-04-30,5,5,中島 航,,2026-05-15 01:15:57,12,31.4,48.2,27,竹之内 極
edogawa,2026-04-30,5,6,荒井 翔伍,,2026-05-15 01:15:57,34,31.6,45.6,25,小坂 尚哉
edogawa,2026-04-30,6,1,三品 隆浩,,2026-05-15 01:16:02,38,32.6,48.7,21,妹尾 忠幸
edogawa,2026-04-30,6,2,尾形 栄治,,2026-05-15 01:16:02,66,36.5,52.0,12,堀越 雄貴
edogawa,2026-04-30,6,3,渡辺 豊,,2026-05-15 01:16:02,22,32.8,45.4,20,三嶌 誠司
edogawa,2026-04-30,6,4,尾道 佳諭,,2026-05-15 01:16:02,50,26.6,45.9,45,西尾 亮輔
edogawa,2026-04-30,6,5,多田 有佑,,2026-05-15 01:16:02,56,43.9,56.5,2,藤原 仙二
edogawa,2026-04-30,6,6,森作 雄大,,2026-05-15 01:16:02,27,33.1,46.4,19,岩橋 裕馬
edogawa,2026-04-30,7,1,寺島 吉彦,,2026-05-15 01:16:09,55,38.0,58.6,8,吉川 勇作
edogawa,2026-04-30,7,2,高橋 勲,,2026-05-15 01:16:09,28,27.9,46.8,40,幸田 智裕
edogawa,2026-04-30,7,3,磯村 匠,,2026-05-15 01:16:09,71,40.1,52.0,5,中 亮太
edogawa,2026-04-30,7,4,池田 雷太,,2026-05-15 01:16:09,69,43.2,59.5,3,澤 大介
edogawa,2026-04-30,7,5,齋藤 勇,,2026-05-15 01:16:09,64,27.0,43.0,44,松崎 祐太郎
edogawa,2026-04-30,7,6,港 理樹,,2026-05-15 01:16:09,62,38.1,53.0,7,川合 理司
edogawa,2026-04-30,8,1,山田 亮太,,2026-05-15 01:16:15,58,31.9,47.8,22,藤山 翔大
edogawa,2026-04-30,8,2,大塚 康雅,,2026-05-15 01:16:15,30,23.2,36.4,49,佐藤 大佑
