venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-04-30,8,3,上村 宏太,,2026-05-15 01:16:15,37,30.9,48.4,30,山道 諄也
edogawa,2026-04-30,8,4,萩原 知哉,,2026-05-15 01:16:15,67,31.1,49.2,29,上之 晃弘
edogawa,2026-04-30,8,5,内山 文典,,2026-05-15 01:16:15,36,34.8,53.5,15,増田 進
edogawa,2026-04-30,8,6,奥平 拓也,,2026-05-15 01:16:15,17,29.6,45.0,35,鈴木 章司
edogawa,2026-04-30,9,1,永田 秀二,,2026-05-15 01:16:21,32,24.1,37.7,48,鶴田 勇雄
edogawa,2026-04-30,9,2,小澤 学,,2026-05-15 01:16:21,21,31.6,45.8,26,金子 怜央
edogawa,2026-04-30,9,3,中島 航,,2026-05-15 01:16:21,12,31.4,48.2,27,竹之内 極
edogawa,2026-04-30,9,4,坂本 一真,,2026-05-15 01:16:21,41,35.1,48.2,13,石渡 翔一郎
edogawa,2026-04-30,9,5,早川 颯太,,2026-05-15 01:16:21,39,27.2,45.1,43,宇田川 信一
edogawa,2026-04-30,9,6,本吉 正樹,,2026-05-15 01:16:21,46,30.1,46.0,32,小川 竜太朗
edogawa,2026-04-30,10,1,荒井 翔伍,,2026-05-15 01:16:27,34,31.6,45.6,25,小坂 尚哉
edogawa,2026-04-30,10,2,森作 雄大,,2026-05-15 01:16:27,27,33.1,46.4,19,岩橋 裕馬
edogawa,2026-04-30,10,3,宇田川 信一,,2026-05-15 01:16:27,15,27.8,44.0,42,秋田 健太郎
edogawa,2026-04-30,10,4,桑原 将光,,2026-05-15 01:16:27,18,35.0,51.2,14,栗原 直也
edogawa,2026-04-30,10,5,高山 弘斗,,2026-05-15 01:16:27,13,28.4,39.8,38,船岡 洋一郎
edogawa,2026-04-30,10,6,浅井 翼,,2026-05-15 01:16:27,40,36.5,47.9,11,高橋 英之
edogawa,2026-04-30,11,1,小原 聡将,,2026-05-15 01:16:34,45,28.6,42.9,37,中田 友也
edogawa,2026-04-30,11,2,山本 英志,,2026-05-15 01:16:34,31,39.5,58.0,6,米田 隆弘
edogawa,2026-04-30,11,3,前沢 丈史,,2026-05-15 01:16:34,49,37.4,52.1,9,片岡 秀樹
edogawa,2026-04-30,11,4,伏田 裕隆,,2026-05-15 01:16:34,14,31.8,45.0,24,柳橋 宏紀
edogawa,2026-04-30,11,5,近藤 雄一郎,,2026-05-15 01:16:34,35,27.8,45.2,41,福田 翔吾
edogawa,2026-04-30,11,6,桑島 和宏,,2026-05-15 01:16:34,48,42.7,55.1,4,島村 隆幸
edogawa,2026-04-30,12,1,加藤 政彦,,2026-05-15 01:16:39,60,36.5,55.4,10,黄金井 力良
edogawa,2026-04-30,12,2,飯山 泰,,2026-05-15 01:16:39,59,34.0,49.6,16,上原 健次郎
edogawa,2026-04-30,12,3,品田 直樹,,2026-05-15 01:16:39,47,29.4,52.6,36,坪井 爽佑
edogawa,2026-04-30,12,4,渡邉 雄朗,,2026-05-15 01:16:39,25,26.6,40.9,46,山口 亮
edogawa,2026-04-30,12,5,大池 佑来,,2026-05-15 01:16:39,57,33.8,53.7,18,山下 流心
edogawa,2026-04-30,12,6,澤崎 雄哉,,2026-05-15 01:16:39,70,26.5,42.4,47,松井 貫太
