venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-04-29,1,1,奥平 拓也,,2026-05-15 01:14:10,17,29.7,44.8,35,鈴木 章司
edogawa,2026-04-29,1,2,尾道 佳諭,,2026-05-15 01:14:10,50,26.9,46.3,45,西尾 亮輔
edogawa,2026-04-29,1,3,山田 亮太,,2026-05-15 01:14:10,58,31.3,47.4,27,藤山 翔大
edogawa,2026-04-29,1,4,早川 颯太,,2026-05-15 01:14:10,39,27.4,45.3,43,宇田川 信一
edogawa,2026-04-29,1,5,高山 弘斗,,2026-05-15 01:14:10,13,28.2,39.7,38,船岡 洋一郎
edogawa,2026-04-29,1,6,池田 雷太,,2026-05-15 01:14:10,69,43.6,59.6,3,澤 大介
edogawa,2026-04-29,2,1,中島 航,,2026-05-15 01:14:15,12,31.2,48.2,28,竹之内 極
edogawa,2026-04-29,2,2,桑島 和宏,,2026-05-15 01:14:15,48,42.7,54.7,4,島村 隆幸
edogawa,2026-04-29,2,3,田邉 亮蔵,,2026-05-15 01:14:15,61,31.4,48.8,26,飯島 昌弘
edogawa,2026-04-29,2,4,多田 有佑,,2026-05-15 01:14:15,56,44.3,56.6,2,藤原 仙二
edogawa,2026-04-29,2,5,小澤 学,,2026-05-15 01:14:15,21,31.7,45.9,24,金子 怜央
edogawa,2026-04-29,2,6,宇田川 信一,,2026-05-15 01:14:15,15,27.9,44.2,40,秋田 健太郎
edogawa,2026-04-29,3,1,高橋 直哉,,2026-05-15 01:14:19,24,28.0,41.0,39,金山 立樹
edogawa,2026-04-29,3,2,大池 佑来,,2026-05-15 01:14:19,57,33.6,53.7,18,山下 流心
edogawa,2026-04-29,3,3,寺島 吉彦,,2026-05-15 01:14:19,55,37.9,58.6,8,吉川 勇作
edogawa,2026-04-29,3,4,尾形 栄治,,2026-05-15 01:14:19,66,36.4,52.1,11,堀越 雄貴
