chokusen,course,date,fetched_at,frame,grade,has_start_change,is_normal_course,lap1,mawari,motor_no,motor_rank,motor_rate2,motor_rate3,parts_exchange,prev_user,race,racer,start_timing,tenji,tenji_rank,tilt,venue,water_degree,wave_height,weather,weather_degree,weight,weight_adjust,wind_direction,wind_direction_text,wind_speed
,1.0,2026-05-22,2026-05-22 10:27:13,1,B1,0.0,,37.09,11.47,51,46,0.0,0.0,,中西 月輝,1,大森 翼,-0.04,6.87,3.0,0.0,amagasaki,23.3,0.0,晴,24.5,52.0,0.0,10.0,南南西,1.0
,2.0,2026-05-22,2026-05-22 10:27:13,2,B2,0.0,,36.58,11.25,53,44,0.0,0.0,,佐藤 大佑,1,一色 颯輝,-0.12,6.88,4.0,0.0,amagasaki,23.3,0.0,晴,24.5,54.1,0.0,10.0,南南西,1.0
,3.0,2026-05-22,2026-05-22 10:27:13,3,A1,0.0,,37.04,11.29,44,28,20.0,40.0,,芝田 浩治,1,井本 昌也,-0.06,6.86,2.0,0.0,amagasaki,23.3,0.0,晴,24.5,52.3,0.0,10.0,南南西,1.0
,4.0,2026-05-22,2026-05-22 10:27:13,4,B1,0.0,,37.33,11.47,47,25,26.1,56.5,,,1,垂水 悠,0.03,6.89,5.0,0.0,amagasaki,23.3,0.0,晴,24.5,55.1,0.0,10.0,南南西,1.0
,5.0,2026-05-22,2026-05-22 10:27:13,5,B1,0.0,,37.86,11.99,50,27,21.7,47.8,,小山 勉,1,屋良 龍紀,0.23,6.93,6.0,0.0,amagasaki,23.3,0.0,晴,24.5,51.5,0.5,10.0,南南西,1.0
,6.0,2026-05-22,2026-05-22 10:27:13,6,B1,0.0,,37.64,11.81,16,16,35.0,65.0,,古結 宏,1,山口 晃朋,-0.02,6.81,1.0,0.0,amagasaki,23.3,0.0,晴,24.5,52.1,0.0,10.0,南南西,1.0
,1.0,2026-05-22,2026-05-22 10:49:20,1,B1,0.0,,37.51,11.56,58,8,41.7,45.8,,森安 弘雅,2,野田 昇吾,,6.84,2.0,-0.5,amagasaki,23.4,0.0,曇り,24.5,56.0,0.0,14.0,西北西,3.0
,2.0,2026-05-22,2026-05-22 10:49:20,2,B1,0.0,,37.78,11.48,17,19,31.8,40.9,,馬袋 義則,2,岡崎 凪汰,0.07,6.84,2.0,0.0,amagasaki,23.4,0.0,曇り,24.5,52.4,0.0,14.0,西北西,3.0
,3.0,2026-05-22,2026-05-22 10:49:20,3,B1,0.0,,37.32,11.56,4,6,47.8,60.9,,重木 輝彦,2,藤森 拓海,0.03,6.85,5.0,0.0,amagasaki,23.4,0.0,曇り,24.5,54.0,0.0,14.0,西北西,3.0
,4.0,2026-05-22,2026-05-22 10:49:20,4,B2,0.0,,37.88,12.04,56,47,0.0,38.5,,中島 昂章,2,近藤 来希,0.25,6.81,1.0,0.0,amagasaki,23.4,0.0,曇り,24.5,50.5,1.5,14.0,西北西,3.0
,5.0,2026-05-22,2026-05-22 10:49:20,5,B1,0.0,,37.88,11.78,54,9,41.7,45.8,,松下 直也,2,牧村 俊輝,0.18,6.88,6.0,0.0,amagasaki,23.4,0.0,曇り,24.5,52.7,0.0,14.0,西北西,3.0
,6.0,2026-05-22,2026-05-22 10:49:20,6,B2,0.0,,37.83,11.97,57,15,37.5,58.3,,高橋 正男,2,上岡 巧汰,0.11,6.84,2.0,0.0,amagasaki,23.4,0.0,曇り,24.5,52.5,0.0,14.0,西北西,3.0
,,2026-05-22,2026-05-22 11:19:41,1,,,,,,62,26,21.7,30.4,,大崎 翔,3,大久保 佑香,,,,,amagasaki,,,,,,,,,
,,2026-05-22,2026-05-22 11:19:41,2,,,,,,52,41,8.3,8.3,,常盤 海心,3,佐竹 太一,,,,,amagasaki,,,,,,,,,
,,2026-05-22,2026-05-22 11:19:41,3,,,,,,29,5,50.0,56.7,,鈴谷 一平,3,岡部 大輝,,,,,amagasaki,,,,,,,,,
,,2026-05-22,2026-05-22 11:19:41,4,,,,,,8,30,18.2,36.4,,安田 政彦,3,森永 淳,,,,,amagasaki,,,,,,,,,
,,2026-05-22,2026-05-22 11:19:41,5,,,,,,15,14,37.5,45.8,,,3,藤岡 俊介,,,,,amagasaki,,,,,,,,,
,,2026-05-22,2026-05-22 11:19:41,6,,,,,,6,29,19.1,42.9,,奥平 拓也,3,和田 兼輔,,,,,amagasaki,,,,,,,,,
,1.0,2026-05-22,2026-05-22 11:43:36,1,B1,1.0,,37.37,11.58,63,12,38.1,47.6,,福岡 泉水,4,網代 良芽,-0.01,6.77,1.0,0.0,amagasaki,23.5,0.0,晴,25.2,52.0,0.0,17.0,不明,0.0
