venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-05-12,8,6,,,2026-05-15 01:21:05,60,0.0,0.0,27,
edogawa,2026-05-12,9,1,,,2026-05-15 01:21:09,40,0.0,0.0,38,
edogawa,2026-05-12,9,2,黒柳 浩孝,,2026-05-15 01:21:09,11,0.0,0.0,18,
edogawa,2026-05-12,9,3,南 佑典,,2026-05-15 01:21:09,48,0.0,0.0,29,
edogawa,2026-05-12,9,4,和田 操拓,,2026-05-15 01:21:09,38,0.0,0.0,17,
edogawa,2026-05-12,9,5,,,2026-05-15 01:21:09,14,0.0,0.0,32,
edogawa,2026-05-12,9,6,,,2026-05-15 01:21:09,51,0.0,0.0,22,
edogawa,2026-05-12,10,1,,,2026-05-15 01:21:14,34,0.0,0.0,41,
edogawa,2026-05-12,10,2,桑島 和宏,,2026-05-15 01:21:14,35,100.0,100.0,3,
edogawa,2026-05-12,10,3,,,2026-05-15 01:21:14,13,0.0,0.0,46,
edogawa,2026-05-12,10,4,山田 亮太,,2026-05-15 01:21:14,62,100.0,100.0,6,
edogawa,2026-05-12,10,5,高田 明,,2026-05-15 01:21:14,56,100.0,100.0,2,
edogawa,2026-05-12,10,6,馬場 剛,,2026-05-15 01:21:14,54,100.0,100.0,8,
edogawa,2026-05-12,11,1,,,2026-05-15 01:21:19,53,0.0,0.0,16,
edogawa,2026-05-12,11,2,,,2026-05-15 01:21:19,63,0.0,0.0,36,
edogawa,2026-05-12,11,3,,,2026-05-15 01:21:19,37,0.0,0.0,14,
edogawa,2026-05-12,11,4,永田 秀二,,2026-05-15 01:21:19,41,100.0,100.0,7,
edogawa,2026-05-12,11,5,飛田 江己,,2026-05-15 01:21:19,12,100.0,100.0,5,
edogawa,2026-05-12,11,6,安達 裕樹,,2026-05-15 01:21:19,10,0.0,0.0,49,
edogawa,2026-05-12,12,1,,,2026-05-15 01:21:24,58,0.0,0.0,39,
edogawa,2026-05-12,12,2,平尾 崇典,,2026-05-15 01:21:24,33,50.0,50.0,13,
edogawa,2026-05-12,12,3,,,2026-05-15 01:21:24,52,0.0,0.0,45,
edogawa,2026-05-12,12,4,前沢 丈史,,2026-05-15 01:21:24,59,0.0,0.0,42,
edogawa,2026-05-12,12,5,池永 太,,2026-05-15 01:21:24,39,0.0,0.0,43,
edogawa,2026-05-12,12,6,西岡 顕心,,2026-05-15 01:21:24,16,50.0,50.0,10,
