venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-05-11,1,1,,,2026-05-15 01:17:52,21,,,16,
edogawa,2026-05-11,1,2,,,2026-05-15 01:17:52,19,,,36,
edogawa,2026-05-11,1,3,,,2026-05-15 01:17:52,12,,,49,
edogawa,2026-05-11,1,4,,,2026-05-15 01:17:52,54,,,4,
edogawa,2026-05-11,1,5,,,2026-05-15 01:17:52,23,,,28,
edogawa,2026-05-11,1,6,,,2026-05-15 01:17:52,20,,,45,
edogawa,2026-05-11,2,1,,,2026-05-15 01:17:56,22,,,5,
edogawa,2026-05-11,2,2,,,2026-05-15 01:17:56,56,,,51,
edogawa,2026-05-11,2,3,,,2026-05-15 01:17:56,16,,,30,
edogawa,2026-05-11,2,4,,,2026-05-15 01:17:56,18,,,42,
edogawa,2026-05-11,2,5,,,2026-05-15 01:17:56,26,,,52,
edogawa,2026-05-11,2,6,,,2026-05-15 01:17:56,27,,,12,
edogawa,2026-05-11,3,1,,,2026-05-15 01:18:01,28,,,25,
edogawa,2026-05-11,3,2,,,2026-05-15 01:18:01,46,,,22,
edogawa,2026-05-11,3,3,,,2026-05-15 01:18:01,41,,,29,
edogawa,2026-05-11,3,4,,,2026-05-15 01:18:01,33,,,13,
edogawa,2026-05-11,3,5,,,2026-05-15 01:18:01,11,,,3,
edogawa,2026-05-11,3,6,,,2026-05-15 01:18:01,32,,,18,
edogawa,2026-05-11,4,1,,,2026-05-15 01:18:06,15,,,11,
edogawa,2026-05-11,4,2,,,2026-05-15 01:18:06,24,,,19,
edogawa,2026-05-11,4,3,,,2026-05-15 01:18:06,38,,,43,
edogawa,2026-05-11,4,4,,,2026-05-15 01:18:06,49,,,31,
edogawa,2026-05-11,4,5,,,2026-05-15 01:18:06,17,,,50,
edogawa,2026-05-11,4,6,,,2026-05-15 01:18:06,59,,,40,
edogawa,2026-05-11,5,1,,,2026-05-15 01:18:10,62,,,39,
edogawa,2026-05-11,5,2,,,2026-05-15 01:18:10,30,,,38,
edogawa,2026-05-11,5,3,,,2026-05-15 01:18:10,45,,,14,
edogawa,2026-05-11,5,4,,,2026-05-15 01:18:10,48,,,2,
edogawa,2026-05-11,5,5,,,2026-05-15 01:18:10,25,,,33,
edogawa,2026-05-11,5,6,,,2026-05-15 01:18:10,39,,,37,
edogawa,2026-05-11,6,1,,,2026-05-15 01:18:15,35,,,7,
edogawa,2026-05-11,6,2,,,2026-05-15 01:18:15,29,,,48,
edogawa,2026-05-11,6,3,,,2026-05-15 01:18:15,57,,,20,
edogawa,2026-05-11,6,4,,,2026-05-15 01:18:15,10,,,32,
edogawa,2026-05-11,6,5,,,2026-05-15 01:18:15,21,,,16,
edogawa,2026-05-11,6,6,,,2026-05-15 01:18:15,31,,,6,
edogawa,2026-05-11,7,1,,,2026-05-15 01:18:19,37,,,44,
edogawa,2026-05-11,7,2,,,2026-05-15 01:18:19,23,,,28,
edogawa,2026-05-11,7,3,,,2026-05-15 01:18:19,14,,,21,
edogawa,2026-05-11,7,4,,,2026-05-15 01:18:19,13,,,53,
edogawa,2026-05-11,7,5,,,2026-05-15 01:18:19,27,,,12,
edogawa,2026-05-11,7,6,,,2026-05-15 01:18:19,55,,,10,
edogawa,2026-05-11,8,1,,,2026-05-15 01:18:44,47,,,47,
edogawa,2026-05-11,8,2,,,2026-05-15 01:18:44,18,,,42,
edogawa,2026-05-11,8,3,,,2026-05-15 01:18:44,32,,,18,
edogawa,2026-05-11,8,4,,,2026-05-15 01:18:44,51,,,15,
edogawa,2026-05-11,8,5,,,2026-05-15 01:18:44,52,,,9,
edogawa,2026-05-11,8,6,,,2026-05-15 01:18:44,19,,,36,
edogawa,2026-05-11,9,1,,,2026-05-15 01:19:09,24,,,19,
edogawa,2026-05-11,9,2,,,2026-05-15 01:19:09,58,,,34,
edogawa,2026-05-11,9,3,,,2026-05-15 01:19:09,28,,,25,
edogawa,2026-05-11,9,4,,,2026-05-15 01:19:09,26,,,52,
edogawa,2026-05-11,9,5,,,2026-05-15 01:19:09,63,,,35,
edogawa,2026-05-11,9,6,,,2026-05-15 01:19:09,40,,,23,
edogawa,2026-05-11,10,1,,,2026-05-15 01:19:36,30,,,38,
edogawa,2026-05-11,10,2,,,2026-05-15 01:19:36,22,,,5,
edogawa,2026-05-11,10,3,,,2026-05-15 01:19:36,33,,,13,
edogawa,2026-05-11,10,4,,,2026-05-15 01:19:36,50,,,8,
edogawa,2026-05-11,10,5,,,2026-05-15 01:19:36,20,,,45,
edogawa,2026-05-11,10,6,,,2026-05-15 01:19:36,17,,,50,
edogawa,2026-05-11,11,1,,,2026-05-15 01:20:01,61,,,27,
edogawa,2026-05-11,11,2,,,2026-05-15 01:20:01,60,,,17,
edogawa,2026-05-11,11,3,,,2026-05-15 01:20:01,15,,,11,
edogawa,2026-05-11,11,4,,,2026-05-15 01:20:01,16,,,30,
edogawa,2026-05-11,11,5,,,2026-05-15 01:20:01,29,,,48,
edogawa,2026-05-11,11,6,,,2026-05-15 01:20:01,25,,,33,
edogawa,2026-05-11,12,1,,,2026-05-15 01:20:26,14,,,21,
edogawa,2026-05-11,12,2,,,2026-05-15 01:20:26,36,,,41,
edogawa,2026-05-11,12,3,,,2026-05-15 01:20:26,43,,,26,
edogawa,2026-05-11,12,4,,,2026-05-15 01:20:26,31,,,6,
edogawa,2026-05-11,12,5,,,2026-05-15 01:20:26,34,,,46,
edogawa,2026-05-11,12,6,,,2026-05-15 01:20:26,53,,,24,
