venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-05-01,4,4,渡邉 雄朗,,2026-05-15 01:17:03,25,26.5,40.8,46,山口 亮
edogawa,2026-05-01,4,5,大塚 康雅,,2026-05-15 01:17:03,30,23.4,36.9,49,佐藤 大佑
edogawa,2026-05-01,4,6,内山 文典,,2026-05-15 01:17:03,36,34.6,53.1,15,増田 進
edogawa,2026-05-01,5,1,三品 隆浩,,2026-05-15 01:17:08,38,33.2,49.1,21,妹尾 忠幸
edogawa,2026-05-01,5,2,高山 弘斗,,2026-05-15 01:17:08,13,28.6,39.9,38,船岡 洋一郎
edogawa,2026-05-01,5,3,高橋 勲,,2026-05-15 01:17:08,28,28.0,47.3,40,幸田 智裕
edogawa,2026-05-01,5,4,奥平 拓也,,2026-05-15 01:17:08,17,29.3,44.6,36,鈴木 章司
edogawa,2026-05-01,5,5,桑島 和宏,,2026-05-15 01:17:08,48,42.5,54.9,4,島村 隆幸
edogawa,2026-05-01,5,6,港 理樹,,2026-05-15 01:17:08,62,38.0,52.7,8,川合 理司
edogawa,2026-05-01,6,1,本吉 正樹,,2026-05-15 01:17:13,46,29.8,46.5,33,小川 竜太朗
edogawa,2026-05-01,6,2,磯村 匠,,2026-05-15 01:17:13,71,40.2,52.4,5,中 亮太
edogawa,2026-05-01,6,3,山田 亮太,,2026-05-15 01:17:13,58,32.1,48.0,22,藤山 翔大
edogawa,2026-05-01,6,4,早川 颯太,,2026-05-15 01:17:13,39,27.0,44.7,43,宇田川 信一
edogawa,2026-05-01,6,5,尾道 佳諭,,2026-05-15 01:17:13,50,26.5,46.1,45,西尾 亮輔
edogawa,2026-05-01,6,6,飯山 泰,,2026-05-15 01:17:13,59,33.9,49.4,17,上原 健次郎
edogawa,2026-05-01,7,1,齋藤 勇,,2026-05-15 01:17:17,64,26.9,42.9,44,松崎 祐太郎
edogawa,2026-05-01,7,2,戸塚 邦好,,2026-05-15 01:17:17,54,32.1,47.6,23,松田 淳平
edogawa,2026-05-01,7,3,坂本 一真,,2026-05-15 01:17:17,41,35.2,48.2,13,石渡 翔一郎
edogawa,2026-05-01,7,4,田邉 亮蔵,,2026-05-15 01:17:17,61,31.0,48.2,29,飯島 昌弘
edogawa,2026-05-01,7,5,関根 彰人,,2026-05-15 01:17:17,16,29.8,44.0,32,武田 正紀
edogawa,2026-05-01,7,6,桑原 将光,,2026-05-15 01:17:17,18,34.7,51.2,14,栗原 直也
edogawa,2026-05-01,8,1,荒井 翔伍,,2026-05-15 01:17:25,34,31.8,45.6,24,小坂 尚哉
edogawa,2026-05-01,8,2,宇田川 信一,,2026-05-15 01:17:25,15,27.5,43.7,42,秋田 健太郎
edogawa,2026-05-01,8,3,池田 雷太,,2026-05-15 01:17:25,69,42.9,58.9,3,澤 大介
edogawa,2026-05-01,8,4,尾形 栄治,,2026-05-15 01:17:25,66,36.3,51.8,11,堀越 雄貴
edogawa,2026-05-01,8,5,大塚 雅治,,2026-05-15 01:17:25,52,29.8,44.7,34,小野 達哉
edogawa,2026-05-01,8,6,高橋 直哉,,2026-05-15 01:17:25,24,28.5,41.3,39,金山 立樹
edogawa,2026-05-01,9,1,佐藤 右京,,2026-05-15 01:17:31,51,30.7,45.4,31,田川 大貴
edogawa,2026-05-01,9,2,中島 航,,2026-05-15 01:17:31,12,31.1,47.8,28,竹之内 極
edogawa,2026-05-01,9,3,森作 雄大,,2026-05-15 01:17:31,27,33.2,46.5,20,岩橋 裕馬
edogawa,2026-05-01,9,4,多田 有佑,,2026-05-15 01:17:31,56,43.7,56.3,2,藤原 仙二
edogawa,2026-05-01,9,5,石渡 翔一郎,,2026-05-15 01:17:31,63,34.2,52.7,16,郷原 章平
edogawa,2026-05-01,9,6,浅井 翼,,2026-05-15 01:17:31,40,36.2,47.6,12,高橋 英之
edogawa,2026-05-01,10,1,飯山 泰,,2026-05-15 01:17:36,59,33.9,49.4,17,上原 健次郎
edogawa,2026-05-01,10,2,桑島 和宏,,2026-05-15 01:17:36,48,42.5,54.9,4,島村 隆幸
edogawa,2026-05-01,10,3,伏田 裕隆,,2026-05-15 01:17:36,14,31.7,44.9,25,柳橋 宏紀
edogawa,2026-05-01,10,4,寺島 吉彦,,2026-05-15 01:17:36,55,38.3,58.7,7,吉川 勇作
edogawa,2026-05-01,10,5,永田 秀二,,2026-05-15 01:17:36,32,24.8,38.2,48,鶴田 勇雄
edogawa,2026-05-01,10,6,渡辺 豊,,2026-05-15 01:17:36,22,33.3,45.8,19,三嶌 誠司
edogawa,2026-05-01,11,1,前沢 丈史,,2026-05-15 01:17:41,49,37.2,51.9,9,片岡 秀樹
edogawa,2026-05-01,11,2,澤崎 雄哉,,2026-05-15 01:17:41,70,26.4,42.3,47,松井 貫太
edogawa,2026-05-01,11,3,渡邉 雄朗,,2026-05-15 01:17:41,25,26.5,40.8,46,山口 亮
edogawa,2026-05-01,11,4,山田 亮太,,2026-05-15 01:17:41,58,32.1,48.0,22,藤山 翔大
edogawa,2026-05-01,11,5,戸塚 邦好,,2026-05-15 01:17:41,54,32.1,47.6,23,松田 淳平
edogawa,2026-05-01,11,6,三品 隆浩,,2026-05-15 01:17:41,38,33.2,49.1,21,妹尾 忠幸
edogawa,2026-05-01,12,1,小原 聡将,,2026-05-15 01:17:46,45,28.9,43.1,37,中田 友也
edogawa,2026-05-01,12,2,品田 直樹,,2026-05-15 01:17:46,47,29.7,52.8,35,坪井 爽佑
edogawa,2026-05-01,12,3,加藤 政彦,,2026-05-15 01:17:46,60,36.8,55.6,10,黄金井 力良
edogawa,2026-05-01,12,4,山本 英志,,2026-05-15 01:17:46,31,39.8,58.2,6,米田 隆弘
edogawa,2026-05-01,12,5,大池 佑来,,2026-05-15 01:17:46,57,33.6,53.9,18,山下 流心
edogawa,2026-05-01,12,6,近藤 雄一郎,,2026-05-15 01:17:46,35,27.7,45.5,41,福田 翔吾
