venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-05-29,1,1,桂林 寛,,2026-05-29 22:55:15,37,46.2,76.9,12,井上 一輝
edogawa,2026-05-29,1,2,田中 勇輔,,2026-05-29 22:55:15,38,28.6,42.9,28,和田 操拓
edogawa,2026-05-29,1,3,後藤 陽介,,2026-05-29 22:55:15,22,26.7,33.3,34,森作 雄大
edogawa,2026-05-29,1,4,吉川 晴人,,2026-05-29 22:55:15,67,0.0,16.7,46,
edogawa,2026-05-29,1,5,米本 圭佑,,2026-05-29 22:55:15,14,13.3,26.7,42,佐藤 隆太郎
edogawa,2026-05-29,1,6,村岡 賢,,2026-05-29 22:55:15,24,6.7,33.3,44,中野 次郎
edogawa,2026-05-29,2,1,永嶋 裕一,,2026-05-29 22:55:40,27,42.9,71.4,13,向後 龍一
edogawa,2026-05-29,2,2,畑 竜生,,2026-05-29 22:55:40,53,28.6,42.9,29,福来 剛
edogawa,2026-05-29,2,3,濱崎 誠,,2026-05-29 22:55:40,56,46.2,69.2,11,高田 明
edogawa,2026-05-29,2,4,香川 陽太,,2026-05-29 22:55:40,50,21.4,35.7,37,荒井 翔伍
edogawa,2026-05-29,2,5,永井 源,,2026-05-29 22:55:40,32,40.0,46.7,16,濱野 斗馬
edogawa,2026-05-29,2,6,西山 育,,2026-05-29 22:55:40,35,21.4,42.9,36,桑島 和宏
edogawa,2026-05-29,3,1,加木 郁,,2026-05-29 22:56:06,64,50.0,66.7,6,
edogawa,2026-05-29,3,2,濱本 優一,,2026-05-29 22:56:06,57,28.6,42.9,27,松尾 祭
edogawa,2026-05-29,3,3,若林 義人,,2026-05-29 22:56:06,55,14.3,14.3,40,栗城 匠
edogawa,2026-05-29,3,4,外崎 悟,,2026-05-29 22:56:06,28,20.0,80.0,38,酒見 峻介
edogawa,2026-05-29,3,5,吉武 真也,,2026-05-29 22:56:06,51,9.1,18.2,43,権藤 俊光
edogawa,2026-05-29,3,6,石田 勇斗,,2026-05-29 22:56:06,19,13.3,13.3,41,末永 由楽
edogawa,2026-05-29,4,1,平田 健之佑,,2026-05-29 22:56:31,20,40.0,50.0,17,北野 輝季
edogawa,2026-05-29,4,2,西舘 健,,2026-05-29 22:56:31,45,28.6,50.0,32,小林 泰
edogawa,2026-05-29,4,3,一色 凌雅,,2026-05-29 22:56:31,71,33.3,66.7,25,
edogawa,2026-05-29,4,4,角山 雄哉,,2026-05-29 22:56:31,63,6.7,13.3,45,津久井 拓也
edogawa,2026-05-29,4,5,本岡 勝利,,2026-05-29 22:56:31,61,26.7,26.7,33,大池 佑来
edogawa,2026-05-29,4,6,宮内 直哉,,2026-05-29 22:56:31,33,26.7,33.3,35,平尾 崇典
edogawa,2026-05-29,5,1,岩津 徹郎,,2026-05-29 22:58:31,49,57.1,78.6,5,佐藤 悠
edogawa,2026-05-29,5,2,柴田 朋哉,,2026-05-29 22:58:31,26,46.7,60.0,10,金田 智博
edogawa,2026-05-29,5,3,柏野 幸二,,2026-05-29 22:58:31,41,50.0,57.1,7,永田 秀二
edogawa,2026-05-29,5,4,横田 海人,,2026-05-29 22:58:31,58,28.6,50.0,31,湯川 浩司
edogawa,2026-05-29,5,5,吉田 宗弘,,2026-05-29 22:58:31,60,20.0,53.3,39,杉山 正樹
edogawa,2026-05-29,5,6,北山 康介,,2026-05-29 22:58:31,23,42.9,50.0,14,是澤 孝宏
edogawa,2026-05-29,6,1,宇土 泰就,,2026-05-29 23:00:32,16,37.5,62.5,19,西岡 顕心
edogawa,2026-05-29,6,2,木場 悠介,,2026-05-29 23:00:32,54,42.9,42.9,15,馬場 剛
edogawa,2026-05-29,6,3,畑 竜生,,2026-05-29 23:00:32,53,28.6,42.9,29,福来 剛
edogawa,2026-05-29,6,4,菊地 敬介,,2026-05-29 23:00:32,47,28.6,28.6,30,上村 純一
edogawa,2026-05-29,6,5,石倉 洋行,,2026-05-29 23:00:32,17,37.5,75.0,21,鳥居塚 孝博
edogawa,2026-05-29,6,6,中澤 和志,,2026-05-29 23:00:32,68,83.3,83.3,2,
edogawa,2026-05-29,7,1,濱崎 誠,,2026-05-29 23:02:33,56,46.2,69.2,11,高田 明
edogawa,2026-05-29,7,2,益田 啓司,,2026-05-29 23:02:33,65,50.0,50.0,8,
edogawa,2026-05-29,7,3,松井 洪弥,,2026-05-29 23:02:33,66,66.7,83.3,3,
edogawa,2026-05-29,7,4,吉武 真也,,2026-05-29 23:02:33,51,9.1,18.2,43,権藤 俊光
edogawa,2026-05-29,7,5,川上 聡介,,2026-05-29 23:02:33,43,30.8,46.2,26,山口 達也
edogawa,2026-05-29,7,6,米本 圭佑,,2026-05-29 23:02:33,14,13.3,26.7,42,佐藤 隆太郎
edogawa,2026-05-29,8,1,山田 和佐,,2026-05-29 23:04:33,34,38.5,53.8,18,片岡 雅裕
edogawa,2026-05-29,8,2,品川 賢次,,2026-05-29 23:04:33,25,33.3,33.3,24,佐藤 大佑
