venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-04-14,9,3,増田 進,,2026-05-15 01:04:35,36,36.0,55.7,11,東 潤樹
edogawa,2026-04-14,9,4,金子 怜央,,2026-05-15 01:04:35,21,32.9,47.0,20,芦澤 望
edogawa,2026-04-14,9,5,石渡 翔一郎,,2026-05-15 01:04:35,41,34.6,48.1,14,森定 晃史
edogawa,2026-04-14,9,6,島村 隆幸,,2026-05-15 01:04:35,48,41.8,54.1,4,中田 元泰
edogawa,2026-04-14,10,1,小坂 尚哉,,2026-05-15 01:04:40,34,31.1,43.7,28,篠原 飛翔
edogawa,2026-04-14,10,2,上原 健次郎,,2026-05-15 01:04:40,59,33.2,48.9,19,伊藤 雄二
edogawa,2026-04-14,10,3,小川 竜太朗,,2026-05-15 01:04:40,46,30.7,46.7,33,市橋 卓士
edogawa,2026-04-14,10,4,西原 明生,,2026-05-15 01:04:40,68,24.5,37.8,45,金田 智博
edogawa,2026-04-14,10,5,栗原 直也,,2026-05-15 01:04:40,18,34.3,51.1,15,齋藤 勇
edogawa,2026-04-14,10,6,藤原 仙二,,2026-05-15 01:04:40,56,44.9,57.4,3,鋤柄 貴俊
edogawa,2026-04-14,11,1,小野 達哉,,2026-05-15 01:04:45,52,29.7,43.8,35,柴田 大輔
edogawa,2026-04-14,11,2,松田 淳平,,2026-05-15 01:04:45,54,31.6,45.5,23,中野 次郎
edogawa,2026-04-14,11,3,佐藤 大佑,,2026-05-15 01:04:45,30,22.9,35.1,48,松尾 祭
edogawa,2026-04-14,11,4,黄金井 力良,,2026-05-15 01:04:45,60,35.2,54.3,13,吉川 貴仁
edogawa,2026-04-14,11,5,妹尾 忠幸,,2026-05-15 01:04:45,38,31.2,47.9,27,石岡 将太
edogawa,2026-04-14,11,6,金山 立樹,,2026-05-15 01:04:45,24,26.9,40.1,40,山本 景士郎
edogawa,2026-04-14,12,1,飯島 昌弘,,2026-05-15 01:04:49,61,31.3,48.3,25,金子 猛志
edogawa,2026-04-14,12,2,山下 流心,,2026-05-15 01:04:49,57,33.3,53.7,17,是澤 孝宏
edogawa,2026-04-14,12,3,幸田 智裕,,2026-05-15 01:04:49,28,28.1,46.4,38,中村 裕将
edogawa,2026-04-14,12,4,郷原 章平,,2026-05-15 01:04:49,63,33.3,51.3,18,松本 庸平
edogawa,2026-04-14,12,5,高橋 英之,,2026-05-15 01:04:49,40,38.3,49.6,9,早川 颯太
edogawa,2026-04-14,12,6,藤山 翔大,,2026-05-15 01:04:49,58,31.2,47.3,26,宮崎 心之介
