venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-04-14,1,1,増田 進,,2026-05-15 01:03:54,36,36.0,55.7,11,東 潤樹
edogawa,2026-04-14,1,2,小川 竜太朗,,2026-05-15 01:03:54,46,30.7,46.7,33,市橋 卓士
edogawa,2026-04-14,1,3,西尾 亮輔,,2026-05-15 01:03:54,50,27.8,47.4,39,小野 京平
edogawa,2026-04-14,1,4,片岡 秀樹,,2026-05-15 01:03:54,49,37.5,50.9,10,田中 堅
edogawa,2026-04-14,1,5,坪井 爽佑,,2026-05-15 01:03:54,47,28.9,51.8,37,坂井 滉哉
edogawa,2026-04-14,1,6,熊倉 幹太,,2026-05-15 01:03:54,10,24.0,38.0,46,北中 元樹
edogawa,2026-04-14,2,1,川合 理司,,2026-05-15 01:03:58,62,39.2,53.6,6,植田 太一
edogawa,2026-04-14,2,2,米田 隆弘,,2026-05-15 01:03:58,31,38.9,57.2,8,榮田 将彦
edogawa,2026-04-14,2,3,小坂 尚哉,,2026-05-15 01:03:58,34,31.1,43.7,28,篠原 飛翔
edogawa,2026-04-14,2,4,吉川 勇作,,2026-05-15 01:03:58,55,39.1,60.5,7,福島 勇樹
edogawa,2026-04-14,2,5,中田 友也,,2026-05-15 01:03:58,45,26.8,41.4,41,佐藤 謙史朗
edogawa,2026-04-14,2,6,鈴木 章司,,2026-05-15 01:03:58,17,30.4,44.9,34,酒井 俊弘
edogawa,2026-04-14,3,1,上之 晃弘,,2026-05-15 01:04:03,67,30.7,48.0,31,仲本 舜
edogawa,2026-04-14,3,2,高橋 英之,,2026-05-15 01:04:03,40,38.3,49.6,9,早川 颯太
edogawa,2026-04-14,3,3,松田 淳平,,2026-05-15 01:04:03,54,31.6,45.5,23,中野 次郎
edogawa,2026-04-14,3,4,石渡 翔一郎,,2026-05-15 01:04:03,41,34.6,48.1,14,森定 晃史
edogawa,2026-04-14,3,5,上原 健次郎,,2026-05-15 01:04:03,59,33.2,48.9,19,伊藤 雄二
edogawa,2026-04-14,3,6,山道 諄也,,2026-05-15 01:04:03,37,32.4,50.0,22,花本 剛
edogawa,2026-04-14,4,1,山下 流心,,2026-05-15 01:04:10,57,33.3,53.7,17,是澤 孝宏
edogawa,2026-04-14,4,2,妹尾 忠幸,,2026-05-15 01:04:10,38,31.2,47.9,27,石岡 将太
edogawa,2026-04-14,4,3,八戸 琉楓,,2026-05-15 01:04:10,29,23.1,36.8,47,村本 大成
edogawa,2026-04-14,4,4,島村 隆幸,,2026-05-15 01:04:10,48,41.8,54.1,4,中田 元泰
edogawa,2026-04-14,4,5,松井 貫太,,2026-05-15 01:04:10,70,26.7,42.2,42,有山 望
edogawa,2026-04-14,4,6,秋田 健太郎,,2026-05-15 01:04:10,15,29.0,45.8,36,三角 哲男
edogawa,2026-04-14,5,1,田川 大貴,,2026-05-15 01:04:15,51,31.4,46.2,24,照屋 厚仁
edogawa,2026-04-14,5,2,武田 正紀,,2026-05-15 01:04:15,16,30.9,45.5,30,大森 翼
edogawa,2026-04-14,5,3,堀越 雄貴,,2026-05-15 01:04:15,66,35.5,51.5,12,尾形 栄治
edogawa,2026-04-14,5,4,柳橋 宏紀,,2026-05-15 01:04:15,14,31.0,44.1,29,佐藤 大介
edogawa,2026-04-14,5,5,小野 達哉,,2026-05-15 01:04:15,52,29.7,43.8,35,柴田 大輔
edogawa,2026-04-14,5,6,竹之内 極,,2026-05-15 01:04:15,12,30.7,48.1,32,北山 康介
edogawa,2026-04-14,6,1,黄金井 力良,,2026-05-15 01:04:21,60,35.2,54.3,13,吉川 貴仁
edogawa,2026-04-14,6,2,藤原 仙二,,2026-05-15 01:04:21,56,44.9,57.4,3,鋤柄 貴俊
edogawa,2026-04-14,6,3,吉川 勇作,,2026-05-15 01:04:21,55,39.1,60.5,7,福島 勇樹
edogawa,2026-04-14,6,4,西尾 亮輔,,2026-05-15 01:04:21,50,27.8,47.4,39,小野 京平
edogawa,2026-04-14,6,5,飯島 昌弘,,2026-05-15 01:04:21,61,31.3,48.3,25,金子 猛志
edogawa,2026-04-14,6,6,山口 亮,,2026-05-15 01:04:21,25,25.9,39.7,44,井上 慧人
edogawa,2026-04-14,7,1,米田 隆弘,,2026-05-15 01:04:26,31,38.9,57.2,8,榮田 将彦
edogawa,2026-04-14,7,2,坪井 爽佑,,2026-05-15 01:04:26,47,28.9,51.8,37,坂井 滉哉
edogawa,2026-04-14,7,3,郷原 章平,,2026-05-15 01:04:26,63,33.3,51.3,18,松本 庸平
edogawa,2026-04-14,7,4,三嶌 誠司,,2026-05-15 01:04:26,22,32.9,44.9,21,鈴木 猛
edogawa,2026-04-14,7,5,山道 諄也,,2026-05-15 01:04:26,37,32.4,50.0,22,花本 剛
edogawa,2026-04-14,7,6,岩橋 裕馬,,2026-05-15 01:04:26,27,33.6,47.3,16,岡 祐臣
edogawa,2026-04-14,8,1,澤 大介,,2026-05-15 01:04:31,69,45.0,60.8,2,上田 隆章
edogawa,2026-04-14,8,2,藤山 翔大,,2026-05-15 01:04:31,58,31.2,47.3,26,宮崎 心之介
edogawa,2026-04-14,8,3,中 亮太,,2026-05-15 01:04:31,71,39.7,51.9,5,萩原 知哉
edogawa,2026-04-14,8,4,川合 理司,,2026-05-15 01:04:31,62,39.2,53.6,6,植田 太一
edogawa,2026-04-14,8,5,船岡 洋一郎,,2026-05-15 01:04:31,13,26.3,38.4,43,木下 虎之輔
edogawa,2026-04-14,8,6,片岡 秀樹,,2026-05-15 01:04:31,49,37.5,50.9,10,田中 堅
edogawa,2026-04-14,9,1,中田 友也,,2026-05-15 01:04:35,45,26.8,41.4,41,佐藤 謙史朗
edogawa,2026-04-14,9,2,田川 大貴,,2026-05-15 01:04:35,51,31.4,46.2,24,照屋 厚仁
