venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-04-18,1,1,石渡 翔一郎,,2026-05-15 01:08:29,41,34.2,47.7,15,森定 晃史
edogawa,2026-04-18,1,2,澤 大介,,2026-05-15 01:08:29,69,44.4,60.3,3,上田 隆章
edogawa,2026-04-18,1,3,堀越 雄貴,,2026-05-15 01:08:29,66,36.0,52.1,11,尾形 栄治
edogawa,2026-04-18,1,4,山道 諄也,,2026-05-15 01:08:29,37,32.0,49.2,24,花本 剛
edogawa,2026-04-18,1,5,川合 理司,,2026-05-15 01:08:29,62,38.6,53.5,7,植田 太一
edogawa,2026-04-18,1,6,八戸 琉楓,,2026-05-15 01:08:29,29,22.5,35.8,47,村本 大成
edogawa,2026-04-18,2,1,武田 正紀,,2026-05-15 01:08:34,16,30.1,44.4,34,大森 翼
edogawa,2026-04-18,2,2,坪井 爽佑,,2026-05-15 01:08:34,47,28.6,51.7,36,坂井 滉哉
edogawa,2026-04-18,2,3,竹之内 極,,2026-05-15 01:08:34,12,31.6,48.6,26,北山 康介
edogawa,2026-04-18,2,4,藤山 翔大,,2026-05-15 01:08:34,58,31.3,47.3,29,宮崎 心之介
edogawa,2026-04-18,2,5,西原 明生,,2026-05-15 01:08:34,68,23.9,36.8,44,金田 智博
edogawa,2026-04-18,2,6,小坂 尚哉,,2026-05-15 01:08:34,34,31.9,45.0,25,篠原 飛翔
edogawa,2026-04-18,3,1,松田 淳平,,2026-05-15 01:08:39,54,31.6,46.4,27,中野 次郎
edogawa,2026-04-18,3,2,小川 竜太朗,,2026-05-15 01:08:39,46,31.2,46.8,30,市橋 卓士
edogawa,2026-04-18,3,3,米田 隆弘,,2026-05-15 01:08:39,31,39.1,57.5,6,榮田 将彦
edogawa,2026-04-18,3,4,吉川 勇作,,2026-05-15 01:08:39,55,38.0,58.9,8,福島 勇樹
edogawa,2026-04-18,3,5,妹尾 忠幸,,2026-05-15 01:08:39,38,32.0,48.2,23,石岡 将太
edogawa,2026-04-18,3,6,増田 進,,2026-05-15 01:08:39,36,35.5,54.7,13,東 潤樹
edogawa,2026-04-18,4,1,上之 晃弘,,2026-05-15 01:08:46,67,30.9,48.7,32,仲本 舜
edogawa,2026-04-18,4,2,秋田 健太郎,,2026-05-15 01:08:46,15,28.2,45.0,38,三角 哲男
edogawa,2026-04-18,4,3,片岡 秀樹,,2026-05-15 01:08:46,49,37.0,50.9,10,田中 堅
edogawa,2026-04-18,4,4,鈴木 章司,,2026-05-15 01:08:46,17,30.0,44.6,35,酒井 俊弘
edogawa,2026-04-18,4,5,西尾 亮輔,,2026-05-15 01:08:46,50,27.5,47.0,40,小野 京平
edogawa,2026-04-18,4,6,佐藤 大佑,,2026-05-15 01:08:46,30,23.1,36.3,46,松尾 祭
edogawa,2026-04-18,5,1,幸田 智裕,,2026-05-15 01:08:53,28,27.8,46.1,39,中村 裕将
edogawa,2026-04-18,5,2,黄金井 力良,,2026-05-15 01:08:53,60,35.6,54.7,12,吉川 貴仁
edogawa,2026-04-18,5,3,川合 理司,,2026-05-15 01:08:53,62,38.6,53.5,7,植田 太一
edogawa,2026-04-18,5,4,小野 達哉,,2026-05-15 01:08:53,52,30.5,44.7,33,柴田 大輔
