venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-04-18,5,5,金子 怜央,,2026-05-15 01:08:53,21,32.1,46.2,21,芦澤 望
edogawa,2026-04-18,5,6,高橋 英之,,2026-05-15 01:08:53,40,37.7,49.6,9,早川 颯太
edogawa,2026-04-18,6,1,山口 亮,,2026-05-15 01:09:00,25,25.7,40.0,43,井上 慧人
edogawa,2026-04-18,6,2,田川 大貴,,2026-05-15 01:09:00,51,31.4,46.3,28,照屋 厚仁
edogawa,2026-04-18,6,3,坪井 爽佑,,2026-05-15 01:09:00,47,28.6,51.7,36,坂井 滉哉
edogawa,2026-04-18,6,4,上原 健次郎,,2026-05-15 01:09:00,59,33.5,49.1,18,伊藤 雄二
edogawa,2026-04-18,6,5,澤 大介,,2026-05-15 01:09:00,69,44.4,60.3,3,上田 隆章
edogawa,2026-04-18,6,6,熊倉 幹太,,2026-05-15 01:09:00,10,23.4,36.9,45,北中 元樹
edogawa,2026-04-18,7,1,岩橋 裕馬,,2026-05-15 01:09:06,27,33.2,46.6,19,岡 祐臣
edogawa,2026-04-18,7,2,松井 貫太,,2026-05-15 01:09:06,70,26.0,41.1,42,有山 望
edogawa,2026-04-18,7,3,八戸 琉楓,,2026-05-15 01:09:06,29,22.5,35.8,47,村本 大成
edogawa,2026-04-18,7,4,小川 竜太朗,,2026-05-15 01:09:06,46,31.2,46.8,30,市橋 卓士
edogawa,2026-04-18,7,5,山下 流心,,2026-05-15 01:09:06,57,33.6,54.3,17,是澤 孝宏
edogawa,2026-04-18,7,6,三嶌 誠司,,2026-05-15 01:09:06,22,32.9,45.0,20,鈴木 猛
edogawa,2026-04-18,8,1,吉川 勇作,,2026-05-15 01:09:10,55,38.0,58.9,8,福島 勇樹
edogawa,2026-04-18,8,2,金山 立樹,,2026-05-15 01:09:10,24,27.5,40.8,41,山本 景士郎
edogawa,2026-04-18,8,3,西尾 亮輔,,2026-05-15 01:09:10,50,27.5,47.0,40,小野 京平
edogawa,2026-04-18,8,4,栗原 直也,,2026-05-15 01:09:10,18,34.3,50.6,14,齋藤 勇
edogawa,2026-04-18,8,5,藤山 翔大,,2026-05-15 01:09:10,58,31.3,47.3,29,宮崎 心之介
edogawa,2026-04-18,8,6,山道 諄也,,2026-05-15 01:09:10,37,32.0,49.2,24,花本 剛
edogawa,2026-04-18,9,1,高橋 英之,,2026-05-15 01:09:19,40,37.7,49.6,9,早川 颯太
edogawa,2026-04-18,9,2,柳橋 宏紀,,2026-05-15 01:09:19,14,31.1,44.7,31,佐藤 大介
edogawa,2026-04-18,9,3,西原 明生,,2026-05-15 01:09:19,68,23.9,36.8,44,金田 智博
edogawa,2026-04-18,9,4,石渡 翔一郎,,2026-05-15 01:09:19,41,34.2,47.7,15,森定 晃史
edogawa,2026-04-18,9,5,片岡 秀樹,,2026-05-15 01:09:19,49,37.0,50.9,10,田中 堅
edogawa,2026-04-18,9,6,米田 隆弘,,2026-05-15 01:09:19,31,39.1,57.5,6,榮田 将彦
edogawa,2026-04-18,10,1,小坂 尚哉,,2026-05-15 01:09:25,34,31.9,45.0,25,篠原 飛翔
edogawa,2026-04-18,10,2,妹尾 忠幸,,2026-05-15 01:09:25,38,32.0,48.2,23,石岡 将太
edogawa,2026-04-18,10,3,上原 健次郎,,2026-05-15 01:09:25,59,33.5,49.1,18,伊藤 雄二
edogawa,2026-04-18,10,4,堀越 雄貴,,2026-05-15 01:09:25,66,36.0,52.1,11,尾形 栄治
edogawa,2026-04-18,10,5,黄金井 力良,,2026-05-15 01:09:25,60,35.6,54.7,12,吉川 貴仁
edogawa,2026-04-18,10,6,上之 晃弘,,2026-05-15 01:09:25,67,30.9,48.7,32,仲本 舜
edogawa,2026-04-18,11,1,佐藤 大佑,,2026-05-15 01:09:31,30,23.1,36.3,46,松尾 祭
edogawa,2026-04-18,11,2,山下 流心,,2026-05-15 01:09:31,57,33.6,54.3,17,是澤 孝宏
edogawa,2026-04-18,11,3,小野 達哉,,2026-05-15 01:09:31,52,30.5,44.7,33,柴田 大輔
edogawa,2026-04-18,11,4,竹之内 極,,2026-05-15 01:09:31,12,31.6,48.6,26,北山 康介
edogawa,2026-04-18,11,5,田川 大貴,,2026-05-15 01:09:31,51,31.4,46.3,28,照屋 厚仁
edogawa,2026-04-18,11,6,松田 淳平,,2026-05-15 01:09:31,54,31.6,46.4,27,中野 次郎
edogawa,2026-04-18,12,1,島村 隆幸,,2026-05-15 01:09:36,48,43.2,55.5,4,中田 元泰
edogawa,2026-04-18,12,2,郷原 章平,,2026-05-15 01:09:36,63,34.0,52.3,16,松本 庸平
edogawa,2026-04-18,12,3,中 亮太,,2026-05-15 01:09:36,71,40.0,52.3,5,萩原 知哉
edogawa,2026-04-18,12,4,船岡 洋一郎,,2026-05-15 01:09:36,13,28.4,40.2,37,木下 虎之輔
edogawa,2026-04-18,12,5,飯島 昌弘,,2026-05-15 01:09:36,61,32.1,49.8,22,金子 猛志
edogawa,2026-04-18,12,6,藤原 仙二,,2026-05-15 01:09:36,56,45.3,57.9,2,鋤柄 貴俊
