venue,date,race,frame,racer,grade,fetched_at,motor_no,motor_rate2,motor_rate3,motor_rank,prev_user
edogawa,2026-04-15,1,1,金山 立樹,,2026-05-15 01:04:57,24,26.8,39.9,41,山本 景士郎
edogawa,2026-04-15,1,2,吉川 勇作,,2026-05-15 01:04:57,55,38.7,59.9,8,福島 勇樹
edogawa,2026-04-15,1,3,松井 貫太,,2026-05-15 01:04:57,70,26.6,42.0,43,有山 望
edogawa,2026-04-15,1,4,秋田 健太郎,,2026-05-15 01:04:57,15,28.8,45.6,37,三角 哲男
edogawa,2026-04-15,1,5,堀越 雄貴,,2026-05-15 01:04:57,66,35.8,51.7,12,尾形 栄治
edogawa,2026-04-15,1,6,武田 正紀,,2026-05-15 01:04:57,16,30.8,45.3,33,大森 翼
edogawa,2026-04-15,2,1,栗原 直也,,2026-05-15 01:05:03,18,34.2,50.8,15,齋藤 勇
edogawa,2026-04-15,2,2,竹之内 極,,2026-05-15 01:05:03,12,31.0,48.4,29,北山 康介
edogawa,2026-04-15,2,3,川合 理司,,2026-05-15 01:05:03,62,38.8,53.6,7,植田 太一
edogawa,2026-04-15,2,4,増田 進,,2026-05-15 01:05:03,36,36.1,55.6,11,東 潤樹
edogawa,2026-04-15,2,5,幸田 智裕,,2026-05-15 01:05:03,28,28.0,46.2,38,中村 裕将
edogawa,2026-04-15,2,6,熊倉 幹太,,2026-05-15 01:05:03,10,23.9,37.8,46,北中 元樹
edogawa,2026-04-15,3,1,岩橋 裕馬,,2026-05-15 01:05:09,27,33.5,47.1,17,岡 祐臣
edogawa,2026-04-15,3,2,中田 友也,,2026-05-15 01:05:09,45,27.0,41.5,40,佐藤 謙史朗
edogawa,2026-04-15,3,3,山口 亮,,2026-05-15 01:05:09,25,25.8,39.6,44,井上 慧人
edogawa,2026-04-15,3,4,金子 怜央,,2026-05-15 01:05:09,21,32.8,46.8,20,芦澤 望
edogawa,2026-04-15,3,5,佐藤 大佑,,2026-05-15 01:05:09,30,22.8,34.9,48,松尾 祭
edogawa,2026-04-15,3,6,坪井 爽佑,,2026-05-15 01:05:09,47,29.1,52.3,36,坂井 滉哉
edogawa,2026-04-15,4,1,鈴木 章司,,2026-05-15 01:05:14,17,30.7,45.2,34,酒井 俊弘
edogawa,2026-04-15,4,2,飯島 昌弘,,2026-05-15 01:05:14,61,31.5,48.7,23,金子 猛志
edogawa,2026-04-15,4,3,澤 大介,,2026-05-15 01:05:14,69,45.2,61.0,2,上田 隆章
edogawa,2026-04-15,4,4,山下 流心,,2026-05-15 01:05:14,57,33.5,54.1,16,是澤 孝宏
edogawa,2026-04-15,4,5,山道 諄也,,2026-05-15 01:05:14,37,32.1,49.6,22,花本 剛
edogawa,2026-04-15,4,6,上原 健次郎,,2026-05-15 01:05:14,59,33.3,48.9,19,伊藤 雄二
edogawa,2026-04-15,5,1,小川 竜太朗,,2026-05-15 01:05:19,46,30.8,46.7,32,市橋 卓士
edogawa,2026-04-15,5,2,船岡 洋一郎,,2026-05-15 01:05:19,13,26.6,38.7,42,木下 虎之輔
edogawa,2026-04-15,5,3,上之 晃弘,,2026-05-15 01:05:19,67,31.0,48.3,28,仲本 舜
edogawa,2026-04-15,5,4,金山 立樹,,2026-05-15 01:05:19,24,26.8,39.9,41,山本 景士郎
edogawa,2026-04-15,5,5,柳橋 宏紀,,2026-05-15 01:05:19,14,30.9,44.4,31,佐藤 大介
edogawa,2026-04-15,5,6,中 亮太,,2026-05-15 01:05:19,71,39.5,52.1,5,萩原 知哉
edogawa,2026-04-15,6,1,幸田 智裕,,2026-05-15 01:05:26,28,28.0,46.2,38,中村 裕将
edogawa,2026-04-15,6,2,郷原 章平,,2026-05-15 01:05:26,63,33.5,51.7,18,松本 庸平
edogawa,2026-04-15,6,3,片岡 秀樹,,2026-05-15 01:05:26,49,37.2,50.9,10,田中 堅
edogawa,2026-04-15,6,4,小野 達哉,,2026-05-15 01:05:26,52,29.9,43.9,35,柴田 大輔
edogawa,2026-04-15,6,5,八戸 琉楓,,2026-05-15 01:05:26,29,23.0,36.6,47,村本 大成
edogawa,2026-04-15,6,6,松井 貫太,,2026-05-15 01:05:26,70,26.6,42.0,43,有山 望
edogawa,2026-04-15,7,1,山口 亮,,2026-05-15 01:05:33,25,25.8,39.6,44,井上 慧人
edogawa,2026-04-15,7,2,西尾 亮輔,,2026-05-15 01:05:33,50,27.6,47.0,39,小野 京平
edogawa,2026-04-15,7,3,西原 明生,,2026-05-15 01:05:33,68,24.4,37.6,45,金田 智博
edogawa,2026-04-15,7,4,松田 淳平,,2026-05-15 01:05:33,54,31.3,45.9,25,中野 次郎
edogawa,2026-04-15,7,5,三嶌 誠司,,2026-05-15 01:05:33,22,32.7,44.7,21,鈴木 猛
edogawa,2026-04-15,7,6,熊倉 幹太,,2026-05-15 01:05:33,10,23.9,37.8,46,北中 元樹
edogawa,2026-04-15,8,1,藤山 翔大,,2026-05-15 01:05:39,58,31.0,46.9,30,宮崎 心之介
edogawa,2026-04-15,8,2,川合 理司,,2026-05-15 01:05:39,62,38.8,53.6,7,植田 太一
edogawa,2026-04-15,8,3,岩橋 裕馬,,2026-05-15 01:05:39,27,33.5,47.1,17,岡 祐臣
edogawa,2026-04-15,8,4,小坂 尚哉,,2026-05-15 01:05:39,34,31.2,44.2,26,篠原 飛翔
edogawa,2026-04-15,8,5,武田 正紀,,2026-05-15 01:05:39,16,30.8,45.3,33,大森 翼
edogawa,2026-04-15,8,6,石渡 翔一郎,,2026-05-15 01:05:39,41,34.3,47.7,14,森定 晃史
edogawa,2026-04-15,9,1,高橋 英之,,2026-05-15 01:05:44,40,38.4,49.6,9,早川 颯太
edogawa,2026-04-15,9,2,秋田 健太郎,,2026-05-15 01:05:44,15,28.8,45.6,37,三角 哲男
edogawa,2026-04-15,9,3,栗原 直也,,2026-05-15 01:05:44,18,34.2,50.8,15,齋藤 勇
edogawa,2026-04-15,9,4,鈴木 章司,,2026-05-15 01:05:44,17,30.7,45.2,34,酒井 俊弘
edogawa,2026-04-15,9,5,島村 隆幸,,2026-05-15 01:05:44,48,42.3,54.5,4,中田 元泰
edogawa,2026-04-15,9,6,柳橋 宏紀,,2026-05-15 01:05:44,14,30.9,44.4,31,佐藤 大介
edogawa,2026-04-15,10,1,妹尾 忠幸,,2026-05-15 01:05:49,38,31.3,47.9,24,石岡 将太
edogawa,2026-04-15,10,2,堀越 雄貴,,2026-05-15 01:05:49,66,35.8,51.7,12,尾形 栄治
edogawa,2026-04-15,10,3,米田 隆弘,,2026-05-15 01:05:49,31,39.0,57.1,6,榮田 将彦
edogawa,2026-04-15,10,4,八戸 琉楓,,2026-05-15 01:05:49,29,23.0,36.6,47,村本 大成
edogawa,2026-04-15,10,5,中 亮太,,2026-05-15 01:05:49,71,39.5,52.1,5,萩原 知哉
edogawa,2026-04-15,10,6,飯島 昌弘,,2026-05-15 01:05:49,61,31.5,48.7,23,金子 猛志
edogawa,2026-04-15,11,1,船岡 洋一郎,,2026-05-15 01:05:54,13,26.6,38.7,42,木下 虎之輔
edogawa,2026-04-15,11,2,西原 明生,,2026-05-15 01:05:54,68,24.4,37.6,45,金田 智博
edogawa,2026-04-15,11,3,黄金井 力良,,2026-05-15 01:05:54,60,35.8,54.8,13,吉川 貴仁
edogawa,2026-04-15,11,4,田川 大貴,,2026-05-15 01:05:54,51,31.1,46.2,27,照屋 厚仁
edogawa,2026-04-15,11,5,郷原 章平,,2026-05-15 01:05:54,63,33.5,51.7,18,松本 庸平
edogawa,2026-04-15,11,6,金子 怜央,,2026-05-15 01:05:54,21,32.8,46.8,20,芦澤 望
edogawa,2026-04-15,12,1,三嶌 誠司,,2026-05-15 01:06:00,22,32.7,44.7,21,鈴木 猛
edogawa,2026-04-15,12,2,佐藤 大佑,,2026-05-15 01:06:00,30,22.8,34.9,48,松尾 祭
edogawa,2026-04-15,12,3,藤原 仙二,,2026-05-15 01:06:00,56,45.0,57.3,3,鋤柄 貴俊
edogawa,2026-04-15,12,4,竹之内 極,,2026-05-15 01:06:00,12,31.0,48.4,29,北山 康介
edogawa,2026-04-15,12,5,上之 晃弘,,2026-05-15 01:06:00,67,31.0,48.3,28,仲本 舜
edogawa,2026-04-15,12,6,澤 大介,,2026-05-15 01:06:00,69,45.2,61.0,2,上田 隆章
